"choice","access","cattle","cons150","cons75","cult","smlstk","wage","indiv_id","choice_id"
0,0,60,0,-1,-5,80,4000,88,9
1,0,-40,-1,1,-5,0,-4000,88,13
1,0,-60,-1,1,-5,0,4000,88,14
1,1,-60,0,-1,0,0,6000,88,10
1,1,0,-1,0,0,-200,0,88,15
0,0,0,0,1,5,0,-10000,89,6
1,0,40,1,0,0,80,10000,89,5
1,0,0,0,0,-5,-80,10000,89,4
1,-1,-40,0,0,5,0,0,89,3
1,-1,-100,0,-1,0,200,0,89,8
0,-1,0,1,-1,0,0,-10000,89,7
1,0,-60,-1,1,5,0,0,89,1
0,-1,100,0,0,0,0,-4000,89,2
0,-1,-100,0,-1,0,200,0,90,8
1,0,0,0,1,5,0,-10000,90,6
0,-1,-40,0,0,5,0,0,90,3
0,-1,0,1,-1,0,0,-10000,90,7
1,0,0,0,0,-5,-80,10000,90,4
1,0,-60,-1,1,5,0,0,90,1
1,0,40,1,0,0,80,10000,90,5
1,-1,100,0,0,0,0,-4000,90,2
0,0,0,0,1,5,0,-10000,91,6
0,0,0,0,0,-5,-80,10000,91,4
0,-1,0,1,-1,0,0,-10000,91,7
1,0,40,1,0,0,80,10000,91,5
0,-1,-40,0,0,5,0,0,91,3
1,0,-60,-1,1,5,0,0,91,1
1,-1,-100,0,-1,0,200,0,91,8
1,-1,100,0,0,0,0,-4000,91,2
1,1,-60,0,-1,0,0,6000,92,10
0,0,-40,-1,1,-5,0,-4000,92,13
1,1,100,0,1,0,-200,0,92,16
1,0,60,1,0,0,120,0,92,12
1,1,0,1,-1,5,0,-6000,92,11
0,1,0,-1,0,0,-200,0,92,15
1,0,-60,-1,1,-5,0,4000,92,14
0,0,60,0,-1,-5,80,4000,92,9
1,1,0,1,-1,5,0,-6000,93,11
0,0,60,0,-1,-5,80,4000,93,9
0,0,-40,-1,1,-5,0,-4000,93,13
0,0,-60,-1,1,-5,0,4000,93,14
0,0,60,1,0,0,120,0,93,12
1,1,-60,0,-1,0,0,6000,93,10
1,1,0,-1,0,0,-200,0,93,15
1,1,100,0,1,0,-200,0,93,16
1,0,-60,-1,1,-5,0,4000,94,14
1,1,100,0,1,0,-200,0,94,16
0,0,60,1,0,0,120,0,94,12
0,1,0,-1,0,0,-200,0,94,15
0,1,0,1,-1,5,0,-6000,94,11
1,0,60,0,-1,-5,80,4000,94,9
0,0,-40,-1,1,-5,0,-4000,94,13
1,1,-60,0,-1,0,0,6000,94,10
1,0,0,0,1,5,0,-10000,95,6
0,-1,-40,0,0,5,0,0,95,3
1,0,40,1,0,0,80,10000,95,5
0,-1,-100,0,-1,0,200,0,95,8
0,-1,0,1,-1,0,0,-10000,95,7
1,-1,100,0,0,0,0,-4000,95,2
0,0,0,0,0,-5,-80,10000,95,4
1,0,-60,-1,1,5,0,0,95,1
0,1,-60,0,-1,0,0,6000,96,10
1,1,0,1,-1,5,0,-6000,96,11
1,1,100,0,1,0,-200,0,96,16
0,0,60,0,-1,-5,80,4000,96,9
1,0,60,1,0,0,120,0,96,12
0,0,-60,-1,1,-5,0,4000,96,14
0,0,-40,-1,1,-5,0,-4000,96,13
0,1,0,-1,0,0,-200,0,96,15
1,-1,100,0,0,0,0,-4000,97,2
0,-1,0,1,-1,0,0,-10000,97,7
1,0,-60,-1,1,5,0,0,97,1
0,-1,-100,0,-1,0,200,0,97,8
0,0,0,0,0,-5,-80,10000,97,4
0,-1,-40,0,0,5,0,0,97,3
1,0,40,1,0,0,80,10000,97,5
1,0,0,0,1,5,0,-10000,97,6
1,1,100,0,1,0,-200,0,98,16
0,0,60,0,-1,-5,80,4000,98,9
1,1,0,1,-1,5,0,-6000,98,11
0,0,-60,-1,1,-5,0,4000,98,14
0,0,-40,-1,1,-5,0,-4000,98,13
1,0,60,1,0,0,120,0,98,12
1,1,-60,0,-1,0,0,6000,98,10
0,1,0,-1,0,0,-200,0,98,15
1,-1,100,0,0,0,0,-4000,99,2
0,0,0,0,0,-5,-80,10000,99,4
1,-1,-40,0,0,5,0,0,99,3
0,-1,-100,0,-1,0,200,0,99,8
1,0,0,0,1,5,0,-10000,99,6
1,0,-60,-1,1,5,0,0,99,1
0,-1,0,1,-1,0,0,-10000,99,7
1,0,40,1,0,0,80,10000,99,5
1,1,100,0,1,0,-200,0,100,16
1,0,-40,-1,1,-5,0,-4000,100,13
0,1,0,1,-1,5,0,-6000,100,11
0,0,-60,-1,1,-5,0,4000,100,14
0,1,-60,0,-1,0,0,6000,100,10
1,1,0,-1,0,0,-200,0,100,15
1,0,60,1,0,0,120,0,100,12
0,0,60,0,-1,-5,80,4000,100,9
0,0,0,0,0,-5,-80,10000,101,4
1,0,0,0,1,5,0,-10000,101,6
0,-1,-40,0,0,5,0,0,101,3
0,-1,0,1,-1,0,0,-10000,101,7
0,-1,100,0,0,0,0,-4000,101,2
0,-1,-100,0,-1,0,200,0,101,8
1,0,40,1,0,0,80,10000,101,5
1,0,-60,-1,1,5,0,0,101,1
1,0,-40,-1,1,-5,0,-4000,102,13
0,0,-60,-1,1,-5,0,4000,102,14
1,1,0,-1,0,0,-200,0,102,15
1,1,0,1,-1,5,0,-6000,102,11
0,1,-60,0,-1,0,0,6000,102,10
0,1,100,0,1,0,-200,0,102,16
0,0,60,0,-1,-5,80,4000,102,9
1,0,60,1,0,0,120,0,102,12
0,0,0,0,0,-5,-80,10000,103,4
1,0,40,1,0,0,80,10000,103,5
1,0,-60,-1,1,5,0,0,103,1
0,-1,-100,0,-1,0,200,0,103,8
1,0,0,0,1,5,0,-10000,103,6
0,-1,100,0,0,0,0,-4000,103,2
1,-1,-40,0,0,5,0,0,103,3
0,-1,0,1,-1,0,0,-10000,103,7
1,1,0,1,-1,5,0,-6000,104,11
1,1,100,0,1,0,-200,0,104,16
0,0,60,0,-1,-5,80,4000,104,9
0,0,-40,-1,1,-5,0,-4000,104,13
0,1,0,-1,0,0,-200,0,104,15
0,0,-60,-1,1,-5,0,4000,104,14
1,1,-60,0,-1,0,0,6000,104,10
0,0,60,1,0,0,120,0,104,12
1,0,-60,-1,1,5,0,0,105,1
1,0,40,1,0,0,80,10000,105,5
1,-1,100,0,0,0,0,-4000,105,2
0,-1,-100,0,-1,0,200,0,105,8
0,0,0,0,0,-5,-80,10000,105,4
0,-1,-40,0,0,5,0,0,105,3
0,-1,0,1,-1,0,0,-10000,105,7
1,0,0,0,1,5,0,-10000,105,6
1,1,0,-1,0,0,-200,0,106,15
0,1,0,1,-1,5,0,-6000,106,11
1,1,-60,0,-1,0,0,6000,106,10
0,0,60,0,-1,-5,80,4000,106,9
1,0,-40,-1,1,-5,0,-4000,106,13
1,0,60,1,0,0,120,0,106,12
1,1,100,0,1,0,-200,0,106,16
0,0,-60,-1,1,-5,0,4000,106,14
1,-1,-40,0,0,5,0,0,107,3
0,-1,100,0,0,0,0,-4000,107,2
0,-1,0,1,-1,0,0,-10000,107,7
0,-1,-100,0,-1,0,200,0,107,8
0,0,0,0,1,5,0,-10000,107,6
0,0,0,0,0,-5,-80,10000,107,4
1,0,40,1,0,0,80,10000,107,5
1,0,-60,-1,1,5,0,0,107,1
0,1,0,-1,0,0,-200,0,108,15
1,1,0,1,-1,5,0,-6000,108,11
0,1,-60,0,-1,0,0,6000,108,10
1,0,60,0,-1,-5,80,4000,108,9
0,0,-40,-1,1,-5,0,-4000,108,13
1,1,100,0,1,0,-200,0,108,16
1,0,60,1,0,0,120,0,108,12
0,0,-60,-1,1,-5,0,4000,108,14
0,-1,-100,0,-1,0,200,0,109,8
0,-1,-40,0,0,5,0,0,109,3
1,0,0,0,1,5,0,-10000,109,6
1,0,0,0,0,-5,-80,10000,109,4
0,-1,0,1,-1,0,0,-10000,109,7
0,-1,100,0,0,0,0,-4000,109,2
1,0,-60,-1,1,5,0,0,109,1
1,0,40,1,0,0,80,10000,109,5
0,0,0,0,1,5,0,-10000,110,6
0,0,0,0,0,-5,-80,10000,110,4
0,-1,-100,0,-1,0,200,0,110,8
0,0,-60,-1,1,5,0,0,110,1
1,-1,100,0,0,0,0,-4000,110,2
1,0,40,1,0,0,80,10000,110,5
0,-1,-40,0,0,5,0,0,110,3
0,-1,0,1,-1,0,0,-10000,110,7
1,1,-60,0,-1,0,0,6000,111,10
0,0,60,0,-1,-5,80,4000,111,9
1,1,0,1,-1,5,0,-6000,111,11
1,0,60,1,0,0,120,0,111,12
1,1,100,0,1,0,-200,0,111,16
0,0,-40,-1,1,-5,0,-4000,111,13
0,0,-60,-1,1,-5,0,4000,111,14
0,1,0,-1,0,0,-200,0,111,15
0,-1,0,1,-1,0,0,-10000,112,7
0,0,0,0,0,-5,-80,10000,112,4
0,-1,-100,0,-1,0,200,0,112,8
1,0,40,1,0,0,80,10000,112,5
1,-1,100,0,0,0,0,-4000,112,2
1,0,0,0,1,5,0,-10000,112,6
0,-1,-40,0,0,5,0,0,112,3
1,0,-60,-1,1,5,0,0,112,1
0,0,-40,-1,1,-5,0,-4000,113,13
1,1,0,-1,0,0,-200,0,113,15
1,1,0,1,-1,5,0,-6000,113,11
0,1,-60,0,-1,0,0,6000,113,10
1,0,60,1,0,0,120,0,113,12
1,1,100,0,1,0,-200,0,113,16
0,0,60,0,-1,-5,80,4000,113,9
0,0,-60,-1,1,-5,0,4000,113,14
0,-1,0,1,-1,0,0,-10000,114,7
1,-1,-100,0,-1,0,200,0,114,8
1,-1,100,0,0,0,0,-4000,114,2
1,0,-60,-1,1,5,0,0,114,1
1,0,0,0,1,5,0,-10000,114,6
1,0,40,1,0,0,80,10000,114,5
0,0,0,0,0,-5,-80,10000,114,4
0,-1,-40,0,0,5,0,0,114,3
0,1,0,-1,0,0,-200,0,115,15
1,0,60,1,0,0,120,0,115,12
0,1,100,0,1,0,-200,0,115,16
0,0,-60,-1,1,-5,0,4000,115,14
0,1,-60,0,-1,0,0,6000,115,10
0,0,-40,-1,1,-5,0,-4000,115,13
0,0,60,0,-1,-5,80,4000,115,9
1,1,0,1,-1,5,0,-6000,115,11
0,-1,-100,0,-1,0,200,0,116,8
0,0,-60,-1,1,5,0,0,116,1
1,-1,100,0,0,0,0,-4000,116,2
1,0,40,1,0,0,80,10000,116,5
0,0,0,0,0,-5,-80,10000,116,4
1,0,0,0,1,5,0,-10000,116,6
0,-1,-40,0,0,5,0,0,116,3
0,-1,0,1,-1,0,0,-10000,116,7
0,0,60,0,-1,-5,80,4000,117,9
0,1,-60,0,-1,0,0,6000,117,10
0,1,0,-1,0,0,-200,0,117,15
0,0,-40,-1,1,-5,0,-4000,117,13
0,1,0,1,-1,5,0,-6000,117,11
1,0,60,1,0,0,120,0,117,12
1,1,100,0,1,0,-200,0,117,16
0,0,-60,-1,1,-5,0,4000,117,14
1,0,-60,-1,1,5,0,0,118,1
0,0,0,0,0,-5,-80,10000,118,4
1,0,40,1,0,0,80,10000,118,5
1,0,0,0,1,5,0,-10000,118,6
0,-1,-40,0,0,5,0,0,118,3
0,-1,0,1,-1,0,0,-10000,118,7
0,-1,-100,0,-1,0,200,0,118,8
1,-1,100,0,0,0,0,-4000,118,2
1,1,100,0,1,0,-200,0,119,16
1,1,0,1,-1,5,0,-6000,119,11
0,1,-60,0,-1,0,0,6000,119,10
0,0,-60,-1,1,-5,0,4000,119,14
0,0,-40,-1,1,-5,0,-4000,119,13
0,0,60,0,-1,-5,80,4000,119,9
1,0,60,1,0,0,120,0,119,12
0,1,0,-1,0,0,-200,0,119,15
0,0,0,0,0,-5,-80,10000,120,4
1,0,0,0,1,5,0,-10000,120,6
0,-1,-40,0,0,5,0,0,120,3
0,-1,0,1,-1,0,0,-10000,120,7
0,-1,-100,0,-1,0,200,0,120,8
0,0,-60,-1,1,5,0,0,120,1
1,0,40,1,0,0,80,10000,120,5
1,-1,100,0,0,0,0,-4000,120,2
0,1,-60,0,-1,0,0,6000,121,10
0,1,0,-1,0,0,-200,0,121,15
1,1,0,1,-1,5,0,-6000,121,11
1,0,60,1,0,0,120,0,121,12
1,1,100,0,1,0,-200,0,121,16
0,0,60,0,-1,-5,80,4000,121,9
0,0,-60,-1,1,-5,0,4000,121,14
0,0,-40,-1,1,-5,0,-4000,121,13
0,0,0,0,1,5,0,-10000,122,6
1,0,40,1,0,0,80,10000,122,5
0,0,-60,-1,1,5,0,0,122,1
0,-1,-40,0,0,5,0,0,122,3
1,-1,100,0,0,0,0,-4000,122,2
0,-1,0,1,-1,0,0,-10000,122,7
0,-1,-100,0,-1,0,200,0,122,8
0,0,0,0,0,-5,-80,10000,122,4
0,0,60,0,-1,-5,80,4000,123,9
0,1,-60,0,-1,0,0,6000,123,10
0,1,0,1,-1,5,0,-6000,123,11
0,1,100,0,1,0,-200,0,123,16
1,0,60,1,0,0,120,0,123,12
0,0,-40,-1,1,-5,0,-4000,123,13
1,0,-60,-1,1,-5,0,4000,123,14
0,1,0,-1,0,0,-200,0,123,15
0,0,40,1,0,0,80,10000,124,5
1,0,-60,-1,1,5,0,0,124,1
0,-1,-40,0,0,5,0,0,124,3
0,-1,100,0,0,0,0,-4000,124,2
0,-1,-100,0,-1,0,200,0,124,8
0,-1,0,1,-1,0,0,-10000,124,7
1,0,0,0,0,-5,-80,10000,124,4
1,0,0,0,1,5,0,-10000,124,6
0,1,0,1,-1,5,0,-6000,125,11
0,1,100,0,1,0,-200,0,125,16
1,0,60,1,0,0,120,0,125,12
0,0,-60,-1,1,-5,0,4000,125,14
0,0,60,0,-1,-5,80,4000,125,9
0,1,-60,0,-1,0,0,6000,125,10
1,0,-40,-1,1,-5,0,-4000,125,13
1,1,0,-1,0,0,-200,0,125,15
0,0,40,1,0,0,80,10000,126,5
0,-1,0,1,-1,0,0,-10000,126,7
1,-1,100,0,0,0,0,-4000,126,2
1,0,-60,-1,1,5,0,0,126,1
0,-1,-100,0,-1,0,200,0,126,8
0,0,0,0,0,-5,-80,10000,126,4
0,-1,-40,0,0,5,0,0,126,3
1,0,0,0,1,5,0,-10000,126,6
1,1,0,1,-1,5,0,-6000,127,11
1,1,100,0,1,0,-200,0,127,16
0,0,60,1,0,0,120,0,127,12
0,0,-60,-1,1,-5,0,4000,127,14
0,0,60,0,-1,-5,80,4000,127,9
1,0,-40,-1,1,-5,0,-4000,127,13
0,1,0,-1,0,0,-200,0,127,15
0,1,-60,0,-1,0,0,6000,127,10
1,0,40,1,0,0,80,10000,128,5
0,0,0,0,0,-5,-80,10000,128,4
1,0,-60,-1,1,5,0,0,128,1
0,-1,-100,0,-1,0,200,0,128,8
0,0,0,0,1,5,0,-10000,128,6
1,-1,0,1,-1,0,0,-10000,128,7
0,-1,-40,0,0,5,0,0,128,3
1,-1,100,0,0,0,0,-4000,128,2
0,1,0,1,-1,5,0,-6000,129,11
0,1,100,0,1,0,-200,0,129,16
0,0,60,0,-1,-5,80,4000,129,9
0,0,-40,-1,1,-5,0,-4000,129,13
1,0,-60,-1,1,-5,0,4000,129,14
0,1,-60,0,-1,0,0,6000,129,10
1,0,60,1,0,0,120,0,129,12
1,1,0,-1,0,0,-200,0,129,15
0,0,40,1,0,0,80,10000,130,5
1,-1,0,1,-1,0,0,-10000,130,7
0,-1,-40,0,0,5,0,0,130,3
0,-1,-100,0,-1,0,200,0,130,8
1,0,-60,-1,1,5,0,0,130,1
1,0,0,0,0,-5,-80,10000,130,4
1,-1,100,0,0,0,0,-4000,130,2
0,0,0,0,1,5,0,-10000,130,6
0,1,100,0,1,0,-200,0,131,16
0,0,60,0,-1,-5,80,4000,131,9
1,0,-60,-1,1,-5,0,4000,131,14
0,1,-60,0,-1,0,0,6000,131,10
0,0,-40,-1,1,-5,0,-4000,131,13
1,1,0,-1,0,0,-200,0,131,15
0,1,0,1,-1,5,0,-6000,131,11
1,0,60,1,0,0,120,0,131,12
1,0,-60,-1,1,5,0,0,132,1
1,-1,100,0,0,0,0,-4000,132,2
1,0,40,1,0,0,80,10000,132,5
0,0,0,0,1,5,0,-10000,132,6
0,-1,0,1,-1,0,0,-10000,132,7
0,0,0,0,0,-5,-80,10000,132,4
0,-1,-40,0,0,5,0,0,132,3
0,-1,-100,0,-1,0,200,0,132,8
1,1,0,1,-1,5,0,-6000,133,11
0,0,60,1,0,0,120,0,133,12
1,1,-60,0,-1,0,0,6000,133,10
0,0,-40,-1,1,-5,0,-4000,133,13
0,0,-60,-1,1,-5,0,4000,133,14
1,0,60,0,-1,-5,80,4000,133,9
1,1,100,0,1,0,-200,0,133,16
1,1,0,-1,0,0,-200,0,133,15
0,0,0,0,0,-5,-80,10000,134,4
0,-1,-40,0,0,5,0,0,134,3
0,-1,0,1,-1,0,0,-10000,134,7
1,0,40,1,0,0,80,10000,134,5
0,-1,-100,0,-1,0,200,0,134,8
0,0,0,0,1,5,0,-10000,134,6
0,-1,100,0,0,0,0,-4000,134,2
1,0,-60,-1,1,5,0,0,134,1
0,0,-60,-1,1,-5,0,4000,135,14
1,1,0,-1,0,0,-200,0,135,15
1,0,60,1,0,0,120,0,135,12
0,0,-40,-1,1,-5,0,-4000,135,13
1,1,100,0,1,0,-200,0,135,16
1,1,0,1,-1,5,0,-6000,135,11
1,0,60,0,-1,-5,80,4000,135,9
1,1,-60,0,-1,0,0,6000,135,10
0,-1,0,1,-1,0,0,-10000,136,7
0,-1,-100,0,-1,0,200,0,136,8
1,0,0,0,1,5,0,-10000,136,6
0,-1,100,0,0,0,0,-4000,136,2
1,0,-60,-1,1,5,0,0,136,1
1,0,40,1,0,0,80,10000,136,5
0,0,0,0,0,-5,-80,10000,136,4
0,-1,-40,0,0,5,0,0,136,3
1,1,0,-1,0,0,-200,0,137,15
1,1,0,1,-1,5,0,-6000,137,11
1,1,-60,0,-1,0,0,6000,137,10
1,0,-60,-1,1,-5,0,4000,137,14
1,1,100,0,1,0,-200,0,137,16
0,0,60,1,0,0,120,0,137,12
1,0,-40,-1,1,-5,0,-4000,137,13
0,0,60,0,-1,-5,80,4000,137,9
0,-1,0,1,-1,0,0,-10000,138,7
0,0,-60,-1,1,5,0,0,138,1
0,-1,-100,0,-1,0,200,0,138,8
1,0,0,0,0,-5,-80,10000,138,4
0,0,0,0,1,5,0,-10000,138,6
0,-1,100,0,0,0,0,-4000,138,2
0,-1,-40,0,0,5,0,0,138,3
1,0,40,1,0,0,80,10000,138,5
0,1,0,-1,0,0,-200,0,139,15
1,1,-60,0,-1,0,0,6000,139,10
1,1,100,0,1,0,-200,0,139,16
1,0,60,1,0,0,120,0,139,12
1,0,-40,-1,1,-5,0,-4000,139,13
0,0,60,0,-1,-5,80,4000,139,9
1,0,-60,-1,1,-5,0,4000,139,14
1,1,0,1,-1,5,0,-6000,139,11
0,0,0,0,0,-5,-80,10000,140,4
1,0,0,0,1,5,0,-10000,140,6
1,-1,100,0,0,0,0,-4000,140,2
0,-1,-40,0,0,5,0,0,140,3
1,0,-60,-1,1,5,0,0,140,1
1,0,40,1,0,0,80,10000,140,5
0,-1,0,1,-1,0,0,-10000,140,7
0,-1,-100,0,-1,0,200,0,140,8
0,1,0,-1,0,0,-200,0,141,15
0,1,-60,0,-1,0,0,6000,141,10
0,1,100,0,1,0,-200,0,141,16
0,0,60,1,0,0,120,0,141,12
0,0,60,0,-1,-5,80,4000,141,9
1,0,-60,-1,1,-5,0,4000,141,14
1,1,0,1,-1,5,0,-6000,141,11
1,0,-40,-1,1,-5,0,-4000,141,13
0,0,0,0,0,-5,-80,10000,142,4
1,0,0,0,1,5,0,-10000,142,6
0,-1,0,1,-1,0,0,-10000,142,7
0,-1,-40,0,0,5,0,0,142,3
0,0,40,1,0,0,80,10000,142,5
1,0,-60,-1,1,5,0,0,142,1
0,-1,-100,0,-1,0,200,0,142,8
1,-1,100,0,0,0,0,-4000,142,2
0,1,-60,0,-1,0,0,6000,143,10
0,0,60,0,-1,-5,80,4000,143,9
1,1,100,0,1,0,-200,0,143,16
1,0,60,1,0,0,120,0,143,12
1,1,0,1,-1,5,0,-6000,143,11
1,0,-60,-1,1,-5,0,4000,143,14
0,0,-40,-1,1,-5,0,-4000,143,13
1,1,0,-1,0,0,-200,0,143,15
1,0,0,0,1,5,0,-10000,144,6
1,0,40,1,0,0,80,10000,144,5
1,0,0,0,0,-5,-80,10000,144,4
0,-1,-100,0,-1,0,200,0,144,8
0,-1,0,1,-1,0,0,-10000,144,7
0,-1,-40,0,0,5,0,0,144,3
0,0,-60,-1,1,5,0,0,144,1
1,-1,100,0,0,0,0,-4000,144,2
1,0,60,1,0,0,120,0,145,12
1,0,-60,-1,1,-5,0,4000,145,14
1,1,0,1,-1,5,0,-6000,145,11
1,1,100,0,1,0,-200,0,145,16
0,0,-40,-1,1,-5,0,-4000,145,13
0,1,-60,0,-1,0,0,6000,145,10
0,0,60,0,-1,-5,80,4000,145,9
1,1,0,-1,0,0,-200,0,145,15
0,-1,-100,0,-1,0,200,0,146,8
0,-1,0,1,-1,0,0,-10000,146,7
0,-1,-40,0,0,5,0,0,146,3
1,0,-60,-1,1,5,0,0,146,1
0,0,0,0,0,-5,-80,10000,146,4
0,-1,100,0,0,0,0,-4000,146,2
1,0,0,0,1,5,0,-10000,146,6
1,0,40,1,0,0,80,10000,146,5
1,0,60,1,0,0,120,0,147,12
1,0,-60,-1,1,-5,0,4000,147,14
1,1,0,1,-1,5,0,-6000,147,11
1,1,100,0,1,0,-200,0,147,16
0,0,-40,-1,1,-5,0,-4000,147,13
0,0,60,0,-1,-5,80,4000,147,9
0,1,0,-1,0,0,-200,0,147,15
0,1,-60,0,-1,0,0,6000,147,10
0,0,-60,-1,1,5,0,0,148,1
1,0,0,0,1,5,0,-10000,148,6
1,0,40,1,0,0,80,10000,148,5
1,-1,100,0,0,0,0,-4000,148,2
0,-1,-40,0,0,5,0,0,148,3
0,0,0,0,0,-5,-80,10000,148,4
0,-1,0,1,-1,0,0,-10000,148,7
0,-1,-100,0,-1,0,200,0,148,8
1,0,-60,-1,1,-5,0,4000,149,14
0,1,0,1,-1,5,0,-6000,149,11
1,1,100,0,1,0,-200,0,149,16
1,0,60,1,0,0,120,0,149,12
0,0,-40,-1,1,-5,0,-4000,149,13
1,0,60,0,-1,-5,80,4000,149,9
1,1,0,-1,0,0,-200,0,149,15
0,1,-60,0,-1,0,0,6000,149,10
1,-1,100,0,0,0,0,-4000,150,2
1,0,0,0,1,5,0,-10000,150,6
0,0,0,0,0,-5,-80,10000,150,4
0,-1,0,1,-1,0,0,-10000,150,7
0,-1,-100,0,-1,0,200,0,150,8
1,0,-60,-1,1,5,0,0,150,1
1,0,40,1,0,0,80,10000,150,5
0,-1,-40,0,0,5,0,0,150,3
0,1,100,0,1,0,-200,0,151,16
1,0,60,1,0,0,120,0,151,12
0,0,-40,-1,1,-5,0,-4000,151,13
0,0,60,0,-1,-5,80,4000,151,9
1,1,0,1,-1,5,0,-6000,151,11
1,1,0,-1,0,0,-200,0,151,15
1,0,-60,-1,1,-5,0,4000,151,14
0,1,-60,0,-1,0,0,6000,151,10
1,0,-60,-1,1,5,0,0,152,1
1,-1,-40,0,0,5,0,0,152,3
0,-1,100,0,0,0,0,-4000,152,2
1,0,40,1,0,0,80,10000,152,5
0,-1,0,1,-1,0,0,-10000,152,7
0,0,0,0,0,-5,-80,10000,152,4
1,-1,-100,0,-1,0,200,0,152,8
1,0,0,0,1,5,0,-10000,152,6
0,1,-60,0,-1,0,0,6000,153,10
1,1,100,0,1,0,-200,0,153,16
0,1,0,-1,0,0,-200,0,153,15
0,0,60,1,0,0,120,0,153,12
0,0,60,0,-1,-5,80,4000,153,9
1,0,-60,-1,1,-5,0,4000,153,14
0,1,0,1,-1,5,0,-6000,153,11
1,0,-40,-1,1,-5,0,-4000,153,13
1,0,0,0,0,-5,-80,10000,154,4
1,-1,-40,0,0,5,0,0,154,3
0,0,-60,-1,1,5,0,0,154,1
0,-1,-100,0,-1,0,200,0,154,8
1,0,0,0,1,5,0,-10000,154,6
1,0,40,1,0,0,80,10000,154,5
0,-1,100,0,0,0,0,-4000,154,2
0,-1,0,1,-1,0,0,-10000,154,7
0,1,-60,0,-1,0,0,6000,155,10
1,0,60,1,0,0,120,0,155,12
0,1,0,1,-1,5,0,-6000,155,11
1,0,-60,-1,1,-5,0,4000,155,14
1,0,-40,-1,1,-5,0,-4000,155,13
0,0,60,0,-1,-5,80,4000,155,9
0,1,100,0,1,0,-200,0,155,16
1,1,0,-1,0,0,-200,0,155,15
1,-1,-40,0,0,5,0,0,156,3
1,0,0,0,1,5,0,-10000,156,6
1,-1,100,0,0,0,0,-4000,156,2
1,0,-60,-1,1,5,0,0,156,1
0,0,0,0,0,-5,-80,10000,156,4
0,-1,0,1,-1,0,0,-10000,156,7
1,0,40,1,0,0,80,10000,156,5
1,-1,-100,0,-1,0,200,0,156,8
1,0,60,1,0,0,120,0,157,12
1,1,0,1,-1,5,0,-6000,157,11
1,0,-60,-1,1,-5,0,4000,157,14
0,0,-40,-1,1,-5,0,-4000,157,13
0,1,0,-1,0,0,-200,0,157,15
1,1,100,0,1,0,-200,0,157,16
0,1,-60,0,-1,0,0,6000,157,10
0,0,60,0,-1,-5,80,4000,157,9
1,-1,100,0,0,0,0,-4000,158,2
0,0,0,0,0,-5,-80,10000,158,4
1,0,40,1,0,0,80,10000,158,5
1,0,-60,-1,1,5,0,0,158,1
0,-1,-40,0,0,5,0,0,158,3
1,0,0,0,1,5,0,-10000,158,6
0,-1,0,1,-1,0,0,-10000,158,7
0,-1,-100,0,-1,0,200,0,158,8
0,0,-40,-1,1,-5,0,-4000,159,13
1,1,100,0,1,0,-200,0,159,16
1,0,-60,-1,1,-5,0,4000,159,14
1,0,60,0,-1,-5,80,4000,159,9
1,0,60,1,0,0,120,0,159,12
0,1,0,-1,0,0,-200,0,159,15
0,1,0,1,-1,5,0,-6000,159,11
0,1,-60,0,-1,0,0,6000,159,10
1,-1,100,0,0,0,0,-4000,160,2
0,0,0,0,0,-5,-80,10000,160,4
0,0,40,1,0,0,80,10000,160,5
0,0,0,0,1,5,0,-10000,160,6
0,-1,-40,0,0,5,0,0,160,3
0,-1,0,1,-1,0,0,-10000,160,7
0,0,-60,-1,1,5,0,0,160,1
0,-1,-100,0,-1,0,200,0,160,8
1,1,100,0,1,0,-200,0,161,16
1,0,60,1,0,0,120,0,161,12
1,0,60,0,-1,-5,80,4000,161,9
0,1,0,-1,0,0,-200,0,161,15
0,0,-60,-1,1,-5,0,4000,161,14
0,1,-60,0,-1,0,0,6000,161,10
1,1,0,1,-1,5,0,-6000,161,11
0,0,-40,-1,1,-5,0,-4000,161,13
0,0,-60,-1,1,5,0,0,162,1
1,-1,100,0,0,0,0,-4000,162,2
0,-1,-40,0,0,5,0,0,162,3
1,0,0,0,1,5,0,-10000,162,6
0,-1,-100,0,-1,0,200,0,162,8
0,0,0,0,0,-5,-80,10000,162,4
1,0,40,1,0,0,80,10000,162,5
0,-1,0,1,-1,0,0,-10000,162,7
0,1,0,1,-1,5,0,-6000,163,11
0,1,-60,0,-1,0,0,6000,163,10
1,0,60,1,0,0,120,0,163,12
0,1,0,-1,0,0,-200,0,163,15
1,0,-40,-1,1,-5,0,-4000,163,13
0,0,-60,-1,1,-5,0,4000,163,14
1,1,100,0,1,0,-200,0,163,16
0,0,60,0,-1,-5,80,4000,163,9
1,0,-60,-1,1,5,0,0,164,1
0,0,0,0,0,-5,-80,10000,164,4
1,-1,100,0,0,0,0,-4000,164,2
1,0,40,1,0,0,80,10000,164,5
0,-1,-100,0,-1,0,200,0,164,8
0,-1,0,1,-1,0,0,-10000,164,7
0,-1,-40,0,0,5,0,0,164,3
1,0,0,0,1,5,0,-10000,164,6
1,0,60,1,0,0,120,0,165,12
0,1,0,-1,0,0,-200,0,165,15
1,0,-40,-1,1,-5,0,-4000,165,13
0,0,-60,-1,1,-5,0,4000,165,14
0,1,-60,0,-1,0,0,6000,165,10
