"","Policy_1","Policy_2","Policy_3","Policy_4","Policy_5","Effective_1","Effective_2","Effective_3","Effective_4","Effective_5","Condition","AgeGrp","Gender","SES","Education","Ethnic","BMI","Political","Government_Trust","Situation","Disposition","Help","OWght_Envir","OWght_Willpower","weights"
"905",-2,-0.666666666666667,-1,-2,1.66666666666667,-1,0,-1,-2,0,"Conscious","[40,50[","Female","C1C2",NA,"White",34.3882288140819,2,-2,2,2,2,1,2,0.00120436630871786
"906",0.333333333333333,3,3,-3,3,1,1,1,-3,3,"Conscious","[40,50[","Female","C1C2","2","White",32.0981309687229,4,-3,0,1,1,3,1,0.00120436630871786
"907",0,0.666666666666667,2,-2,2,0,-2,1,-2,1,"Conscious","[50,65[","Female","C1C2","2","White",28.7370420545339,5,1,1,1,1,1,1,0.00119895453448718
"908",2,1.66666666666667,1.66666666666667,1.66666666666667,3,2,1,-2,1,1,"Conscious","[30,40[","Male","C1C2","4","White",31.3131939395192,6,1,1,3,1,3,3,0.00160048611498008
"909",0.666666666666667,0.666666666666667,1.33333333333333,1,2.33333333333333,-3,-1,-1,1,-1,"Conscious","[50,65[","Male","C1C2","1","White",29.0915012831916,4,1,1,1.5,-2,2,2,0.00104302967056405
"910",1,1.33333333333333,1.33333333333333,-1.33333333333333,3,0,0,1,-2,3,"Conscious","[40,50[","Female","C1C2","4","White",33.0578512396694,3,-1,1,3,2,1,1,0.00120436630871786
"911",2,0.666666666666667,2,-3,2,1,-3,0,-3,1,"Conscious","[65,Inf[","Male","C1C2","2","White",27.2087735533496,3,1,1,0.5,0,-1,2,0.00112802672978903
"912",1,0,1,1,1,0,-1,0,0,1,"Conscious","[40,50[","Female","C1C2","3","White",36.7629848162922,3,-1,-0.5,1.5,1,1,2,0.00120436630871786
"913",0,-3,0,-3,1,-3,-3,0,1,0,"Conscious","[40,50[","Male","C1C2","3","White",29.9775365776314,4,-3,3,-1,0,3,-1,0.00134987712579463
"914",3,0.333333333333333,3,1.33333333333333,3,1,-2,1,0,2,"Conscious","[50,65[","Female","C1C2","1","White",34.4462314013385,4,1,-0.5,3,-3,1,3,0.00119895453448718
"915",1.66666666666667,1.33333333333333,1.33333333333333,-1.66666666666667,2.33333333333333,1,-1,1,-2,1,"Conscious","[40,50[","Male","C1C2","1","White",29.2887398907113,4,-2,-2,0,1,-3,2,0.00134987712579463
"916",2,2,1.66666666666667,0.333333333333333,1,1,1,0,-1,0,"Conscious","[50,65[","Female","C1C2","1","White",32.8902957872746,4,-1,1,1,2,1,1,0.00119895453448718
"917",-0.333333333333333,-1.66666666666667,-2,-3,2,-1,-2,-3,-3,1,"Conscious","[40,50[","Female","C1C2","1","White",34.3787292946487,5,-3,1,1,2,1,1,0.00120436630871786
"918",1.33333333333333,3,2.66666666666667,-1.33333333333333,2.66666666666667,2,2,1,0,2,"Conscious","[30,40[","Male","C1C2","4","White",29.1589280130721,4,2,-0.5,1.5,2,1,1,0.00160048611498008
"919",-3,-3,-3,-3,3,-3,-3,-3,-3,3,"Conscious","[40,50[","Male","C1C2","2","White",27.732460158127,4,-3,0,0,-3,0,0,0.00134987712579463
"920",2,0,1.66666666666667,-0.333333333333333,0.333333333333333,-1,-3,-3,-3,-2,"Conscious","[40,50[","Male","C1C2","2","White",29.430173771613,3,-3,1.5,1,0,3,1,0.00134987712579463
"921",-1,-1,0.333333333333333,-3,2,-1,-2,1,-3,2,"Conscious","[30,40[","Male","C1C2","2","White",30.4045010589525,4,1,1,2,0,2,3,0.00160048611498008
"922",3,3,3,3,3,3,3,3,3,3,"Conscious","[40,50[","Male","C1C2","1","White",32.3402980139294,4,1,0,1,1,3,3,0.00134987712579463
"923",-1.66666666666667,-0.666666666666667,-0.666666666666667,1.66666666666667,2.33333333333333,-3,-3,-3,2,-2,"Conscious","[50,65[","Male","C1C2","3","White",30.2125824743299,2,-3,-1,2,-1,1,2,0.00104302967056405
"924",0,0,0,-3,3,-2,-3,-3,-3,3,"Conscious","[40,50[","Female","C1C2","4","White",39.4789846220317,3,-1,2,2,3,0,1,0.00120436630871786
"925",-2.66666666666667,0,-2,-3,-1,-3,-3,-3,-3,-3,"Conscious","[50,65[","Male","C1C2","2","White",30.4764477421618,4,-3,1,1.5,0,2,2,0.00104302967056405
"926",2,2,2,-1.66666666666667,2,2,1,1,-3,0,"Conscious","[50,65[","Female","C1C2","2","White",39.5762555230214,3,-2,1,1.5,-1,1,1,0.00119895453448718
"927",-3,-3,-3,-3,0,-3,-1,1,-2,0,"Conscious","[50,65[","Female","C1C2","2","White",43.2558660571867,3,0,1,-0.5,-1,-2,1,0.00119895453448718
"928",2.33333333333333,0.333333333333333,3,0.666666666666667,3,0,-1,1,-1,1,"Conscious","[50,65[","Female","C1C2","2","White",51.2121185532693,4,0,-2,2,-2,-2,-2,0.00119895453448718
"929",-3,0,0,-2,0,-3,-3,-3,-3,-3,"Conscious","[30,40[","Male","C1C2","4","White",41.7718599711891,5,-3,-1,3,-1,-3,-3,0.00160048611498008
"930",-3,0,0,-3,-3,-1,-3,1,-3,-1,"Conscious","[40,50[","Male","C1C2","3","White",33.6478793061229,6,-3,-2,2,0,-1,-3,0.00134987712579463
"931",2.33333333333333,3,0.333333333333333,3,1,1,0,-1,2,-2,"Conscious","[50,65[","Female","DE","4","White",15.871490221884,6,-1,2,3,-3,2,2,0.00058382583292871
"932",-1,-1.33333333333333,-1.66666666666667,2,2,-2,-3,-2,2,2,"Conscious","[30,40[","Female","DE","2","White",17.9242414936443,3,-2,2,1,-2,-2,2,0.000606642164200077
"933",-2.33333333333333,0.333333333333333,1,-3,1.33333333333333,0,-2,-2,-3,-1,"Conscious","[50,65[","Female","DE","1","White",18.107141859445,4,-2,1,2,-3,-1,2,0.00058382583292871
"934",0,0,1,-1,2,0,0,1,-2,2,"Conscious","[40,50[","Female","DE","1","White",17.7542728134125,4,-1,0,0,0,2,0,0.00058646107347117
"935",-3,-1.66666666666667,0.333333333333333,-3,0.333333333333333,-3,-3,-3,-3,-3,"Conscious","[40,50[","Female","DE","1","White",20.5482563648423,4,-3,-3,3,-3,-3,2,0.00058646107347117
"936",-3,-2.66666666666667,-2.66666666666667,-1.33333333333333,1.33333333333333,-3,-3,-3,0,2,"Conscious","[50,65[","Female","DE","1","White",22.8497495883881,4,-3,2.5,2.5,0,1,1,0.00058382583292871
"937",-0.333333333333333,-1,-0.333333333333333,1,1.33333333333333,-1,-3,-2,1,0,"Conscious","[50,65[","Male","DE","4","White",19.8024228474492,3,0,0,1,-2,1,-1,0.0005078988807919
"938",3,2.33333333333333,3,2.33333333333333,3,1,1,2,1,2,"Conscious","[50,65[","Female","DE","1","White",22.1309507135143,4,1,2,2.5,-2,3,3,0.00058382583292871
"939",0,1,1,-2,1,0,0,-1,0,0,"Conscious","[40,50[","Female","DE","3","White",20.9672716386853,4,-2,-2.5,3,-3,-2,2,0.00058646107347117
"940",-2.33333333333333,-1,0,-2.33333333333333,1.66666666666667,-2,-3,-3,-1,0,"Conscious","[50,65[","Female","DE","4","White",24.9722721667666,2,-2,-1,2,-3,1,1,0.00058382583292871
"941",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,"Conscious","[50,65[","Male","DE","2","White",18.3658899358615,1,-3,1,-1,-3,-3,-3,0.0005078988807919
"942",-1,-1,0,-2.66666666666667,1,-1,-1,0,-2,1,"Conscious","[40,50[","Female","DE","4","White",21.4664922347596,2,-3,3,1,1,2,2,0.00058646107347117
"943",1.66666666666667,1,1,-1,1,1,-2,1,3,1,"Conscious","[30,40[","Female","DE","1","White",23.0282183668424,5,0,1,1,-2,1,-1,0.000606642164200077
"944",0.666666666666667,1,1,1,1.33333333333333,-1,-2,-1,1,-1,"Conscious","[30,40[","Female","DE","4","White",21.3051278030931,2,-1,-1,1,-2,3,3,0.000606642164200077
"945",1.33333333333333,1,1,2,1.33333333333333,1,1,1,1,1,"Conscious","[50,65[","Female","DE","1","White",24.9409128487701,5,1,1,1.5,2,2,2,0.00058382583292871
"946",2.33333333333333,1.66666666666667,2,1.66666666666667,2,2,1,2,2,2,"Conscious","[40,50[","Female","DE","1","White",19.7881274359482,4,2,2,1.5,2,2,1,0.00058646107347117
"947",-0.333333333333333,1,0.666666666666667,-0.333333333333333,1,-2,0,-2,-2,0,"Conscious","[30,40[","Female","DE","1","White",22.4649334269083,5,-1,1,1,0,1,1,0.000606642164200077
"948",1.33333333333333,-3,0,2.66666666666667,3,-1,-3,-3,1,-1,"Conscious","[50,65[","Female","DE","3","White",24.6224791517358,4,-1,2,2,1,1,3,0.00058382583292871
"949",2,1.33333333333333,3,-0.333333333333333,3,2,-1,2,0,2,"Conscious","[40,50[","Female","DE","2","White",23.8751147842057,4,0,0,2,-2,2,3,0.00058646107347117
"950",-2.33333333333333,-1.66666666666667,1,3,1.66666666666667,-3,-3,1,2,-2,"Conscious","[40,50[","Male","DE","1","White",25.0605727285673,3,-1,1,2,0,2,2,0.000657316949600215
"951",2,1,1,1,1,0,-1,-2,0,-2,"Conscious","[50,65[","Male","DE","1","White",19.9365692327064,6,-3,-1,3,-3,2,1,0.0005078988807919
"952",1.33333333333333,0,-0.666666666666667,-3,3,-1,-2,-2,0,1,"Conscious","[50,65[","Male","DE","1","White",23.8875674721046,3,-3,2,-1,0,1,1,0.0005078988807919
"953",-0.666666666666667,0,0,-2.66666666666667,0,-1,0,0,-2,0,"Conscious","[40,50[","Male","DE","3","White",22.0032163231728,2,-3,1.5,0,-1,1,3,0.000657316949600215
"954",2,2.66666666666667,3,1,3,1,0,1,0,1,"Conscious","[40,50[","Female","DE","3","White",29.2945505335455,2,-1,1,2,2,2,3,0.00058646107347117
"955",3,3,3,3,3,3,3,3,3,3,"Conscious","[50,65[","Female","DE","1","White",25.9188112614506,4,-3,1,3,0,3,3,0.00058382583292871
"956",3,2,3,3,3,3,1,3,1,2,"Conscious","[40,50[","Female","DE","2","White",28.5308924823708,4,-3,2,3,1,3,2,0.00058646107347117
"957",-2,3,-2,-3,-2,-2,3,-2,-3,-2,"Conscious","[40,50[","Female","DE","1","White",31.7676932024494,6,2,0.5,3,3,3,3,0.00058646107347117
"958",1.66666666666667,2,1,1,3,1,2,1,1,3,"Conscious","[40,50[","Male","DE","4","White",22.0964614378208,4,0,1,3,0,3,2,0.000657316949600215
"959",1.66666666666667,1.33333333333333,1,-0.666666666666667,1.66666666666667,1,0,0,-1,0,"Conscious","[50,65[","Female","DE","1","White",24.1195502440014,4,-1,-1,-0.5,1,1,-1,0.00058382583292871
"960",-1.33333333333333,1,2,-3,3,-2,-3,0,1,2,"Conscious","[50,65[","Male","DE","4","White",27.2919936709014,3,-2,1,0.5,0,-2,2,0.0005078988807919
"961",3,3,3,2.66666666666667,3,2,2,2,3,3,"Conscious","[50,65[","Female","DE","3","White",30.2314095893981,4,-3,1,2.5,3,3,3,0.00058382583292871
"962",-3,-1.33333333333333,-2,-3,0.333333333333333,-2,-2,-2,-2,0,"Conscious","[40,50[","Male","DE","3","White",20.7993449770683,4,-2,2,2,-2,-1,-1,0.000657316949600215
"963",2,0.333333333333333,-0.666666666666667,-0.666666666666667,0.333333333333333,2,-3,-3,-2,-2,"Conscious","[50,65[","Female","DE","4","White",28.6967027196841,5,2,-0.5,1,3,1,0,0.00058382583292871
"964",1,0.666666666666667,0.333333333333333,1.33333333333333,1.33333333333333,-1,-1,-2,1,0,"Conscious","[65,Inf[","Female","DE","2","White",29.0084714935055,4,1,1,2,-1,2,1,0.00115233863414272
"965",-3,-3,-3,-3,1.66666666666667,-3,-3,-3,-3,1,"Conscious","[50,65[","Male","DE","3","White",24.3921976007217,7,1,1,2.5,-3,2,3,0.0005078988807919
"966",3,3,3,3,3,1,3,1,2,1,"Conscious","[40,50[","Female","DE","4","White",29.1801192000821,4,-3,-1,-0.5,-3,1,1,0.00058646107347117
"967",-2,-1.33333333333333,1.33333333333333,-3,3,-3,-3,0,-3,2,"Conscious","[50,65[","Female","DE","1","White",24.5356810713621,4,-1,-0.5,2,1,2,1,0.00058382583292871
"968",1,1,0.666666666666667,0,2.66666666666667,-2,0,-1,0,0,"Conscious","[65,Inf[","Male","DE","3","White",25.2520137050356,5,1,0.5,2,-3,1,0,0.00054928783881418
"969",0.666666666666667,0,0.333333333333333,3,1.66666666666667,-2,-1,-1,1,-2,"Conscious","[40,50[","Female","DE","1","White",28.455582780988,4,-1,-1,2,1,2,-1,0.00058646107347117
"970",3,1.33333333333333,1.33333333333333,1,3,3,2,2,2,3,"Conscious","[50,65[","Female","DE","3","White",30.2909642856323,4,-1,2,2,3,3,3,0.00058382583292871
"971",2,1,2,1.66666666666667,2.33333333333333,1,0,-1,0,1,"Conscious","[50,65[","Female","DE","3","White",31.2759722293638,4,-2,3,2.5,-1,3,3,0.00058382583292871
"972",-2,-2.33333333333333,-2.33333333333333,-3,3,-3,-3,-3,0,2,"Conscious","[40,50[","Female","DE","2","White",29.5166605958212,4,-3,0,0,2,2,2,0.00058646107347117
"973",1,-2,-2,-1,2,0,-3,-3,-2,1,"Conscious","[50,65[","Female","DE","1","White",31.6417729609653,4,0,1,3,-1,1,2,0.00058382583292871
"974",3,0.666666666666667,3,3,3,1,-1,1,2,0,"Conscious","[50,65[","Female","DE","3","White",27.2519590706368,4,-2,1,2,-1,2,2,0.00058382583292871
"975",0,0,0,0,0,0,0,0,0,0,"Conscious","[50,65[","Female","DE","2","White",29.8667100263888,4,0,0,0,0,0,0,0.00058382583292871
"976",2,-2,0,-1,2,2,-3,-1,-1,2,"Conscious","[50,65[","Female","DE","1","White",33.9816789633579,4,-3,1,2,1,2,2,0.00058382583292871
"977",-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,"Conscious","[30,40[","Male","DE","4","White",25.2530984245642,3,1,1,2,-3,1,2,0.000779349935540919
"978",1,-0.333333333333333,-0.666666666666667,-2,1.33333333333333,1,-2,-2,-2,1,"Conscious","[50,65[","Male","DE",NA,"White",24.1408796860804,4,-2,-2,2,-1,1,2,0.0005078988807919
"979",3,3,3,3,3,0,1,1,1,1,"Conscious","[40,50[","Male","DE","4","White",27.4669564428292,5,1,0,2,-1,2,2,0.000657316949600215
"980",1.66666666666667,0.333333333333333,0.333333333333333,-3,2,0,-3,-3,-3,-3,"Conscious","[40,50[","Male","DE","1","White",23.3671657080348,3,-3,-3,2,-3,2,3,0.000657316949600215
"981",-0.333333333333333,1,1,1,2,-2,-1,-1,-1,-2,"Conscious","[50,65[","Female","DE","4","White",31.2398924358396,7,-3,1.5,2.5,2,3,2,0.00058382583292871
"982",1,0,0,-0.666666666666667,1,1,0,-1,-1,1,"Conscious","[30,40[","Male","DE","1","White",25.6625148640101,2,-2,2,2,-1,1,0,0.000779349935540919
"983",3,3,3,-3,3,3,3,3,-3,3,"Conscious","[40,50[","Male","DE","1","White",30.0208621307968,4,0,3,3,3,3,3,0.000657316949600215
"984",3,2,2,-2,3,2,-1,-1,-2,1,"Conscious","[50,65[","Male","DE","1","White",26.3598655941609,6,1,-1.5,0.5,0,1,3,0.0005078988807919
"985",-2,0,3,-0.666666666666667,2.33333333333333,-3,-3,2,-2,1,"Conscious","[50,65[","Male","DE","1","White",27.9101202394801,7,0,1,2,2,2,3,0.0005078988807919
"986",3,-2.33333333333333,1.66666666666667,-3,2.33333333333333,2,-3,-2,-3,1,"Conscious","[40,50[","Male","DE","3","White",27.9101202394801,4,-3,1.5,0,0,3,-1,0.000657316949600215
"987",3,3,3,1,2,0,-3,1,0,-3,"Conscious","[50,65[","Female","DE","4","White",30.5050694352996,1,-3,-1.5,2.5,1,2,-1,0.00058382583292871
"988",-1.33333333333333,0,2.66666666666667,-3,2,-3,-1,1,-3,1,"Conscious","[50,65[","Male","DE","3","White",28.0577927885534,5,-2,0.5,2.5,0,3,2,0.0005078988807919
"989",1,-2,-0.666666666666667,-3,2,1,-3,-3,-3,3,"Conscious","[40,50[","Male","DE","2","White",26.6388058862212,4,-2,2,2,1,-2,-2,0.000657316949600215
"990",-1,1,-1.33333333333333,1.66666666666667,-2.33333333333333,-1,0,-1,0,-3,"Conscious","[50,65[","Female","DE","1","White",34.9339803518317,4,2,0,2,2,2,2,0.00058382583292871
"991",0,0.333333333333333,0.666666666666667,-1,2.33333333333333,-2,-2,-2,-2,1,"Conscious","[50,65[","Female","DE","1","White",30.9573621902065,4,-2,-1,2,1,2,2,0.00058382583292871
"992",-1,0,-0.333333333333333,-2.33333333333333,1,-3,-3,-3,-3,0,"Conscious","[50,65[","Male","DE","4","White",25.5949385421008,4,1,-2.5,1.5,1,2,3,0.0005078988807919
"993",0,0,0.333333333333333,-2.33333333333333,2,-2,-1,-2,-2,1,"Conscious","[40,50[","Male","DE","2","White",28.1227691026811,4,-1,1.5,2.5,-2,1,2,0.000657316949600215
"994",-1.66666666666667,1.66666666666667,3,3,3,-3,0,1,1,1,"Conscious","[40,50[","Male","DE","4","White",24.8000496000992,2,-3,0,0,1,2,2,0.000657316949600215
"995",3,3,2.66666666666667,3,3,1,1,1,2,1,"Conscious","[65,Inf[","Female","DE",NA,"White",30.2575206794012,5,1,1.5,1,2,3,3,0.00115233863414272
"996",1,2.33333333333333,2.66666666666667,-2,2.66666666666667,-1,-2,-1,3,1,"Conscious","[40,50[","Male","DE","4","White",29.2706368678043,3,-3,1,1,1,0,-1,0.000657316949600215
"997",-1,3,1.33333333333333,-3,3,-1,1,1,-1,1,"Conscious","[50,65[","Male","DE","1","White",32.9943816678291,4,-3,1,0,2,-1,2,0.0005078988807919
"998",-3,-0.333333333333333,3,3,3,-3,-2,3,3,3,"Conscious","[50,65[","Male","DE","4","White",32.1403075459212,2,-2,-2.5,3,3,3,3,0.0005078988807919
"999",1,2,1.33333333333333,1,1,2,2,1,1,1,"Conscious","[50,65[","Female","DE","1","White",35.0829821730929,4,-3,0,1,1,-1,1,0.00058382583292871
"1000",-1,2.33333333333333,1.66666666666667,-2,2.33333333333333,-1,2,1,-3,2,"Conscious","[50,65[","Female","DE","2","White",44.3473109168441,4,-1,1,2,3,1,2,0.00058382583292871
"1001",-0.666666666666667,1,1.33333333333333,-0.666666666666667,1,1,1,2,1,1,"Conscious","[30,40[","Male","DE","2","White",30.2496382812244,4,-2,1,2,1,2,-1,0.000779349935540919
"1002",-3,-1,0,-0.333333333333333,3,-3,-3,-1,-1,1,"Conscious","[40,50[","Female","DE","4","White",38.2001836547291,4,-3,1,1,1,-1,3,0.00058646107347117
"1003",-3,-2.66666666666667,-3,-3,-0.666666666666667,-3,-3,-3,-3,1,"Conscious","[50,65[","Male","DE","1","White",30.8722456439096,4,-2,1,-1,-1,-1,-3,0.0005078988807919
"1004",-3,0.333333333333333,0.666666666666667,-1.66666666666667,0.666666666666667,-3,0,-2,1,0,"Conscious","[50,65[","Male","DE","1","White",32.2782554322825,4,-2,-0.5,1.5,0,-1,0,0.0005078988807919
"1005",-0.333333333333333,0,3,2.33333333333333,3,-3,-3,-3,3,0,"Conscious","[30,40[","Female","DE","2","White",37.2756685589112,4,-3,-2.5,-2,0,2,1,0.000606642164200077
"1006",-1,0,3,-0.666666666666667,1.66666666666667,-3,-3,-2,-3,-1,"Conscious","[65,Inf[","Male","DE","2","White",32.5907287617044,3,-1,-1.5,2,-3,2,-1,0.00054928783881418
"1007",1.66666666666667,0.333333333333333,2,2,3,-1,-3,-2,-1,1,"Conscious","[50,65[","Male","DE","3","White",36.6435300993439,5,1,-2,2,-1,1,2,0.0005078988807919
"1008",0.333333333333333,0,2.66666666666667,-1,2.33333333333333,-2,-3,1,-2,-2,"Conscious","[50,65[","Male","DE","2","White",32.9563698286347,2,-3,-1,3,0,0,-1,0.0005078988807919
"1009",0.666666666666667,-1,1,2,2,0,-2,0,1,1,"Conscious","[50,65[","Male","DE","1","White",33.8912559396236,2,-3,-2,2,-2,1,-1,0.0005078988807919
"1010",2,2,3,2.33333333333333,2,-1,-1,2,-1,-1,"Conscious","[50,65[","Male","DE","3","White",40.7441224773294,4,-2,2,2,3,3,3,0.0005078988807919
"1011",-2,-2,-2,-3,-2,-3,-3,-3,-3,-3,"Conscious","[50,65[","Male","DE","1","White",38.1666152107814,4,-3,0,0,-3,0,0,0.0005078988807919
"1012",-1,3,0,1,-1,-3,3,-3,-3,-3,"Conscious","[50,65[","Female","DE","4","White",54.2406919286495,4,1,-2.5,2,1,0,0,0.00058382583292871
"1013",-2,-0.666666666666667,0,-1,-1.66666666666667,-3,-3,-1,-2,-3,"Conscious","[40,50[","Male","DE","1","White",46.1218934737016,4,0,0,0,0,1,-1,0.000657316949600215
"1014",-0.666666666666667,0.666666666666667,1.66666666666667,-3,2,0,0,1,0,1,"Conscious","[40,50[","Male","DE","2","White",48.0182412154452,6,-2,2,1,1,3,3,0.000657316949600215
"1015",-1,0,0,0,1,-2,0,-1,-1,0,"Conscious","[40,50[","Female","AB","2","White",14.4184118934644,4,-2,1,0.5,0,1,3,0.000527139558827125
"1016",-1.33333333333333,-1.66666666666667,0,-1,0.666666666666667,-1,-1,0,-1,0,"Conscious","[65,Inf[","Female","AB","4","White",15.0104307095667,4,0,1,-1,-3,1,0,0.00103577766146709
"1017",2,1.66666666666667,1,1,3,1,1,1,1,1,"Conscious","[65,Inf[","Female","AB","4","White",20.9672716386853,5,-1,1,1,0,3,1,0.00103577766146709
"1018",1,0,1,1,2,1,-1,-2,-1,1,"Conscious","[65,Inf[","Male","AB","4","White",20.8051095694028,3,-2,-2,2,-1,2,3,0.000493726458787457
"1019",2,0,0.333333333333333,1,2,0,-3,-2,-2,-1,"Conscious","[65,Inf[","Male","AB","4","White",22.1989848391461,3,0,2,2,-3,1,2,0.000493726458787457
"1020",-0.666666666666667,-2.66666666666667,1.66666666666667,1.66666666666667,1.33333333333333,0,-3,1,1,1,"Conscious","[65,Inf[","Male","AB","4","White",20.5021176160186,5,1,2,2,-3,1,1,0.000493726458787457
"1021",1,1,0,0,1,1,1,-2,1,1,"Conscious","[65,Inf[","Male","AB","4","White",23.023206705803,6,2,1,1,1,1,2,0.000493726458787457
"1022",3,3,3,3,3,1,1,1,2,2,"Conscious","[65,Inf[","Female","AB","4","White",23.4930679262116,4,1,-1,3,-3,-1,1,0.00103577766146709
"1023",0.666666666666667,-1,1.66666666666667,3,3,-3,-3,-2,2,1,"Conscious","[65,Inf[","Female","AB","2","White",28.3419462297135,4,-3,2,2,-2,2,3,0.00103577766146709
"1024",2.66666666666667,0,3,3,3,1,0,1,1,0,"Conscious","[65,Inf[","Male","AB","4","White",22.530612244898,5,1,0,2,-3,3,3,0.000493726458787457
"1025",1.66666666666667,0,2.66666666666667,3,3,0,-1,2,2,1,"Conscious","[65,Inf[","Male","AB","3","White",26.1258859322452,3,-3,2,3,-1,3,1,0.000493726458787457
"1026",3,3,0,2,2,3,3,0,1,1,"Conscious","[65,Inf[","Male","AB","4","White",24.0235590549036,4,-3,1,1,2,3,1,0.000493726458787457
"1027",3,0.666666666666667,3,-1.33333333333333,3,3,1,3,-2,1,"Conscious","[65,Inf[","Male","AB","2","White",22.2222222222222,6,2,2,1,-3,2,2,0.000493726458787457
"1028",1,2,2,0.333333333333333,1,1,1,1,0,1,"Conscious","[65,Inf[","Female","AB","4","White",28.1652824580529,3,-1,0,2,0,-1,1,0.00103577766146709
"1029",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,"Conscious","[65,Inf[","Male","AB","4","White",22.7846508933759,4,0,-1.5,3,-3,-3,-3,0.000493726458787457
"1030",-3,-3,-3,-3,1,0,0,-3,-2,1,"Conscious","[65,Inf[","Male","AB","4","White",24.1052306594409,5,1,0,1.5,-2,2,2,0.000493726458787457
"1031",2,0,3,2,1,-1,-3,-1,-2,-2,"Conscious","[65,Inf[","Female","AB","4","White",28.2891759156299,3,-1,-1,2,0,2,0,0.00103577766146709
"1032",3,1.66666666666667,3,1,3,1,0,1,0,1,"Conscious","[65,Inf[","Male","AB","1","White",24.5356810713621,5,2,0,0.5,0,3,3,0.000493726458787457
"1033",2.66666666666667,-1,2,-0.333333333333333,3,-1,-3,-3,-2,-1,"Conscious","[65,Inf[","Male","AB","4","White",25.9903764504021,2,0,-1,1.5,-3,2,0,0.000493726458787457
"1034",1.33333333333333,-0.333333333333333,0.666666666666667,2.33333333333333,2,0,-2,-1,1,1,"Conscious","[65,Inf[","Female","AB","4","White",28.504923015638,5,1,0,1.5,-1,-1,0,0.00103577766146709
"1035",1,-2,-3,-2,-1,0,-3,-3,-3,-3,"Conscious","[65,Inf[","Female","AB","2","White",34.2023788886287,4,1,3,2,0,2,0,0.00103577766146709
"1036",2,-0.333333333333333,1,2,1.33333333333333,1,-1,-1,0,-1,"Conscious","[65,Inf[","Female","AB","4","White",30.5050694352996,6,0,0,1,0,1,1,0.00103577766146709
"1037",1,0.333333333333333,1.33333333333333,1.66666666666667,2,0,-1,0,0,1,"Conscious","[65,Inf[","Male","AB","4","White",30.3988230692511,5,-3,1,1,0,1,0,0.000493726458787457
"1038",2.66666666666667,0,1.33333333333333,3,3,1,-2,1,1,2,"Conscious","[65,Inf[","Male","AB","4","White",24.8000496000992,5,1,1,2,1,1,3,0.000493726458787457
"1039",1.66666666666667,0,-0.333333333333333,-3,0,1,-2,-2,-2,-3,"Conscious","[65,Inf[","Male","AB","4","White",33.0875091043111,6,-2,-1.5,1,-3,-2,3,0.000493726458787457
"1040",1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0,-1,1,-1,"Conscious","[65,Inf[","Female","AB","4","White",39.8222800351851,5,-2,0.5,0.5,0,-1,1,0.00103577766146709
"1041",3,0,1,1,3,1,0,0,0,0,"Conscious","[65,Inf[","Male","AB","3","White",36.8729111160644,4,-3,1,1,3,2,3,0.000493726458787457
"1042",-2.33333333333333,-3,-3,-3,1,-1,-3,-3,-3,0,"Conscious","[65,Inf[","Male","AB","4","White",33.8912559396236,4,-2,0.5,1,0,1,1,0.000493726458787457
"1043",3,3,3,2.66666666666667,3,2,0,2,2,1,"Conscious","[65,Inf[","Male","AB","1","White",47.1427569498044,5,-2,2,1,3,3,3,0.000493726458787457
"1044",-2,-2,0.666666666666667,1,0.333333333333333,-3,-3,1,1,0,"Conscious","[65,Inf[","Female","C1C2","1","White",20.9025365392631,4,1,1,0,-1,3,-2,0.00236646196989864
"1045",-0.666666666666667,-1.33333333333333,0.333333333333333,-3,-0.333333333333333,-3,-3,-3,-3,0,"Conscious","[65,Inf[","Female","C1C2","2","White",19.2643155613778,5,1,0,3,0,2,2,0.00236646196989864
"1046",0.333333333333333,0.666666666666667,1,0.666666666666667,1,-1,-1,1,-1,1,"Conscious","[65,Inf[","Female","C1C2","4","White",22.3081499107674,5,-2,-1,1,-1,1,2,0.00236646196989864
"1047",2.33333333333333,0,2,-0.333333333333333,3,1,0,2,0,3,"Conscious","[65,Inf[","Female","C1C2","2","White",24.9756358887718,4,0,-1,3,0,0,1,0.00236646196989864
"1048",2.33333333333333,-1,1,2.66666666666667,1.33333333333333,1,-2,-1,0,0,"Conscious","[65,Inf[","Female","C1C2","4","White",25.9594790668871,3,1,1,3,-3,3,1,0.00236646196989864
"1049",3,3,3,-3,3,0,0,0,-3,0,"Conscious","[65,Inf[","Male","C1C2","4","White",24.4797024412388,7,1,-0.5,3,-3,2,3,0.00112802672978903
"1050",3,3,2,2.33333333333333,3,1,0,0,1,0,"Conscious","[65,Inf[","Male","C1C2","2","White",25.0878936230191,4,-3,1.5,3,3,3,3,0.00112802672978903
"1051",-2,-1.66666666666667,-2,-2,0,-2,-2,-2,-2,0,"Conscious","[65,Inf[","Male","C1C2","3","White",20.9450443674546,4,1,1,1,-2,1,1,0.00112802672978903
"1052",3,2,2,3,2,1,0,2,1,1,"Conscious","[65,Inf[","Male","C1C2","1","White",25.8966880152517,4,2,0,1,0,3,3,0.00112802672978903
