"","Policy_1","Policy_2","Policy_3","Policy_4","Policy_5","Effective_1","Effective_2","Effective_3","Effective_4","Effective_5","Condition","AgeGrp","Gender","IncomeGrp","Education","Ethnic","Race","BMI","Political","Government_Trust","Situation","Disposition","Help","OWght_Envir","OWght_Willpower","weights"
"275",3,1.66666666666667,3,-1.33333333333333,3,1,-2,-3,2,1,"Conscious","[18,25[","Female","[0,25K[","high","Other","Other",29.5823945641341,2,-1,2,1.5,-1,3,1,0.000828806318581525
"276",-1.33333333333333,0.333333333333333,-1.33333333333333,-1.66666666666667,0.666666666666667,-1,-1,0,0,0,"Control","[25,30[","Male","[50K,Inf[","mid","Other","White",29.529925385636,5,1,-1,1,-1,-1,1,0.000342097418045811
"277",1,2.33333333333333,3,-0.333333333333333,2.66666666666667,2,1,1,1,0,"Control","[30,40[","Male","[50K,Inf[","mid","Other","White",29.2887306663326,1,-1,1,0,2,2,1,0.000622674973665024
"278",-2.33333333333333,1,0.333333333333333,-3,2,-1,-1,-1,-2,2,"Control","[30,40[","Male","[50K,Inf[","mid","Other","White",29.2887306663326,3,-3,-2,2,1,-1,1,0.000622674973665024
"279",2,1.33333333333333,1,-1,2,1,0,-2,-2,1,"Conscious","[30,40[","Female","[25K,50K[","mid","Latino","White",29.264058528117,3,1,1,1,1,2,3,0.000397070133003293
"280",2,1,0.666666666666667,1,2,2,0,-1,0,1,"Conscious","[40,Inf[","Female","[50K,Inf[","high","Other","White",29.264058528117,5,-1,0,1,1,1,1,0.00264506349809989
"281",0.333333333333333,1,2,-1.33333333333333,0.333333333333333,1,1,1,1,-1,"Control","[30,40[","Female","[50K,Inf[","high","Other","White",29.2391647165147,2,1,0,2,1,1,2,0.000683058388810492
"282",-2.33333333333333,0.666666666666667,1,-2.33333333333333,1.66666666666667,0,-2,-1,0,1,"Control","[25,30[","Male","[25K,50K[","mid","Other","White",29.2391647165147,6,1,-1,2,-1,1,2,0.000198865381801526
"283",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,"Control","[30,40[","Female","[0,25K[","mid","Other","Other",29.2281143897133,4,0,2,3,-3,2,1,0.000539357163860392
"284",0,0.666666666666667,-1.33333333333333,1.66666666666667,1,0,1,-1,2,1,"Conscious","[25,30[","Male","[0,25K[","high","Other","White",29.2133936068426,4,-1,-0.5,1,2,1,1,0.000270127263179463
"285",2,0,1,-1,2,0,-2,0,-1,0,"Control","[40,Inf[","Female","[50K,Inf[","high","Other","White",29.1801101180327,6,-1,0,1,0,1,1,0.00264506349809989
"286",2,1.33333333333333,2,-0.666666666666667,2.66666666666667,-2,-2,-1,-3,1,"Control","[18,25[","Female","[50K,Inf[","low","Other","White",29.1801101180327,2,-1,-1,2.5,1,1,2,0.00104962564055752
"287",-1.33333333333333,1.33333333333333,3,1.66666666666667,-0.666666666666667,-3,1,2,1,-3,"Control","[18,25[","Female","[25K,50K[","mid","Other","White",29.1801101180327,1,-2,1,-1,3,2,1,0.000610160126172568
"288",-2,-0.333333333333333,2.66666666666667,2,2,-2,-3,1,2,-1,"Control","[30,40[","Female","[25K,50K[","mid","Other","White",29.1801101180327,2,-1,1,1,1,2,1,0.000397070133003293
"289",0.666666666666667,1.33333333333333,1.66666666666667,1,1,-1,0,-1,1,1,"Non-Conscious","[30,40[","Female","[0,25K[","low","Other","Other",29.1801101180327,2,-2,2,2.5,2,2,1,0.000539357163860392
"290",-2.33333333333333,-2,-1.66666666666667,-3,1.66666666666667,0,-2,1,-2,0,"Non-Conscious","[40,Inf[","Male","[25K,50K[","high","Other","White",29.1589190431467,6,-3,1,1,0,3,2,0.00187680970243357
"291",2.33333333333333,-2.33333333333333,0,1,1,1,-3,-2,0,0,"Control","[40,Inf[","Female","[50K,Inf[","mid","Other","White",29.0524382701658,4,1,0,2,0,1,2,0.00264506349809989
"292",1,1.33333333333333,2.33333333333333,2,2,1,1,1,1,2,"Control","[25,30[","Male","[50K,Inf[","mid","Other","White",29.0524382701658,3,1,-1,2,1,2,2,0.000342097418045811
"293",2.66666666666667,-1,-0.333333333333333,-3,2.33333333333333,2,-3,-2,-1,2,"Non-Conscious","[40,Inf[","Female","[50K,Inf[","high","Other","White",29.0524382701658,1,1,-1,3,-2,2,3,0.00264506349809989
"294",3,2,3,3,3,3,2,3,3,3,"Conscious","[40,Inf[","Female","[50K,Inf[","high","Other","Other",29.0524382701658,2,-2,0,0,3,3,-1,0.00264506349809989
"295",1.66666666666667,-1.66666666666667,0.666666666666667,-3,-0.333333333333333,-2,-3,-3,-2,-2,"Non-Conscious","[40,Inf[","Female","[25K,50K[","high","Other","Other",29.0509743025029,1,-1,-2,3,-2,1,3,0.00153760751964656
"296",1.33333333333333,1.33333333333333,0,2,1,0,-1,-3,-1,-1,"Control","[30,40[","Male","[50K,Inf[","high","Other","White",29.0251794615055,1,-1,0.5,1,1,2,2,0.000622674973665024
"297",-0.333333333333333,1,1.66666666666667,-0.333333333333333,2.33333333333333,-2,1,0,-1,3,"Control","[30,40[","Male","[50K,Inf[","mid","Latino","Other",29.0251794615055,6,-2,1,0.5,-3,1,0,0.000622674973665024
"298",3,3,2.66666666666667,2.66666666666667,3,3,3,1,3,3,"Control","[30,40[","Male","[50K,Inf[","high","Other","White",28.974775258528,2,1,2.5,2,1,3,1,0.000622674973665024
"299",2,0,2,2,1,1,-2,-1,0,0,"Non-Conscious","[25,30[","Female","[50K,Inf[","high","Other","White",28.974775258528,6,0,1,1,1,2,2,0.000518487673694042
"300",-3,0.666666666666667,3,1.66666666666667,2.66666666666667,-3,-1,1,2,3,"Control","[25,30[","Female","[25K,50K[","high","Other","White",28.8982577965156,6,-3,-1.5,2.5,-2,-3,1,0.00030140317859617
"301",1,0.666666666666667,0,1,2.66666666666667,2,1,-2,1,2,"Control","[18,25[","Male","[25K,50K[","mid","Other","White",28.8890811345637,2,-1,1,-2.5,1,0,1,0.000348404386087307
"302",1,1,1,1,1,1,1,1,1,1,"Control","[25,30[","Male","[0,25K[","high","Other","White",28.8890811345637,3,-1,1.5,1.5,1,1,2,0.000270127263179463
"303",0.666666666666667,1.66666666666667,3,-3,1,-1,1,0,-3,-2,"Non-Conscious","[18,25[","Male","[25K,50K[","high","Other","White",28.8890811345637,5,-3,1.5,-1.5,0,2,1,0.000348404386087307
"304",3,2.33333333333333,2.66666666666667,-1,2,3,0,1,-2,1,"Non-Conscious","[18,25[","Male","[50K,Inf[","high","Other","White",28.8890811345637,4,0,-1,2,-1,2,1,0.000599341322439205
"305",-2,1.33333333333333,3,3,3,-3,0,0,2,1,"Conscious","[30,40[","Female","[50K,Inf[","high","Other","White",28.8890811345637,6,-3,3,1,-3,3,1,0.000683058388810492
"306",0.666666666666667,1.33333333333333,-0.666666666666667,-1.66666666666667,2.33333333333333,-1,-1,-3,1,1,"Conscious","[18,25[","Male","[50K,Inf[","high","Other","White",28.8890811345637,3,1,-3,3,1,2,3,0.000599341322439205
"307",-3,-2,-2,-2,1,-3,-2,-2,-2,0,"Conscious","[30,40[","Male","[0,25K[","low","Other","White",28.8890811345637,2,1,-2,3,-3,1,2,0.000491677158650617
"308",1,1,-1,1,2,1,1,1,1,1,"Control","[40,Inf[","Male","[0,25K[","mid","Other","White",28.7477104731987,4,-3,0,0,1,1,1,0.00254935003686576
"309",-3,1,1,-3,1,-3,-1,-1,-2,1,"Control","[25,30[","Male","[0,25K[","low","Other","White",28.7477104731987,3,-1,1,1,-1,1,2,0.000270127263179463
"310",1.66666666666667,1,1,1,3,-1,-2,-2,2,1,"Conscious","[30,40[","Male","[50K,Inf[","high","Other","White",28.7477104731987,4,-3,0,2,3,1,1,0.000622674973665024
"311",-1.33333333333333,-1,0,-3,1,-2,-2,-1,-3,0,"Conscious","[30,40[","Male","[50K,Inf[","low","Other","Other",28.7477104731987,4,-2,1,-1,-2,-3,-3,0.000622674973665024
"312",-2,-0.666666666666667,0.333333333333333,-3,3,-2,-2,-3,-1,3,"Control","[40,Inf[","Male","[25K,50K[","mid","Other","White",28.6966941280821,4,-1,-2,2.5,1,-1,2,0.00187680970243357
"313",1.33333333333333,1.33333333333333,0.666666666666667,1.66666666666667,0.333333333333333,2,0,-1,1,0,"Control","[30,40[","Male","[25K,50K[","mid","Other","White",28.6966941280821,2,1,1,0.5,1,2,-1,0.000361968520790085
"314",-2.33333333333333,-2.66666666666667,-1.66666666666667,-2,-1,1,-2,-3,1,-3,"Control","[18,25[","Male","[0,25K[","mid","Other","White",28.6966941280821,4,-3,-1,1,1,-1,1,0.000473252420511348
"315",2,3,3,2,3,-1,1,0,2,3,"Non-Conscious","[25,30[","Female","[0,25K[","low","Other","White",28.6966941280821,1,1,1,1,0,3,-2,0.000409408691498814
"316",-0.666666666666667,-0.666666666666667,-0.666666666666667,-3,2.33333333333333,1,-2,-1,1,2,"Non-Conscious","[25,30[","Male","[25K,50K[","high","Other","White",28.6966941280821,4,-3,-2,3,-3,-1,-1,0.000198865381801526
"317",-2.33333333333333,-2.33333333333333,-2.33333333333333,-2.33333333333333,-1,-1,-2,-3,-1,0,"Conscious","[18,25[","Male","[50K,Inf[","low","Other","White",28.6966941280821,4,-1,0,1,1,1,1,0.000599341322439205
"318",-0.666666666666667,2,2.33333333333333,-2.66666666666667,2,0,1,1,-2,2,"Conscious","[25,30[","Female","[0,25K[","high","Other","White",28.6966941280821,3,-1,0,-0.5,2,2,0,0.000409408691498814
"319",-3,-3,-3,-3,3,0,0,0,-3,3,"Control","[40,Inf[","Female","[0,25K[","mid","Latino","White",28.6615344449223,4,-3,1.5,0,2,3,1,0.0020885973584926
"320",0.666666666666667,-0.333333333333333,-1,2,1,0,-1,-2,2,2,"Control","[25,30[","Male","[50K,Inf[","mid","Other","Other",28.6219808415948,3,1,0,1.5,0,1,1,0.000342097418045811
"321",-3,-3,1,-3,3,1,-3,1,1,3,"Non-Conscious","[30,40[","Male","[0,25K[","mid","Other","White",28.5913799361818,5,-1,-1,1,2,3,3,0.000491677158650617
"322",2.66666666666667,-0.333333333333333,0.666666666666667,3,3,2,-3,-1,2,3,"Non-Conscious","[30,40[","Male","[25K,50K[","mid","Other","Other",28.5849855436735,2,1,2.5,3,3,2,1,0.000361968520790085
"323",1.66666666666667,-1,0.666666666666667,-0.333333333333333,3,0,-3,-1,-1,2,"Control","[40,Inf[","Female","[50K,Inf[","high","Other","White",28.5049140381195,1,-1,0,2.5,-2,2,1,0.00264506349809989
"324",-3,-0.333333333333333,0.666666666666667,-3,0.666666666666667,-3,-3,-2,-3,1,"Conscious","[30,40[","Female","[25K,50K[","high","Other","Other",28.4935192917261,2,-3,0,2,-2,2,3,0.000397070133003293
"325",-3,-3,-3,-3,0,-3,-3,-3,-3,1,"Non-Conscious","[40,Inf[","Male","[0,25K[","high","Latino","White",28.4808046467945,7,-3,-1.5,1.5,-3,-2,2,0.00254935003686576
"326",-2,0,-2,-2.33333333333333,2,-3,-2,-2,-3,-1,"Non-Conscious","[30,40[","Male","[50K,Inf[","high","Other","White",28.4808046467945,6,-3,1,2,-1,-2,2,0.000622674973665024
"327",3,1,1,-3,1.33333333333333,2,-3,-3,0,-2,"Control","[30,40[","Male","[50K,Inf[","high","Other","White",28.3655162919258,6,-3,1,2,1,2,1,0.000622674973665024
"328",-1,0.666666666666667,0.333333333333333,-3,3,2,-1,-3,1,1,"Conscious","[30,40[","Female","[50K,Inf[","mid","Other","White",28.3424139536614,3,-2,1,2,1,1,3,0.000683058388810492
"329",1.33333333333333,1,-0.333333333333333,-1,1,0,-1,-2,-2,-1,"Conscious","[40,Inf[","Female","[25K,50K[","high","Other","White",28.3218715851494,2,-1,-1,2,2,2,1,0.00153760751964656
"330",-2.66666666666667,-0.333333333333333,0.666666666666667,-2.66666666666667,-0.333333333333333,-3,-2,-2,-3,-1,"Control","[40,Inf[","Female","[25K,50K[","high","Other","White",28.2891671108786,4,-3,0.5,2,-2,2,-1,0.00153760751964656
"331",-1.33333333333333,-0.333333333333333,-1,-0.333333333333333,1.33333333333333,-1,-2,-3,-1,1,"Non-Conscious","[30,40[","Female","[50K,Inf[","high","Other","White",28.2891671108786,4,-1,0,1,2,2,1,0.000683058388810492
"332",0.333333333333333,2.33333333333333,1.66666666666667,-0.333333333333333,-2.33333333333333,2,2,1,2,1,"Conscious","[18,25[","Male","[0,25K[","low","Other","White",28.2891671108786,5,0,0.5,2,-1,1,2,0.000473252420511348
"333",-3,-3,-3,-3,3,0,0,0,1,1,"Control","[30,40[","Male","[25K,50K[","high","Other","White",28.2460155862605,3,1,-1,2,1,1,2,0.000361968520790085
"334",-3,-1,0.333333333333333,-2.66666666666667,3,-3,-2,-1,-1,3,"Conscious","[30,40[","Male","[50K,Inf[","high","Other","White",28.2460155862605,3,-2,-1,0,-1,-2,1,0.000622674973665024
"335",-1.33333333333333,-0.333333333333333,2,1,3,-1,-2,1,1,1,"Conscious","[18,25[","Female","[50K,Inf[","high","Other","White",28.2454260959945,2,-1,1,1,1,2,2,0.00104962564055752
"336",-3,-2.33333333333333,-2.66666666666667,3,2.66666666666667,-2,-3,-2,3,1,"Control","[25,30[","Female","[25K,50K[","high","Other","Other",28.1916732245137,1,-3,0.5,-1.5,-2,2,-2,0.00030140317859617
"337",-3,0,1,-3,-0.333333333333333,-3,0,1,-3,2,"Conscious","[40,Inf[","Male","[25K,50K[","mid","Other","White",28.1916732245137,5,-1,3,2.5,1,1,3,0.00187680970243357
"338",1.66666666666667,-0.666666666666667,-2,-3,3,2,-3,-3,-2,1,"Conscious","[40,Inf[","Female","[50K,Inf[","high","Other","White",28.1916732245137,3,1,-1,1,1,0,-2,0.00264506349809989
"339",-3,0.666666666666667,0,-1,-2.33333333333333,-3,-1,-1,-1,-2,"Control","[25,30[","Male","[0,25K[","high","Other","Other",28.1729694980913,4,-1,0,1.5,-3,-1,2,0.000270127263179463
"340",2,3,2.33333333333333,-2,3,1,1,0,2,1,"Non-Conscious","[25,30[","Male","[50K,Inf[","high","Other","Other",28.1288421573383,3,0,1,2,2,2,3,0.000342097418045811
"341",0.333333333333333,2,1,3,1,-2,2,-1,1,0,"Non-Conscious","[30,40[","Female","[0,25K[","mid","Other","White",28.1288421573383,2,-1,-1,1,2,1,-1,0.000539357163860392
"342",-0.333333333333333,0.333333333333333,2,3,1.33333333333333,-2,-3,0,0,1,"Control","[40,Inf[","Male","[50K,Inf[","high","Other","White",28.1227602455205,5,0,1,1,1,2,0,0.00322857476524819
"343",1.33333333333333,1.33333333333333,1.33333333333333,1,1,1,1,0,1,1,"Control","[25,30[","Male","[25K,50K[","high","Other","White",28.1227602455205,4,0,-1,1,1,1,2,0.000198865381801526
"344",1.33333333333333,1.33333333333333,1.66666666666667,1.33333333333333,2.33333333333333,-1,-2,-3,0,-1,"Control","[30,40[","Female","[50K,Inf[","high","Other","White",28.0577843239282,2,2,1,1,2,2,-1,0.000683058388810492
"345",-0.333333333333333,2,3,-3,1.33333333333333,0,-1,-2,1,0,"Non-Conscious","[30,40[","Male","[25K,50K[","low","Other","White",28.0577843239282,4,-3,-1.5,3,1,-2,3,0.000361968520790085
"346",2,0.666666666666667,2,1,3,2,-1,0,1,2,"Non-Conscious","[30,40[","Male","[25K,50K[","high","Latino","Other",28.0577843239282,4,0,1,1,2,3,2,0.000361968520790085
"347",-3,-3,-3,-3,2.33333333333333,1,-2,0,-1,0,"Non-Conscious","[30,40[","Male","[50K,Inf[","high","Other","White",28.0577843239282,7,-2,2,3,1,3,3,0.000622674973665024
"348",-3,-3,-3,3,2,-3,-3,-3,3,1,"Non-Conscious","[40,Inf[","Male","[50K,Inf[","mid","Other","White",28.0577843239282,3,-1,-2.5,3,-3,2,1,0.00322857476524819
"349",-3,0.333333333333333,-0.333333333333333,-3,1.66666666666667,-3,1,-2,0,2,"Conscious","[30,40[","Male","[50K,Inf[","high","Other","White",28.0577843239282,2,-2,1,3,1,-2,1,0.000622674973665024
"350",-1.33333333333333,-0.666666666666667,0,2,3,-3,-3,-3,1,0,"Control","[30,40[","Male","[50K,Inf[","high","Other","White",27.9961688732242,2,-2,1.5,2.5,-3,2,2,0.000622674973665024
"351",1.33333333333333,2.33333333333333,0.666666666666667,-2,1,1,0,0,-1,-1,"Non-Conscious","[25,30[","Male","[50K,Inf[","mid","Other","White",27.9961688732242,3,-1,1,1,0,1,2,0.000342097418045811
"352",0,1,0,3,2.33333333333333,-3,1,-3,3,0,"Conscious","[25,30[","Female","[25K,50K[","high","Other","Other",27.9881337792406,2,1,2,2,2,3,3,0.00030140317859617
"353",-1,0.333333333333333,2,1,2.33333333333333,-2,-3,1,2,1,"Conscious","[18,25[","Male","[50K,Inf[","high","Other","White",27.969718390178,4,-3,1.5,0.5,-3,-3,2,0.000599341322439205
"354",2.33333333333333,2,2.33333333333333,2,1.66666666666667,1,1,2,2,-1,"Conscious","[30,40[","Female","[50K,Inf[","low","Other","White",27.9640453932883,4,1,-1,3,1,1,3,0.000683058388810492
"355",1,0.333333333333333,1,0.666666666666667,0.333333333333333,1,1,0,1,0,"Control","[30,40[","Male","[0,25K[","mid","Other","White",27.894029206031,4,0,1,1,1,1,1,0.000491677158650617
"356",-2,2.33333333333333,2,1.33333333333333,2,3,-3,0,2,3,"Non-Conscious","[25,30[","Male","[50K,Inf[","high","Other","White",27.894029206031,2,-1,1,1,0,2,1,0.000342097418045811
"357",-0.666666666666667,0.666666666666667,0,-3,2.66666666666667,1,1,-3,-3,-3,"Conscious","[18,25[","Male","[0,25K[","low","Other","White",27.894029206031,2,-3,1,2,0,3,-1,0.000473252420511348
"358",-2.66666666666667,-3,-3,-3,2.33333333333333,-2,-3,-3,-3,0,"Control","[30,40[","Male","[50K,Inf[","mid","Other","White",27.8026902504422,5,-3,0.5,2,-2,1,2,0.000622674973665024
"359",2.33333333333333,1,-0.333333333333333,1.33333333333333,3,1,-3,-3,0,2,"Non-Conscious","[25,30[","Female","[0,25K[","mid","Other","White",27.7899465148043,2,-3,-1,1,-2,1,2,0.000409408691498814
"360",2,2.66666666666667,1.33333333333333,0.666666666666667,2.33333333333333,2,2,1,0,2,"Conscious","[30,40[","Female","[50K,Inf[","mid","Other","White",27.7899465148043,2,1,-1,2,1,2,2,0.000683058388810492
"361",0,2,0,-1.66666666666667,1.33333333333333,1,2,1,-1,2,"Control","[25,30[","Male","[0,25K[","high","Other","Other",27.7624392257816,2,1,-1,1,2,1,-1,0.000270127263179463
"362",3,2.33333333333333,3,-1,2.33333333333333,2,0,1,0,1,"Control","[25,30[","Male","[50K,Inf[","mid","Other","White",27.7058531223461,6,1,-1,2,1,1,2,0.000342097418045811
"363",3,0,3,-3,3,3,0,3,-3,3,"Control","[30,40[","Male","[50K,Inf[","high","Latino","Other",27.7058531223461,3,1,1,1,-3,-3,2,0.000622674973665024
"364",3,3,0.333333333333333,2.66666666666667,3,2,1,2,1,-2,"Control","[18,25[","Male","[0,25K[","mid","Other","White",27.7058531223461,2,-3,1.5,2,1,2,2,0.000473252420511348
"365",-3,-3,-3,-3,0.666666666666667,0,-1,-2,2,1,"Control","[40,Inf[","Male","[50K,Inf[","mid","Latino","White",27.7058531223461,6,-2,-3,3,-2,-2,2,0.00322857476524819
"366",3,3,3,3,3,3,3,3,3,3,"Non-Conscious","[30,40[","Male","[50K,Inf[","high","Other","White",27.7058531223461,2,1,0.5,1.5,0,1,0,0.000622674973665024
"367",-1.66666666666667,-0.666666666666667,0,-2,2,0,0,0,-2,2,"Conscious","[30,40[","Male","[50K,Inf[","high","Other","Other",27.7058531223461,2,0,1,1,-1,2,1,0.000622674973665024
"368",1,-1.33333333333333,1,-1.66666666666667,3,1,-3,0,0,1,"Non-Conscious","[25,30[","Male","[50K,Inf[","high","Other","White",27.6726987710031,2,-1,1,2,1,1,0,0.000342097418045811
"369",-3,-3,-3,-3,3,-3,-3,-3,-3,1,"Conscious","[40,Inf[","Male","[25K,50K[","mid","Latino","Other",27.6726987710031,2,1,-1,3,1,3,3,0.00187680970243357
"370",2.33333333333333,2.33333333333333,2.33333333333333,-3,3,-2,-2,-2,-3,3,"Control","[30,40[","Male","[25K,50K[","high","Other","Other",27.6228000633779,2,2,2,-2,3,3,-2,0.000361968520790085
"371",2,3,2,1,1.33333333333333,1,3,-1,2,1,"Non-Conscious","[18,25[","Male","[50K,Inf[","mid","Other","White",27.6040606865728,6,-2,1,1.5,1,1,2,0.000599341322439205
"372",-2.66666666666667,-0.333333333333333,-3,-3,1,-1,-1,-3,-2,-1,"Control","[18,25[","Male","[25K,50K[","high","Other","White",27.4978100178423,3,-3,-1,1,1,-2,2,0.000348404386087307
"373",3,2,2,-2.33333333333333,2.66666666666667,1,-3,0,-3,3,"Non-Conscious","[25,30[","Male","[0,25K[","high","Other","Other",27.4978100178423,1,1,1.5,2.5,-3,1,-1,0.000270127263179463
"374",-0.333333333333333,1,1,0.333333333333333,2.33333333333333,-3,0,-2,1,1,"Non-Conscious","[25,30[","Male","[25K,50K[","high","Other","White",27.4978100178423,3,-1,1,0,1,2,-1,0.000198865381801526
"375",-2,-2,0,-2,2,0,-2,-2,-1,1,"Conscious","[40,Inf[","Male","[50K,Inf[","high","Other","White",27.4978100178423,3,-2,1,1,-2,-1,0,0.00322857476524819
"376",2,3,2.66666666666667,3,2.66666666666667,-1,2,3,3,1,"Control","[25,30[","Male","[25K,50K[","high","Other","White",27.4756697066352,2,1,1,1.5,2,2,-2,0.000198865381801526
"377",-2.33333333333333,-3,-3,-3,-1.33333333333333,-3,-3,-3,-3,1,"Control","[40,Inf[","Male","[50K,Inf[","mid","Other","White",27.4756187679406,6,-3,1,1,-1,-2,2,0.00322857476524819
"378",3,3,3,-2.66666666666667,3,2,2,3,-3,1,"Non-Conscious","[30,40[","Female","[25K,50K[","mid","Other","Other",27.4636330522661,5,-2,1,2,1,1,2,0.000397070133003293
"379",0.666666666666667,1.33333333333333,1,-0.333333333333333,1,1,1,0,0,1,"Conscious","[30,40[","Female","[25K,50K[","high","Other","White",27.4636330522661,2,-1,2,1,3,1,2,0.000397070133003293
"380",-0.333333333333333,-3,-1.33333333333333,-1,2.33333333333333,-2,-3,1,-2,1,"Conscious","[40,Inf[","Female","[25K,50K[","high","Other","White",27.4636330522661,2,-2,1,1,1,2,2,0.00153760751964656
"381",3,1.66666666666667,3,3,3,1,0,1,1,1,"Non-Conscious","[40,Inf[","Female","[50K,Inf[","high","Other","White",27.4571327840881,5,0,0,2,3,1,2,0.00264506349809989
"382",1.66666666666667,0.666666666666667,1,2.66666666666667,3,0,-1,-1,1,3,"Non-Conscious","[40,Inf[","Female","[50K,Inf[","high","Other","White",27.4571327840881,5,0,1.5,2,3,2,1,0.00264506349809989
"383",3,1,1.33333333333333,-0.333333333333333,3,2,-2,-1,-1,2,"Conscious","[30,40[","Female","[25K,50K[","mid","Other","White",27.4571327840881,2,-3,-1,1,1,2,-1,0.000397070133003293
"384",0,2,2,-0.666666666666667,3,-1,-1,0,-1,3,"Non-Conscious","[40,Inf[","Female","[50K,Inf[","low","Other","White",27.4567135176094,4,-1,-2,1.5,1,3,1,0.00264506349809989
"385",1,-3,-2,1,2,1,-3,-2,2,1,"Non-Conscious","[25,30[","Male","[25K,50K[","high","Other","White",27.4384139218233,5,-3,1,0,-2,1,2,0.000198865381801526
"386",1,2,3,-3,2,-3,-3,-3,-3,-2,"Control","[40,Inf[","Female","[0,25K[","high","Other","White",27.4085711904995,2,-1,0,0,-1,2,2,0.0020885973584926
"387",2,1,2.66666666666667,-1,3,2,-2,1,-2,1,"Control","[40,Inf[","Female","[25K,50K[","low","Other","White",27.3972066353163,3,-1,-1,2,1,2,-2,0.00153760751964656
"388",-1.33333333333333,-1,-1,1,2,-3,-1,-1,1,3,"Control","[25,30[","Male","[50K,Inf[","high","Other","Other",27.3686031801129,4,0,-1,1,-2,1,3,0.000342097418045811
"389",3,2.33333333333333,3,3,3,2,0,1,2,1,"Non-Conscious","[30,40[","Male","[50K,Inf[","high","Other","Other",27.3686031801129,2,1,2.5,3,0,3,3,0.000622674973665024
"390",-1,1,2,-3,1.66666666666667,-2,-1,-1,-1,-2,"Control","[25,30[","Female","[50K,Inf[","high","Other","White",27.3194215785617,3,1,1,2,1,1,2,0.000518487673694042
"391",2.66666666666667,1,3,3,2,1,-3,3,3,-3,"Non-Conscious","[18,25[","Male","[50K,Inf[","mid","Latino","White",27.3194215785617,1,-3,2,2,-3,3,3,0.000599341322439205
"392",-3,-3,-3,-3,3,-3,-3,-3,-3,1,"Conscious","[25,30[","Male","[50K,Inf[","high","Other","White",27.3194215785617,1,-2,-1,3,-3,2,1,0.000342097418045811
"393",-0.666666666666667,1.66666666666667,1.66666666666667,-2,1.66666666666667,0,0,-2,-3,0,"Control","[25,30[","Male","[50K,Inf[","mid","Other","White",27.261859421678,3,-1,0,1,2,0,-1,0.000342097418045811
"394",-1,-1,0.333333333333333,-1.33333333333333,1,-1,-1,0,-1,0,"Conscious","[40,Inf[","Male","[50K,Inf[","high","Other","White",27.261859421678,3,-2,-1,2,0,-1,1,0.00322857476524819
"395",2,2,2,-2,2,2,2,2,-2,2,"Conscious","[25,30[","Male","[25K,50K[","low","Other","Other",27.261859421678,5,0,0.5,1,2,0,1,0.000198865381801526
"396",-1.66666666666667,-2,1.33333333333333,3,3,-3,-2,-1,2,-2,"Conscious","[40,Inf[","Male","[25K,50K[","high","Other","White",27.261859421678,3,-1,1,-1,2,1,-1,0.00187680970243357
"397",0.666666666666667,1.33333333333333,-0.666666666666667,-3,0,1,1,-2,-1,0,"Non-Conscious","[25,30[","Male","[50K,Inf[","high","Other","White",27.1966784758803,5,-1,1,1,-1,1,1,0.000342097418045811
"398",2,0.333333333333333,1.33333333333333,1,2.33333333333333,1,-3,-1,3,0,"Conscious","[18,25[","Male","[50K,Inf[","high","Other","White",27.1966784758803,2,1,1,1,-3,1,1,0.000599341322439205
"399",0.666666666666667,1,-0.666666666666667,-1.33333333333333,1.33333333333333,1,1,1,-2,2,"Non-Conscious","[18,25[","Male","[25K,50K[","low","Other","White",27.12457585409,3,-1,-2,-2,-2,-1,-1,0.000348404386087307
"400",0.666666666666667,1.66666666666667,3,-1,2,1,1,1,-2,0,"Conscious","[18,25[","Female","[50K,Inf[","high","Other","White",27.12457585409,1,1,-1,1,-1,-1,-2,0.00104962564055752
"401",1.66666666666667,0,1,-2,2,1,0,1,-2,2,"Conscious","[25,30[","Male","[50K,Inf[","high","Other","White",27.12457585409,5,-2,1,1,2,-1,2,0.000342097418045811
"402",-1.66666666666667,-2.33333333333333,-1.66666666666667,-0.333333333333333,1,-3,-3,-2,1,1,"Control","[40,Inf[","Male","[50K,Inf[","high","Other","White",27.0461899527665,5,1,-1,1,-1,1,2,0.00322857476524819
"403",-1.33333333333333,2.66666666666667,3,-1.33333333333333,3,-3,1,1,-3,2,"Control","[30,40[","Female","[50K,Inf[","mid","Latino","White",27.0240764804151,2,2,-2,3,-2,-1,1,0.000683058388810492
"404",-3,2,3,0.333333333333333,2.66666666666667,1,1,1,2,-1,"Non-Conscious","[18,25[","Male","[50K,Inf[","mid","Other","White",27.0240764804151,3,-1,-0.5,2,-3,3,2,0.000599341322439205
"405",1.66666666666667,1.66666666666667,1.66666666666667,0.666666666666667,3,-3,-2,-3,-3,-2,"Control","[30,40[","Female","[25K,50K[","low","Other","White",27.0193141300016,3,-3,1,2.5,-1,3,3,0.000397070133003293
"406",-1.66666666666667,0.333333333333333,-0.333333333333333,-3,2.66666666666667,-2,-1,-2,-2,2,"Conscious","[40,Inf[","Female","[0,25K[","low","Other","White",27.0193141300016,5,-3,1,2,1,3,2,0.0020885973584926
"407",1.66666666666667,-1,2,2.33333333333333,1.66666666666667,2,-3,3,2,1,"Control","[25,30[","Male","[25K,50K[","high","Other","White",26.9621057868851,4,-3,1.5,3,1,1,1,0.000198865381801526
