"","Policy_1","Policy_2","Policy_3","Policy_4","Policy_5","Effective_1","Effective_2","Effective_3","Effective_4","Effective_5","Condition","AgeGrp","Gender","IncomeGrp","Education","Ethnic","Race","BMI","Political","Government_Trust","Situation","Disposition","Help","OWght_Envir","OWght_Willpower","weights"
"1",2,2.66666666666667,2.33333333333333,3,2.33333333333333,0,2,1,2,3,"Control","[40,Inf[","Female","[0,25K[","mid","Other","White",246.925822485207,4,-1,1,2,2,1,2,0.0020885973584926
"2",-1,-1,1,1,2,-1,-1,1,1,2,"Conscious","[40,Inf[","Male","[0,25K[","mid","Other","White",206.955286649474,2,-1,1,1,1,1,1,0.00254935003686576
"3",0.333333333333333,3,3,3,2.66666666666667,1,2,1,3,2,"Non-Conscious","[25,30[","Female","[25K,50K[","mid","Other","White",206.5,2,-3,0,1,1,3,1,0.00030140317859617
"4",1.33333333333333,2,2,-2,1.33333333333333,-1,0,0,1,-1,"Control","[25,30[","Male","[0,25K[","mid","Other","White",79.7768096760683,3,-2,2,1,3,2,2,0.000270127263179463
"5",1.33333333333333,3,2.33333333333333,-3,2.66666666666667,1,1,1,1,-1,"Conscious","[25,30[","Male","[25K,50K[","mid","Other","White",72.6310956754145,5,-3,1.5,-3,3,3,-2,0.000198865381801526
"6",3,3,-2.66666666666667,2,3,3,3,-2,3,2,"Non-Conscious","[30,40[","Female","[25K,50K[","mid","Other","White",64.5609739337018,1,2,1,-1,1,1,-2,0.000397070133003293
"7",-1,2,2.66666666666667,1,0.333333333333333,-3,-3,-3,-2,-2,"Non-Conscious","[25,30[","Female","[25K,50K[","high","Other","Other",57.5922941385895,2,-1,2,1,1,-1,-3,0.00030140317859617
"8",2.66666666666667,2.33333333333333,2,0.666666666666667,3,2,1,1,1,2,"Conscious","[25,30[","Female","[0,25K[","high","Other","White",56.3226748401371,5,-1,0,2,1,2,1,0.000409408691498814
"9",-0.666666666666667,2,2,-2,0.333333333333333,1,1,2,1,-1,"Non-Conscious","[25,30[","Female","[25K,50K[","high","Other","White",54.6831449218454,2,1,-1,2,2,1,3,0.00030140317859617
"10",0,1.66666666666667,3,-3,2,0,2,3,-3,2,"Control","[25,30[","Female","[0,25K[","low","Other","White",53.250196914595,4,-3,1,3,1,3,3,0.000409408691498814
"11",2.33333333333333,0.666666666666667,3,0.666666666666667,3,3,0,1,3,0,"Non-Conscious","[30,40[","Female","[25K,50K[","low","Other","White",51.5031877521382,2,1,-0.5,2,2,0,1,0.000397070133003293
"12",3,-1,3,1,3,1,-3,1,2,2,"Non-Conscious","[30,40[","Female","[0,25K[","high","Latino","White",51.3706252910112,2,1,0,0,1,2,1,0.000539357163860392
"13",3,0,0,-3,3,3,0,-3,3,3,"Non-Conscious","[25,30[","Female","[0,25K[","mid","Other","White",51.3706252910112,1,-3,1,1,-3,3,3,0.000409408691498814
"14",2.33333333333333,2.33333333333333,3,3,3,-1,-3,-3,3,1,"Control","[18,25[","Female","[0,25K[","mid","Other","White",51.2148730245333,3,-2,1,3,1,3,2,0.000828806318581525
"15",0,0,0,-3,0,1,1,1,1,1,"Conscious","[30,40[","Male","[50K,Inf[","mid","Other","White",50.7940640576346,6,1,2,2,2,2,2,0.000622674973665024
"16",1,2,3,1,3,2,2,2,2,2,"Non-Conscious","[40,Inf[","Male","[25K,50K[","high","Other","White",50.2192147241437,2,-1,-1,3,3,1,3,0.00187680970243357
"17",1.33333333333333,1.66666666666667,1.66666666666667,-1.33333333333333,1,-1,-1,-1,1,-1,"Conscious","[25,30[","Female","[0,25K[","mid","Other","White",49.9220596074328,6,-2,1,2,3,2,1,0.000409408691498814
"18",-0.333333333333333,1,0.666666666666667,0,2.66666666666667,-1,-1,1,2,0,"Conscious","[18,25[","Male","[0,25K[","low","Other","White",49.7709668857319,3,0,1,1,0,2,1,0.000473252420511348
"19",1,1,1,-3,1.33333333333333,0,-3,-2,-3,0,"Control","[25,30[","Female","[25K,50K[","mid","Other","White",48.3884499633095,4,0,0,3,2,1,-2,0.00030140317859617
"20",1.33333333333333,1.66666666666667,2.33333333333333,-0.666666666666667,1.66666666666667,1,2,2,1,-1,"Conscious","[40,Inf[","Female","[25K,50K[","mid","Other","Other",48.2579909538517,5,1,1,2,3,3,1,0.00153760751964656
"21",1.33333333333333,1.66666666666667,1.33333333333333,0.333333333333333,3,2,1,1,-2,3,"Non-Conscious","[25,30[","Female","[50K,Inf[","mid","Latino","White",48.0613578414657,1,-2,1,1,-2,1,-2,0.000518487673694042
"22",0,3,3,-3,2,-3,3,2,-3,2,"Non-Conscious","[30,40[","Female","[0,25K[","high","Other","White",47.8278235468036,4,-3,1.5,1.5,1,2,0,0.000539357163860392
"23",0,2.33333333333333,1,-3,2,-2,1,-3,-3,1,"Non-Conscious","[25,30[","Male","[0,25K[","low","Other","White",46.9421231107516,1,-2,-0.5,1,-2,2,-1,0.000270127263179463
"24",-1,-1.66666666666667,-1,-0.333333333333333,2.66666666666667,-3,-3,-3,-2,1,"Control","[30,40[","Female","[25K,50K[","high","Other","White",46.8712670758675,2,-2,-2,2,3,1,-2,0.000397070133003293
"25",1,0.666666666666667,1,0,1,1,-1,1,0,0,"Non-Conscious","[18,25[","Male","[0,25K[","low","Other","White",46.111778951953,3,-1,0,1,1,1,1,0.000473252420511348
"26",3,3,3,-3,3,3,1,-1,-1,1,"Non-Conscious","[25,30[","Male","[25K,50K[","mid","Other","White",45.9147106049314,1,1,1,2,-1,2,1,0.000198865381801526
"27",0.333333333333333,1.66666666666667,0.333333333333333,2,2,0,1,0,2,1,"Conscious","[18,25[","Male","[0,25K[","low","Other","White",45.9147106049314,2,-3,1,2,2,2,3,0.000473252420511348
"28",2,2,0.666666666666667,2,1.66666666666667,2,2,2,2,2,"Conscious","[18,25[","Female","[0,25K[","mid","Latino","White",45.4866422428157,6,2,1,1.5,2,1,2,0.000828806318581525
"29",-1,0,0,-2.33333333333333,0,1,0,0,0,0,"Non-Conscious","[40,Inf[","Female","[25K,50K[","mid","Other","White",45.1707222386478,3,-1,0,1,-1,2,1,0.00153760751964656
"30",2,1,3,1.33333333333333,3,-3,-3,-3,-1,0,"Control","[25,30[","Female","[50K,Inf[","low","Other","White",44.6284037099324,2,0,-2,2,-3,2,1,0.000518487673694042
"31",2.66666666666667,3,1.66666666666667,2.33333333333333,2.33333333333333,2,1,0,1,0,"Conscious","[18,25[","Male","[25K,50K[","high","Other","Other",44.301764721992,3,-2,1,0,3,1,2,0.000348404386087307
"32",0.333333333333333,0.666666666666667,0.333333333333333,-1,0.666666666666667,1,0,-1,1,1,"Control","[40,Inf[","Male","[50K,Inf[","mid","Other","White",43.8200904102639,4,1,0,1,-1,-1,1,0.00322857476524819
"33",-2.33333333333333,-2.33333333333333,1,1,2,-1,-3,2,2,2,"Control","[40,Inf[","Female","[0,25K[","high","Other","Other",43.4576381111913,6,-3,1,1.5,-2,-1,1,0.0020885973584926
"34",0,-0.666666666666667,1.33333333333333,-2.66666666666667,3,-1,-3,-1,2,0,"Control","[25,30[","Female","[0,25K[","low","Other","White",43.2272322775877,6,-2,-2,2,3,3,3,0.000409408691498814
"35",2,3,3,-0.666666666666667,3,2,1,3,2,3,"Control","[18,25[","Male","[0,25K[","low","Other","White",43.0450411921232,1,0,0.5,1,2,1,0,0.000473252420511348
"36",0.333333333333333,1,3,-0.333333333333333,0.333333333333333,1,0,2,0,-3,"Non-Conscious","[18,25[","Male","[50K,Inf[","mid","Other","Other",42.6028656766455,4,0,1,3,-3,-2,3,0.000599341322439205
"37",-0.666666666666667,0.333333333333333,2.33333333333333,0,3,1,-3,1,-1,0,"Conscious","[30,40[","Female","[0,25K[","low","Other","White",42.4711073095616,1,1,1,2,3,2,1,0.000539357163860392
"38",2.66666666666667,0.333333333333333,0.333333333333333,-1.66666666666667,3,0,-1,-1,-3,1,"Non-Conscious","[30,40[","Female","[0,25K[","low","Other","White",42.3794373144302,3,-1,-2,3,1,1,2,0.000539357163860392
"39",2,-0.333333333333333,0.333333333333333,-3,1,3,-3,-3,1,2,"Control","[30,40[","Female","[50K,Inf[","high","Other","White",42.0670841341683,5,-2,1,1,1,1,2,0.000683058388810492
"40",3,2.33333333333333,3,3,3,1,1,1,1,1,"Conscious","[25,30[","Female","[25K,50K[","mid","Other","Other",42.0670841341683,3,-1,1,2,3,3,3,0.00030140317859617
"41",1,0,1,1,1,1,0,1,1,1,"Non-Conscious","[25,30[","Female","[0,25K[","low","Other","White",42.0104433429206,1,0,1,1,3,3,1,0.000409408691498814
"42",2.33333333333333,2.66666666666667,0.333333333333333,-2.33333333333333,2,2,2,-2,-3,2,"Non-Conscious","[18,25[","Male","[50K,Inf[","mid","Other","Other",41.8410438090465,3,0,-0.5,2.5,2,2,1,0.000599341322439205
"43",1.33333333333333,0.333333333333333,2,-3,3,-1,-3,-1,1,0,"Non-Conscious","[18,25[","Male","[0,25K[","mid","Other","White",41.6290858897507,4,-1,1.5,1.5,3,3,3,0.000473252420511348
"44",0,1,0.666666666666667,-1,0.333333333333333,1,2,2,0,1,"Control","[18,25[","Female","[50K,Inf[","mid","Other","Other",41.6017163395273,4,0,0,1,2,1,2,0.00104962564055752
"45",-3,-3,-3,-3,-0.333333333333333,-3,-3,-3,-3,0,"Conscious","[30,40[","Female","[0,25K[","low","Other","Other",41.6017163395273,4,-1,0,0,1,1,0,0.000539357163860392
"46",2,2.66666666666667,2,0,2,3,0,0,1,1,"Control","[25,30[","Female","[0,25K[","high","Other","White",41.3483137405258,3,-2,1,3,2,1,1,0.000409408691498814
"47",1.33333333333333,-1.66666666666667,-2.33333333333333,-2,2,1,-2,-3,-1,1,"Control","[30,40[","Female","[25K,50K[","mid","Other","White",40.9875604603069,3,-2,2,1,2,2,-2,0.000397070133003293
"48",-0.666666666666667,0,-3,-3,3,-3,-3,-3,-3,1,"Conscious","[40,Inf[","Female","[0,25K[","mid","Other","White",40.7696820127368,7,0,-3,3,1,1,3,0.0020885973584926
"49",-3,-3,-3,1,1.66666666666667,1,-3,1,-2,1,"Non-Conscious","[40,Inf[","Female","[50K,Inf[","high","Other","White",40.7422200583882,5,-2,-1,2,-1,-2,1,0.00264506349809989
"50",1,-1,0.333333333333333,-0.666666666666667,1,1,-1,0,1,2,"Control","[30,40[","Male","[25K,50K[","low","Other","White",40.7213057687421,4,1,0.5,1,0,1,0,0.000361968520790085
"51",2.66666666666667,3,2.66666666666667,-2.66666666666667,2.33333333333333,2,1,0,-3,2,"Conscious","[25,30[","Male","[50K,Inf[","high","Other","White",40.686863781135,3,-1,1,1,3,2,3,0.000342097418045811
"52",-3,-3,1.66666666666667,-3,1.33333333333333,-3,-3,0,-3,1,"Conscious","[40,Inf[","Male","[50K,Inf[","mid","Other","White",40.686863781135,4,-3,-2,1,1,1,1,0.00322857476524819
"53",-2,1.66666666666667,1.66666666666667,-2.33333333333333,1.66666666666667,-2,0,1,-2,2,"Non-Conscious","[25,30[","Male","[25K,50K[","high","Other","White",40.6099509951593,3,-2,1,2,0,1,2,0.000198865381801526
"54",1,0.333333333333333,3,3,3,-2,-3,-1,2,0,"Conscious","[40,Inf[","Male","[0,25K[","high","Other","White",40.6099509951593,2,0,0,1,1,2,1,0.00254935003686576
"55",1,1,-1,1,2,0,1,-1,-1,0,"Control","[25,30[","Female","[50K,Inf[","high","Other","White",40.292665792944,1,-2,0,1,3,3,1,0.000518487673694042
"56",-1,0.333333333333333,1,0,1,-3,-2,0,-1,-1,"Control","[30,40[","Female","[25K,50K[","mid","Other","White",40.2380804761609,1,-1,1,1,1,1,-3,0.000397070133003293
"57",0.333333333333333,-2,-3,-3,0,0,-2,-3,-3,0,"Conscious","[40,Inf[","Male","[25K,50K[","mid","Other","White",39.9968145714069,4,-3,0,-1.5,0,3,-3,0.00187680970243357
"58",-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,"Non-Conscious","[30,40[","Male","[0,25K[","mid","Latino","Other",39.9376476859463,6,-3,1,3,-3,-2,3,0.000491677158650617
"59",0.666666666666667,0.666666666666667,1.33333333333333,-0.666666666666667,1,0,-1,-1,-1,1,"Conscious","[25,30[","Female","[50K,Inf[","high","Other","White",39.1551017007135,3,0,1,1,2,2,2,0.000518487673694042
"60",2.33333333333333,1,1.33333333333333,-2.33333333333333,3,1,-1,-2,-2,3,"Conscious","[18,25[","Male","[0,25K[","low","Other","White",39.0516408884434,4,-2,1,1,3,3,3,0.000473252420511348
"61",1,0.333333333333333,1,-2,1.66666666666667,0,-1,-1,-2,1,"Non-Conscious","[30,40[","Female","[25K,50K[","mid","Other","White",38.9708191862844,3,-1,1,2,0,1,1,0.000397070133003293
"62",0.333333333333333,0.333333333333333,0.333333333333333,-2.33333333333333,0.666666666666667,-1,-1,-1,-2,0,"Non-Conscious","[40,Inf[","Male","[50K,Inf[","high","Other","White",38.7405370729109,5,-2,-0.5,1,-1,-1,-1,0.00322857476524819
"63",2,3,3,2,3,2,2,2,2,2,"Non-Conscious","[25,30[","Female","[25K,50K[","high","Other","White",38.7339817947575,2,-1,1,1,2,3,1,0.00030140317859617
"64",0.666666666666667,-3,1.66666666666667,-3,2.66666666666667,-1,-3,0,1,1,"Conscious","[25,30[","Female","[25K,50K[","high","Other","White",38.6687953375907,1,0,1,3,2,2,1,0.00030140317859617
"65",-0.666666666666667,2.33333333333333,1,1.33333333333333,2.66666666666667,-2,-2,-2,2,2,"Control","[25,30[","Male","[0,25K[","mid","Other","White",38.6525205920782,6,1,-1,1,2,2,2,0.000270127263179463
"66",-3,-3,-3,-2,3,-3,-3,-2,-1,3,"Control","[30,40[","Male","[0,25K[","mid","Other","White",38.5172939812644,4,-3,-1,1,1,-2,1,0.000491677158650617
"67",1.33333333333333,-1.33333333333333,-1.33333333333333,-2.66666666666667,3,1,-3,-3,-1,1,"Conscious","[25,30[","Female","[25K,50K[","mid","Latino","Other",38.4137794905525,2,1,0,2,2,-2,-2,0.00030140317859617
"68",-2,-0.333333333333333,0,-3,2.66666666666667,-1,-3,-3,-3,1,"Conscious","[30,40[","Male","[0,25K[","mid","Other","White",38.3948627590597,2,-3,2,1,-1,1,-1,0.000491677158650617
"69",-1,0.333333333333333,0.333333333333333,-1,1.33333333333333,-2,-2,-3,-1,-2,"Control","[30,40[","Male","[25K,50K[","mid","Other","White",38.0231197197088,5,-2,0.5,1,-2,2,1,0.000361968520790085
"70",-2,1.33333333333333,1.33333333333333,-2.66666666666667,3,-1,-1,-1,-1,2,"Conscious","[30,40[","Female","[0,25K[","mid","Other","Other",37.9295721860498,2,-1,2,2,-1,1,1,0.000539357163860392
"71",1.33333333333333,3,2,-2.33333333333333,1.33333333333333,0,1,1,-1,0,"Conscious","[30,40[","Female","[0,25K[","mid","Other","White",37.8753390815766,1,-2,1,0,1,1,2,0.000539357163860392
"72",0,0.333333333333333,0.333333333333333,-2,1.66666666666667,-3,-3,-3,-3,-2,"Control","[30,40[","Female","[25K,50K[","high","Other","White",37.588897632685,2,-1,0,2,1,2,2,0.000397070133003293
"73",-0.666666666666667,-0.666666666666667,2,-3,2,-3,-3,0,-3,1,"Non-Conscious","[25,30[","Female","[25K,50K[","high","Other","White",37.49457498915,3,-2,-1,2,2,2,2,0.00030140317859617
"74",-2.33333333333333,-1.33333333333333,-1,1.33333333333333,1.66666666666667,-3,-3,-3,-1,0,"Non-Conscious","[40,Inf[","Male","[0,25K[","mid","Other","White",37.490166141764,3,-2,1,0,2,2,2,0.00254935003686576
"75",3,1,2.66666666666667,-3,3,2,-1,0,-3,1,"Conscious","[40,Inf[","Male","[25K,50K[","low","Other","White",37.3057023665068,4,-1,1,1,1,1,-2,0.00187680970243357
"76",-3,0,-3,-3,3,-3,0,-3,-3,1,"Conscious","[30,40[","Male","[50K,Inf[","low","Other","White",37.2962917993737,7,-3,1,1,3,1,3,0.000622674973665024
"77",-0.666666666666667,1.66666666666667,2.33333333333333,0.666666666666667,3,-1,2,3,0,3,"Non-Conscious","[30,40[","Male","[50K,Inf[","high","Other","White",37.1049932019513,1,-2,0,2,2,-1,1,0.000622674973665024
"78",2,2,2,1.33333333333333,2,-1,-1,-1,-2,-2,"Control","[40,Inf[","Female","[0,25K[","high","Other","Other",37.0996620885975,2,1,1,3,1,3,3,0.0020885973584926
"79",-1.33333333333333,1.66666666666667,0.333333333333333,3,1.66666666666667,0,-2,-2,1,1,"Control","[30,40[","Male","[25K,50K[","high","Other","White",36.9411374964615,2,0,-1,1,1,1,2,0.000361968520790085
"80",3,1,3,-3,3,3,-1,1,-3,3,"Non-Conscious","[30,40[","Female","[50K,Inf[","high","Latino","White",36.6095103787841,5,-1,3,3,3,3,3,0.000683058388810492
"81",0.666666666666667,2,-3,3,3,-3,1,-3,1,2,"Conscious","[30,40[","Female","[0,25K[","mid","Other","Other",36.6095103787841,4,1,1,2.5,2,3,2,0.000539357163860392
"82",-0.666666666666667,2.66666666666667,2.33333333333333,1,3,2,1,0,3,1,"Non-Conscious","[25,30[","Male","[25K,50K[","low","Other","White",36.5882850133047,1,-2,2,1,2,2,2,0.000198865381801526
"83",0.333333333333333,1.66666666666667,1.33333333333333,2,2.66666666666667,-1,1,1,2,2,"Control","[30,40[","Female","[0,25K[","mid","Latino","White",36.5800731601463,2,-1,2,2,-2,2,0,0.000539357163860392
"84",3,1,3,3,3,3,-2,3,2,1,"Non-Conscious","[30,40[","Female","[0,25K[","mid","Other","White",36.5800731601463,1,-2,-1,3,2,2,1,0.000539357163860392
"85",2,3,3,1,2,1,2,1,0,1,"Control","[30,40[","Male","[50K,Inf[","mid","Other","White",36.4914709068172,5,0,-1,2,3,1,3,0.000622674973665024
"86",-3,-3,-3,-3,-3,-2,-2,-1,-2,-2,"Control","[40,Inf[","Female","[0,25K[","high","Other","White",36.4666267628692,1,-3,2.5,2,3,-1,2,0.0020885973584926
"87",-3,-3,-3,-3,-3,-2,-3,1,-3,-3,"Non-Conscious","[30,40[","Male","[50K,Inf[","high","Other","White",36.3155478377072,5,-1,1,2.5,1,1,1,0.000622674973665024
"88",1,-1,-1,1,2,1,-2,-2,1,1,"Conscious","[40,Inf[","Female","[0,25K[","high","Other","Other",36.3155478377072,4,1,0,1,1,1,1,0.0020885973584926
"89",2.66666666666667,1.33333333333333,2,3,1.66666666666667,0,-2,-2,1,-1,"Conscious","[25,30[","Male","[50K,Inf[","mid","Latino","White",36.0460183810993,4,-3,0,3,3,3,3,0.000342097418045811
"90",-0.666666666666667,1.33333333333333,1,-2.66666666666667,3,1,-2,-2,1,1,"Conscious","[25,30[","Female","[50K,Inf[","high","Other","White",36.0226935646565,2,-1,1,3,1,1,2,0.000518487673694042
"91",3,3,3,-0.333333333333333,3,1,1,1,1,0,"Conscious","[25,30[","Female","[25K,50K[","low","Other","White",36.0226935646565,5,-3,-1.5,2,2,3,3,0.00030140317859617
"92",1.66666666666667,2.33333333333333,1,2,3,2,0,0,2,1,"Control","[30,40[","Male","[50K,Inf[","high","Other","White",35.9494743825134,2,-1,0,1,1,2,2,0.000622674973665024
"93",-1,-0.333333333333333,0,2,1,-2,-1,-1,2,1,"Control","[18,25[","Male","[0,25K[","high","Other","White",35.8708676601027,2,-1,-1,3,-1,1,2,0.000473252420511348
"94",-1,1.33333333333333,2.33333333333333,-2,3,1,0,1,1,1,"Non-Conscious","[25,30[","Male","[50K,Inf[","low","Other","Other",35.8237001812597,3,-1,0.5,3,3,1,2,0.000342097418045811
"95",-3,0.666666666666667,-0.666666666666667,-3,2.33333333333333,-2,1,-2,2,1,"Conscious","[25,30[","Male","[50K,Inf[","high","Other","White",35.7312319295919,6,0,-1.5,2.5,-2,2,2,0.000342097418045811
"96",-3,-3,-3,-3,0.666666666666667,-3,-3,-3,-3,-1,"Conscious","[40,Inf[","Female","[0,25K[","mid","Other","White",35.7108417522398,1,-3,1,1,3,-1,-3,0.0020885973584926
"97",1.33333333333333,1,1.33333333333333,1,3,1,0,1,3,2,"Conscious","[40,Inf[","Female","[0,25K[","low","Other","White",35.508535663536,2,1,1,3,3,2,1,0.0020885973584926
"98",-1.33333333333333,0.333333333333333,0.666666666666667,-0.666666666666667,3,0,-3,1,2,1,"Control","[30,40[","Male","[50K,Inf[","high","Other","White",35.4414117775936,3,-1,0,2,1,1,1,0.000622674973665024
"99",0,-0.333333333333333,0,-0.666666666666667,2.33333333333333,-2,-3,-2,0,1,"Control","[40,Inf[","Male","[0,25K[","mid","Other","White",35.261948610317,6,0,0,2,-3,0,1,0.00254935003686576
"100",-0.666666666666667,0,0,-3,2,-2,-1,-2,-3,1,"Non-Conscious","[40,Inf[","Female","[25K,50K[","high","Other","White",35.1877798482159,1,1,-1,-0.5,1,1,-1,0.00153760751964656
"101",2.33333333333333,2,2.33333333333333,1.66666666666667,2.33333333333333,1,0,0,1,1,"Control","[40,Inf[","Male","[50K,Inf[","high","Other","White",35.1534503069006,7,-2,-1,1,2,1,-1,0.00322857476524819
"102",3,3,3,3,3,3,1,3,3,3,"Non-Conscious","[40,Inf[","Male","[0,25K[","high","Other","White",35.1534503069006,1,-3,1.5,1,-1,3,3,0.00254935003686576
"103",-3,-3,3,-3,3,-3,-3,3,-3,3,"Control","[30,40[","Female","[50K,Inf[","mid","Other","White",34.9709929523665,5,0,3,3,3,3,3,0.000683058388810492
"104",-2,-2,-3,-0.666666666666667,-2,-2,-3,-3,-2,2,"Non-Conscious","[25,30[","Female","[50K,Inf[","high","Other","White",34.9709929523665,6,-3,1,3,-3,1,1,0.000518487673694042
"105",1.66666666666667,-0.666666666666667,-1,-2,2,1,-2,-2,-1,2,"Control","[40,Inf[","Female","[25K,50K[","low","Latino","White",34.8675365075388,3,-1,-1,1,2,2,0,0.00153760751964656
"106",-3,2.33333333333333,2,-2.66666666666667,-3,-2,-2,-2,1,-3,"Non-Conscious","[18,25[","Female","[25K,50K[","mid","Latino","White",34.8675365075388,4,0,-1,2,2,3,2,0.000610160126172568
"107",-3,3,1,1,1,-3,2,0,0,0,"Conscious","[25,30[","Male","[0,25K[","high","Other","White",34.8675365075388,3,-3,-1,-1,2,3,0,0.000270127263179463
"108",-1.33333333333333,1,-3,-3,3,-3,0,-3,-3,3,"Control","[30,40[","Male","[0,25K[","low","Other","Other",34.8444844350626,2,-2,1,3,1,3,-1,0.000491677158650617
"109",1.66666666666667,1.33333333333333,0.666666666666667,3,3,1,1,-1,3,1,"Control","[25,30[","Female","[50K,Inf[","mid","Other","Other",34.751069502139,1,0,0,1.5,3,2,0,0.000518487673694042
"110",-1.66666666666667,3,3,-3,3,-1,-1,0,1,1,"Conscious","[40,Inf[","Male","[50K,Inf[","high","Other","White",34.6655645831379,4,-2,-2,3,1,2,3,0.00322857476524819
"111",3,0.666666666666667,1.66666666666667,-2.33333333333333,3,2,-2,-3,-3,3,"Control","[25,30[","Female","[25K,50K[","high","Other","White",34.4564894966279,2,-2,1,-1,2,1,-3,0.00030140317859617
"112",1.33333333333333,-2,-0.333333333333333,1.33333333333333,1.66666666666667,-2,-2,-2,1,-2,"Control","[40,Inf[","Female","[50K,Inf[","high","Other","White",34.4564894966279,2,-2,1,1,2,2,-1,0.00264506349809989
"113",0,0,0.666666666666667,-2.33333333333333,1.66666666666667,-3,-3,-3,1,-1,"Control","[25,30[","Female","[50K,Inf[","high","Other","Other",34.4564894966279,3,-3,1,1,1,1,-2,0.000518487673694042
"114",1,0,2.66666666666667,3,2.66666666666667,2,-3,1,3,2,"Control","[18,25[","Male","[25K,50K[","low","Other","White",34.4360329536986,2,-2,1,2,-2,-1,2,0.000348404386087307
"115",2.33333333333333,1.33333333333333,1,-2.33333333333333,0.666666666666667,3,1,-2,-3,1,"Non-Conscious","[30,40[","Male","[50K,Inf[","high","Other","White",34.4360329536986,5,1,0,1,1,2,-1,0.000622674973665024
"116",1,1,1,1,1.33333333333333,0,0,0,1,1,"Control","[30,40[","Male","[50K,Inf[","high","Other","White",34.4087826232628,2,1,1,1,1,2,1,0.000622674973665024
"117",2,1.66666666666667,1.33333333333333,1.66666666666667,3,3,2,2,2,3,"Conscious","[40,Inf[","Male","[25K,50K[","high","Other","White",34.3722625223028,4,-2,-1,2.5,3,2,3,0.00187680970243357
"118",-1,-2,1,-3,1.33333333333333,-2,-3,0,-3,2,"Conscious","[40,Inf[","Male","[50K,Inf[","low","Other","White",34.3722625223028,5,-1,0.5,0,1,-1,1,0.00322857476524819
"119",1.33333333333333,-3,-2.33333333333333,-0.333333333333333,1.66666666666667,1,-3,-3,-1,1,"Conscious","[25,30[","Female","[25K,50K[","mid","Other","Other",34.3295413153326,5,-1,1,2,2,1,3,0.00030140317859617
"120",-1,1,-1,-1,1,-1,1,-1,-1,1,"Conscious","[30,40[","Female","[50K,Inf[","mid","Other","White",34.3295413153326,1,-1,0,2,-2,1,2,0.000683058388810492
"121",-1.66666666666667,3,3,-2.33333333333333,3,-1,1,2,1,2,"Conscious","[25,30[","Female","[25K,50K[","high","Other","Other",34.2173161848619,2,-2,1,1.5,1,2,-1,0.00030140317859617
"122",-1,1,3,1.66666666666667,3,-2,0,3,2,3,"Conscious","[40,Inf[","Female","[25K,50K[","low","Other","Other",34.188036831604,1,2,2,2,3,2,3,0.00153760751964656
"123",1,0.666666666666667,1.33333333333333,-1,2.33333333333333,2,-1,-1,1,-1,"Non-Conscious","[30,40[","Female","[25K,50K[","mid","Other","White",34.1769655761534,2,-1,1.5,1.5,1,3,1,0.000397070133003293
"124",-3,-3,-2,-2,1.66666666666667,-3,-3,-3,-3,0,"Conscious","[40,Inf[","Female","[50K,Inf[","mid","Other","White",34.0862078612451,6,-3,0.5,0,1,2,0,0.00264506349809989
"125",0,-0.666666666666667,1,1,0.666666666666667,-2,-3,-2,0,-2,"Control","[25,30[","Male","[50K,Inf[","mid","Other","White",34.038619550311,4,-1,1,1,1,2,2,0.000342097418045811
"126",1,1,2,0.666666666666667,3,0,0,1,1,1,"Control","[18,25[","Male","[50K,Inf[","high","Other","White",33.9646862868605,2,1,-1,2,1,2,1,0.000599341322439205
"127",3,3,3,3,3,3,3,3,3,3,"Conscious","[25,30[","Male","[25K,50K[","mid","Other","White",33.9646862868605,1,-3,3,3,2,3,3,0.000198865381801526
"128",1,0.666666666666667,0.666666666666667,1,2,-1,-2,-2,1,1,"Control","[25,30[","Female","[0,25K[","mid","Other","White",33.9479136022744,2,-2,1,0,1,1,0,0.000409408691498814
"129",1,0.333333333333333,0.333333333333333,1,2,1,-2,-2,1,2,"Control","[25,30[","Male","[50K,Inf[","high","Other","White",33.9057198176125,4,0,0,0,1,3,2,0.000342097418045811
"130",-2,0.333333333333333,-0.666666666666667,-3,2,-2,-2,-2,-2,1,"Conscious","[30,40[","Male","[25K,50K[","low","Other","White",33.9057198176125,3,-1,-1,2.5,-3,1,0,0.000361968520790085
"131",0,0.333333333333333,0,-1.66666666666667,0.666666666666667,-1,-2,-3,0,-1,"Conscious","[18,25[","Female","[25K,50K[","mid","Other","White",33.8365676731353,2,-1,0.5,3,0,3,2,0.000610160126172568
"132",0.666666666666667,-0.666666666666667,3,0.333333333333333,1.66666666666667,1,-3,3,1,1,"Control","[30,40[","Male","[0,25K[","mid","Other","White",33.7473122946246,7,2,0.5,1,3,1,0,0.000491677158650617
"133",1,-2,0.666666666666667,-1,3,0,-3,1,2,2,"Conscious","[25,30[","Female","[25K,50K[","high","Other","White",33.591074737705,4,-1,1,2,2,2,2,0.00030140317859617
"134",3,1.66666666666667,3,3,3,2,-2,-1,2,1,"Conscious","[25,30[","Female","[25K,50K[","low","Other","White",33.5167670558108,2,0,1.5,2,-1,3,1,0.00030140317859617
"135",2,2.33333333333333,2,-2,2.33333333333333,1,1,-1,0,1,"Non-Conscious","[30,40[","Male","[25K,50K[","low","Other","White",33.5056323237646,5,2,-1.5,2,1,-1,2,0.000361968520790085
