Res_ID	sur_point	date	FDA	sex	age	m_activity	write_read	schooling	adult	child	crop_income	live_income	off_income	other_income	land_farm	land_graze	L_quality	CL_access	env_mgt	type_mgt1	labour_fam1	labour_hire1	wage1	other_exp1	type_mgt2	labour_fam2	labour_hire2	wage2	other_exp2	mgt_type3	labour_fam3	labour_hire3	wage3	other_exp3	mgt_type4	labour_fam4	labour_hire4	wage4	other_exp4	mgt_type5	labour_fam5	labour_hire5	wage5	other_exp5	mgt_type6	labour_fam6	labour_hire6	wage6	other_exp6	No_reason1	No_reason2	No_reason3	livestock	ox	ox_value	cow	cow_value	horse	horse_value	calve	calve_value	donkey	donk_value	sheep	sheep_value	goat	goat_value	camel	camel_value	chicken	chick_value	pig	pig_value	rabbit	rabbit_value	far_union	prod_org	MKEPP	agro_forest	other_env	fina_access	mkt_access	env_info	debit	land_area	year	harvest_right	reward	local_admin	free_labour	Rating	LandArea20precent	LandArea40percent	CommitPeriod15yrs	CommitPeriod30yrs	HarvestNotPermitted	HarvestPartial	RewardExtensionFee	RewardElectricity	RewardCash	LocalAdminFDAC	LocalAdminCFA	FreeLabour2dys	FreeLabour3dys
"MU10"	6	12	"Mutathari"	1	62	10	1	25	7	0	20000	50000	60000	200000	3.0	0.25	1.0	2	1	1	15	"."		3000	4	2			4000	6	24			20000	0	0			0	0	0			0	0	0			0	2	4		1	0	0	2	120000	0	0	1	15000	0	0	2	6000	2	8000	0	0	4	1200	3	15000	0	0	2	1	2	2	2	1	2	2	1	"20%"	30	"permitted"	"extension"	"WRUA"	3	1	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"MU10"	6	12	"Mutathari"	1	62	10	1	25	7	0	20000	50000	60000	200000	3.0	0.25	1.0	2	1	1	15	"."		3000	4	2			4000	6	24			20000	0	0			0	0	0			0	0	0			0	2	4		1	0	0	2	120000	0	0	1	15000	0	0	2	6000	2	8000	0	0	4	1200	3	15000	0	0	2	1	2	2	2	1	2	2	1	"10%"	5	"partial"	"extension"	"FDAC"	2	5	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
"MU10"	6	12	"Mutathari"	1	62	10	1	25	7	0	20000	50000	60000	200000	3.0	0.25	1.0	2	1	1	15	"."		3000	4	2			4000	6	24			20000	0	0			0	0	0			0	0	0			0	2	4		1	0	0	2	120000	0	0	1	15000	0	0	2	6000	2	8000	0	0	4	1200	3	15000	0	0	2	1	2	2	2	1	2	2	1	"20%"	15	"permitted"	"electricicty"	"FADC"	1	4	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MU10"	6	12	"Mutathari"	1	62	10	1	25	7	0	20000	50000	60000	200000	3.0	0.25	1.0	2	1	1	15	"."		3000	4	2			4000	6	24			20000	0	0			0	0	0			0	0	0			0	2	4		1	0	0	2	120000	0	0	1	15000	0	0	2	6000	2	8000	0	0	4	1200	3	15000	0	0	2	1	2	2	2	1	2	2	1	"40%"	5	"permitted"	"cash"	"FADC"	2	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
"MU10"	6	12	"Mutathari"	1	62	10	1	25	7	0	20000	50000	60000	200000	3.0	0.25	1.0	2	1	1	15	"."		3000	4	2			4000	6	24			20000	0	0			0	0	0			0	0	0			0	2	4		1	0	0	2	120000	0	0	1	15000	0	0	2	6000	2	8000	0	0	4	1200	3	15000	0	0	2	1	2	2	2	1	2	2	1	"40%"	15	"not permitted"	"electricity"	"WRUA"	3	1	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"MU10"	6	12	"Mutathari"	1	62	10	1	25	7	0	20000	50000	60000	200000	3.0	0.25	1.0	2	1	1	15	"."		3000	4	2			4000	6	24			20000	0	0			0	0	0			0	0	0			0	2	4		1	0	0	2	120000	0	0	1	15000	0	0	2	6000	2	8000	0	0	4	1200	3	15000	0	0	2	1	2	2	2	1	2	2	1	"10%"	15	"partial"	"cash"	"WRUA"	1	4	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"MU10"	6	12	"Mutathari"	1	62	10	1	25	7	0	20000	50000	60000	200000	3.0	0.25	1.0	2	1	1	15	"."		3000	4	2			4000	6	24			20000	0	0			0	0	0			0	0	0			0	2	4		1	0	0	2	120000	0	0	1	15000	0	0	2	6000	2	8000	0	0	4	1200	3	15000	0	0	2	1	2	2	2	1	2	2	1	"40%"	5	"not permitted"	"water"	"CFA"	3	1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
"MU10"	6	12	"Mutathari"	1	62	10	1	25	7	0	20000	50000	60000	200000	3.0	0.25	1.0	2	1	1	15	"."		3000	4	2			4000	6	24			20000	0	0			0	0	0			0	0	0			0	2	4		1	0	0	2	120000	0	0	1	15000	0	0	2	6000	2	8000	0	0	4	1200	3	15000	0	0	2	1	2	2	2	1	2	2	1	"10%"	30	"partial"	"water"	"CFA"	1	1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"MU10"	6	12	"Mutathari"	1	62	10	1	25	7	0	20000	50000	60000	200000	3.0	0.25	1.0	2	1	1	15	"."		3000	4	2			4000	6	24			20000	0	0			0	0	0			0	0	0			0	2	4		1	0	0	2	120000	0	0	1	15000	0	0	2	6000	2	8000	0	0	4	1200	3	15000	0	0	2	1	2	2	2	1	2	2	1	"20%"	30	"not permitted"	"water"	"WRUA"	2	1	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"MU09"	5	12	"Mutathari"	1	66	10	1	22	8	0	500	0	0	0	1.5	0.5	3.0	2	1	4	7	"."		0		0			0					0																2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	300	0	0	3	300					1	2	2	2	2	"10%"	15	"not permitted"	"water"	"CFA"	3	5	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
"MU09"	5	12	"Mutathari"	1	66	10	1	22	8	0	500	0	0	0	1.5	0.5	3.0	2	1	4	7	"."		0		0			0					0																2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	300	0	0	3	300					1	2	2	2	2	"40%"	5	"not permitted"	"extension"	"CFA"	2	1	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
"MU09"	5	12	"Mutathari"	1	66	10	1	22	8	0	500	0	0	0	1.5	0.5	3.0	2	1	4	7	"."		0		0			0					0																2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	300	0	0	3	300					1	2	2	2	2	"10%"	30	"not permitted"	"water"	"WRUA"	1	5	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MU09"	5	12	"Mutathari"	1	66	10	1	22	8	0	500	0	0	0	1.5	0.5	3.0	2	1	4	7	"."		0		0			0					0																2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	300	0	0	3	300					1	2	2	2	2	"20%"	15	"partial"	"electricity"	"FDAC"	1	4	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"MU09"	5	12	"Mutathari"	1	66	10	1	22	8	0	500	0	0	0	1.5	0.5	3.0	2	1	4	7	"."		0		0			0					0																2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	300	0	0	3	300					1	2	2	2	2	"10%"	30	"permitted"	"cash"	"WRUA"	1	5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"MU09"	5	12	"Mutathari"	1	66	10	1	22	8	0	500	0	0	0	1.5	0.5	3.0	2	1	4	7	"."		0		0			0					0																2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	300	0	0	3	300					1	2	2	2	2	"20%"	15	"partial"	"water"	"CFA"	3	5	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
"MU09"	5	12	"Mutathari"	1	66	10	1	22	8	0	500	0	0	0	1.5	0.5	3.0	2	1	4	7	"."		0		0			0					0																2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	300	0	0	3	300					1	2	2	2	2	"20%"	30	"partial"	"extension"	"WRUA"	3	2	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"MU09"	5	12	"Mutathari"	1	66	10	1	22	8	0	500	0	0	0	1.5	0.5	3.0	2	1	4	7	"."		0		0			0					0																2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	300	0	0	3	300					1	2	2	2	2	"40%"	30	"permitted"	"cash"	"FDAC"	2	1	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
"MU09"	5	12	"Mutathari"	1	66	10	1	22	8	0	500	0	0	0	1.5	0.5	3.0	2	1	4	7	"."		0		0			0					0																2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	300	0	0	3	300					1	2	2	2	2	"40%"	5	"permitted"	"electricity"	"FDAC"	2	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
"MU08"	4	12	"Mutathari"	1	60	10	1	25	7	0	150000	0	0	0	2.75	0.25	1.0	2	1	1	75	"."		15000	2	0			4000	3	0			50000	4	125			50000	5	30			20000									1	0	0	4	200000									8	80000			70	21000					1	1	1	1	1	1	2	1	2	"40%"	5	"partial"	"extension"	"FDAC"	2	1	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
"MU08"	4	12	"Mutathari"	1	60	10	1	25	7	0	150000	0	0	0	2.75	0.25	1.0	2	1	1	75	"."		15000	2	0			4000	3	0			50000	4	125			50000	5	30			20000									1	0	0	4	200000									8	80000			70	21000					1	1	1	1	1	1	2	1	2	"40%"	30	"not permitted"	"electricity"	"WRUA"	2	1	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
"MU08"	4	12	"Mutathari"	1	60	10	1	25	7	0	150000	0	0	0	2.75	0.25	1.0	2	1	1	75	"."		15000	2	0			4000	3	0			50000	4	125			50000	5	30			20000									1	0	0	4	200000									8	80000			70	21000					1	1	1	1	1	1	2	1	2	"20%"	15	"permitted"	"extension"	"WRUA"	3	1	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"MU08"	4	12	"Mutathari"	1	60	10	1	25	7	0	150000	0	0	0	2.75	0.25	1.0	2	1	1	75	"."		15000	2	0			4000	3	0			50000	4	125			50000	5	30			20000									1	0	0	4	200000									8	80000			70	21000					1	1	1	1	1	1	2	1	2	"20%"	30	"partial"	"cash"	"CFA"	1	1	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
"MU08"	4	12	"Mutathari"	1	60	10	1	25	7	0	150000	0	0	0	2.75	0.25	1.0	2	1	1	75	"."		15000	2	0			4000	3	0			50000	4	125			50000	5	30			20000									1	0	0	4	200000									8	80000			70	21000					1	1	1	1	1	1	2	1	2	"10%"	15	"partial"	"extension"	"WRUA"	1	5	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"MU08"	4	12	"Mutathari"	1	60	10	1	25	7	0	150000	0	0	0	2.75	0.25	1.0	2	1	1	75	"."		15000	2	0			4000	3	0			50000	4	125			50000	5	30			20000									1	0	0	4	200000									8	80000			70	21000					1	1	1	1	1	1	2	1	2	"20%"	5	"permitted"	"electricity"	"CFA"	2	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"MU08"	4	12	"Mutathari"	1	60	10	1	25	7	0	150000	0	0	0	2.75	0.25	1.0	2	1	1	75	"."		15000	2	0			4000	3	0			50000	4	125			50000	5	30			20000									1	0	0	4	200000									8	80000			70	21000					1	1	1	1	1	1	2	1	2	"10%"	15	"permitted"	"water"	"FDAC"	3	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
"MU03"	3	12	"Mutathari"	1	57	10	1	22	9	2	20000	32400	9000	0	3.0	0.5	2.0	2	1	1	7	"."		1400		0			0																								1	0	0	2	40000	0	0	0	0	0	0	0	0	2	6000	0	0	4	1000	0	0	0	0	2	2	2	2	2	1	2	2	2	"40%"	15	"permitted"	"cash"	"FDAC"	1	1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
"MU03"	3	12	"Mutathari"	1	57	10	1	22	9	2	20000	32400	9000	0	3.0	0.5	2.0	2	1	1	7	"."		1400		0			0																								1	0	0	2	40000	0	0	0	0	0	0	0	0	2	6000	0	0	4	1000	0	0	0	0	2	2	2	2	2	1	2	2	2	"20%"	30	"permitted"	"water"	"CFA"	2	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
"MU03"	3	12	"Mutathari"	1	57	10	1	22	9	2	20000	32400	9000	0	3.0	0.5	2.0	2	1	1	7	"."		1400		0			0																								1	0	0	2	40000	0	0	0	0	0	0	0	0	2	6000	0	0	4	1000	0	0	0	0	2	2	2	2	2	1	2	2	2	"10%"	15	"not permitted"	"electricity"	"CFA"	2	2	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"MU03"	3	12	"Mutathari"	1	57	10	1	22	9	2	20000	32400	9000	0	3.0	0.5	2.0	2	1	1	7	"."		1400		0			0																								1	0	0	2	40000	0	0	0	0	0	0	0	0	2	6000	0	0	4	1000	0	0	0	0	2	2	2	2	2	1	2	2	2	"20%"	30	"not permitted"	"cash"	"WRUA"	3	1	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
"MU03"	3	12	"Mutathari"	1	57	10	1	22	9	2	20000	32400	9000	0	3.0	0.5	2.0	2	1	1	7	"."		1400		0			0																								1	0	0	2	40000	0	0	0	0	0	0	0	0	2	6000	0	0	4	1000	0	0	0	0	2	2	2	2	2	1	2	2	2	"40%"	5	"permitted"	"extension"	"CFA"	2	4	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
"MU03"	3	12	"Mutathari"	1	57	10	1	22	9	2	20000	32400	9000	0	3.0	0.5	2.0	2	1	1	7	"."		1400		0			0																								1	0	0	2	40000	0	0	0	0	0	0	0	0	2	6000	0	0	4	1000	0	0	0	0	2	2	2	2	2	1	2	2	2	"10%"	5	"partial"	"water"	"FDAC"	3	5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
"MU03"	3	12	"Mutathari"	1	57	10	1	22	9	2	20000	32400	9000	0	3.0	0.5	2.0	2	1	1	7	"."		1400		0			0																								1	0	0	2	40000	0	0	0	0	0	0	0	0	2	6000	0	0	4	1000	0	0	0	0	2	2	2	2	2	1	2	2	2	"10%"	15	"not permitted"	"electricity"	"WRUA"	3	2	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"MU03"	3	12	"Mutathari"	1	57	10	1	22	9	2	20000	32400	9000	0	3.0	0.5	2.0	2	1	1	7	"."		1400		0			0																								1	0	0	2	40000	0	0	0	0	0	0	0	0	2	6000	0	0	4	1000	0	0	0	0	2	2	2	2	2	1	2	2	2	"40%"	5	"partial"	"water"	"WRUA"	1	5	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MU03"	3	12	"Mutathari"	1	57	10	1	22	9	2	20000	32400	9000	0	3.0	0.5	2.0	2	1	1	7	"."		1400		0			0																								1	0	0	2	40000	0	0	0	0	0	0	0	0	2	6000	0	0	4	1000	0	0	0	0	2	2	2	2	2	1	2	2	2	"20%"	30	"partial"	"extension"	"WRUA"	1	3	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"mU02"	2	12	"Mutathari"	1	58	10	1	22	10	0	40000	0	0	5000	4.0	2.0	1.0	2	1	1	4	"."		800	6	3			600																								1	1	15000	8	400000			4	60000			2	3000	31	30000			20	3000	0	0	0	0	1	1	2	2	2	1	2	2	1	"40%"	15	"permitted"	"electricity"	"ERUA"	1	2	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"mU02"	2	12	"Mutathari"	1	58	10	1	22	10	0	40000	0	0	5000	4.0	2.0	1.0	2	1	1	4	"."		800	6	3			600																								1	1	15000	8	400000			4	60000			2	3000	31	30000			20	3000	0	0	0	0	1	1	2	2	2	1	2	2	1	"10%"	15	"permitted"	"electricity"	"FDAC"	2	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
"mU02"	2	12	"Mutathari"	1	58	10	1	22	10	0	40000	0	0	5000	4.0	2.0	1.0	2	1	1	4	"."		800	6	3			600																								1	1	15000	8	400000			4	60000			2	3000	31	30000			20	3000	0	0	0	0	1	1	2	2	2	1	2	2	1	"10%"	30	"partial"	"electricity"	"WRUA"	3	1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"mU02"	2	12	"Mutathari"	1	58	10	1	22	10	0	40000	0	0	5000	4.0	2.0	1.0	2	1	1	4	"."		800	6	3			600																								1	1	15000	8	400000			4	60000			2	3000	31	30000			20	3000	0	0	0	0	1	1	2	2	2	1	2	2	1	"40%"	30	"permitted"	"cash"	"FDAC"	1	3	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
"mU02"	2	12	"Mutathari"	1	58	10	1	22	10	0	40000	0	0	5000	4.0	2.0	1.0	2	1	1	4	"."		800	6	3			600																								1	1	15000	8	400000			4	60000			2	3000	31	30000			20	3000	0	0	0	0	1	1	2	2	2	1	2	2	1	"20%"	15	"partial"	"electricity"	"CFA"	2	4	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"mU02"	2	12	"Mutathari"	1	58	10	1	22	10	0	40000	0	0	5000	4.0	2.0	1.0	2	1	1	4	"."		800	6	3			600																								1	1	15000	8	400000			4	60000			2	3000	31	30000			20	3000	0	0	0	0	1	1	2	2	2	1	2	2	1	"40%"	30	"not prmitted"	"water"	"CFA"	2	2	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
"mU02"	2	12	"Mutathari"	1	58	10	1	22	10	0	40000	0	0	5000	4.0	2.0	1.0	2	1	1	4	"."		800	6	3			600																								1	1	15000	8	400000			4	60000			2	3000	31	30000			20	3000	0	0	0	0	1	1	2	2	2	1	2	2	1	"10%"	5	"partial"	"water"	"CFA"	3	5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
"mU02"	2	12	"Mutathari"	1	58	10	1	22	10	0	40000	0	0	5000	4.0	2.0	1.0	2	1	1	4	"."		800	6	3			600																								1	1	15000	8	400000			4	60000			2	3000	31	30000			20	3000	0	0	0	0	1	1	2	2	2	1	2	2	1	"20%"	5	"not permitted"	"extension"	"FDA"	1	3	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"mU02"	2	12	"Mutathari"	1	58	10	1	22	10	0	40000	0	0	5000	4.0	2.0	1.0	2	1	1	4	"."		800	6	3			600																								1	1	15000	8	400000			4	60000			2	3000	31	30000			20	3000	0	0	0	0	1	1	2	2	2	1	2	2	1	"20%"	5	"not permitted"	"cash"	"WRUA"	3	3	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
"MU01"	1	12	"Muatahri"	2	42	10	1	22	2	1	3000	12000	10800	0	2.5	0.5	2.0	2	1	1	2	"."		300	6	1			170																								1																					1	100	2	2	2	2	2	1	1	2	2	"20%"	30	"partial"	"cash"	"WRUA"	1	3	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"MU01"	1	12	"Muatahri"	2	42	10	1	22	2	1	3000	12000	10800	0	2.5	0.5	2.0	2	1	1	2	"."		300	6	1			170																								1																					1	100	2	2	2	2	2	1	1	2	2	"20%"	5	"not permitted"	"extension"	"WRUA"	3	1	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"MU01"	1	12	"Muatahri"	2	42	10	1	22	2	1	3000	12000	10800	0	2.5	0.5	2.0	2	1	1	2	"."		300	6	1			170																								1																					1	100	2	2	2	2	2	1	1	2	2	"20%"	15	"permitted"	"cash"	"FDAC"	3	5	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
"MU01"	1	12	"Muatahri"	2	42	10	1	22	2	1	3000	12000	10800	0	2.5	0.5	2.0	2	1	1	2	"."		300	6	1			170																								1																					1	100	2	2	2	2	2	1	1	2	2	"40%"	5	"partial"	"water"	"FADC"	2	5	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"MU01"	1	12	"Muatahri"	2	42	10	1	22	2	1	3000	12000	10800	0	2.5	0.5	2.0	2	1	1	2	"."		300	6	1			170																								1																					1	100	2	2	2	2	2	1	1	2	2	"40%"	30	"not permitted"	"electricity"	"WRUA"	1	1	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"MU01"	1	12	"Muatahri"	2	42	10	1	22	2	1	3000	12000	10800	0	2.5	0.5	2.0	2	1	1	2	"."		300	6	1			170																								1																					1	100	2	2	2	2	2	1	1	2	2	"40%"	30	"noe permitted"	"water"	"FDAC"	1	2	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"MU01"	1	12	"Muatahri"	2	42	10	1	22	2	1	3000	12000	10800	0	2.5	0.5	2.0	2	1	1	2	"."		300	6	1			170																								1																					1	100	2	2	2	2	2	1	1	2	2	"10%"	5	"not permitted"	"extension"	"CFA"	3	4	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
"MU01"	1	12	"Muatahri"	2	42	10	1	22	2	1	3000	12000	10800	0	2.5	0.5	2.0	2	1	1	2	"."		300	6	1			170																								1																					1	100	2	2	2	2	2	1	1	2	2	"10%"	15	"permitted"	"electricity"	"CFA"	2	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"MU01"	1	12	"Muatahri"	2	42	10	1	22	2	1	3000	12000	10800	0	2.5	0.5	2.0	2	1	1	2	"."		300	6	1			170																								1																					1	100	2	2	2	2	2	1	1	2	2	"10%"	15	"not permitted"	"extension"	"CFA"	3	1	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
"KI27"	5	12	"Kiriari"	1	34	11	1	22	5	0	30000	20000	0	0	2.0	0.0	1.0	2	1	1	14	"."		2800		0			0					0					0														1	1	40000	4	80000									2	4000			100	30000	2	20000			1	2	2	2	2	1	2	2	1	"20%"	5	"partial"	"water"	"WRUA"	1	4	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"KI27"	5	12	"Kiriari"	1	34	11	1	22	5	0	30000	20000	0	0	2.0	0.0	1.0	2	1	1	14	"."		2800		0			0					0					0														1	1	40000	4	80000									2	4000			100	30000	2	20000			1	2	2	2	2	1	2	2	1	"10%"	15	"not permitted"	"water"	"WRUA"	3	1	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"KI27"	5	12	"Kiriari"	1	34	11	1	22	5	0	30000	20000	0	0	2.0	0.0	1.0	2	1	1	14	"."		2800		0			0					0					0														1	1	40000	4	80000									2	4000			100	30000	2	20000			1	2	2	2	2	1	2	2	1	"10%"	5	"permitted"	"electricity"	"CFA"	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
"KI27"	5	12	"Kiriari"	1	34	11	1	22	5	0	30000	20000	0	0	2.0	0.0	1.0	2	1	1	14	"."		2800		0			0					0					0														1	1	40000	4	80000									2	4000			100	30000	2	20000			1	2	2	2	2	1	2	2	1	"40%"	30	"permitted"	"electricity"	"CFA"	2	1	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"KI27"	5	12	"Kiriari"	1	34	11	1	22	5	0	30000	20000	0	0	2.0	0.0	1.0	2	1	1	14	"."		2800		0			0					0					0														1	1	40000	4	80000									2	4000			100	30000	2	20000			1	2	2	2	2	1	2	2	1	"10%"	30	"partial"	"extension"	"CFA"	3	1	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
"KI27"	5	12	"Kiriari"	1	34	11	1	22	5	0	30000	20000	0	0	2.0	0.0	1.0	2	1	1	14	"."		2800		0			0					0					0														1	1	40000	4	80000									2	4000			100	30000	2	20000			1	2	2	2	2	1	2	2	1	"20%"	15	"not permitted"	"extension"	"WRUA"	1	1	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"KI27"	5	12	"Kiriari"	1	34	11	1	22	5	0	30000	20000	0	0	2.0	0.0	1.0	2	1	1	14	"."		2800		0			0					0					0														1	1	40000	4	80000									2	4000			100	30000	2	20000			1	2	2	2	2	1	2	2	1	"40%"	30	"partial"	"cahs"	"CFA"	2	1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
"KI27"	5	12	"Kiriari"	1	34	11	1	22	5	0	30000	20000	0	0	2.0	0.0	1.0	2	1	1	14	"."		2800		0			0					0					0														1	1	40000	4	80000									2	4000			100	30000	2	20000			1	2	2	2	2	1	2	2	1	"20%"	5	"not permitted"	"electricity"	"FDAC"	2	1	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
"KI27"	5	12	"Kiriari"	1	34	11	1	22	5	0	30000	20000	0	0	2.0	0.0	1.0	2	1	1	14	"."		2800		0			0					0					0														1	1	40000	4	80000									2	4000			100	30000	2	20000			1	2	2	2	2	1	2	2	1	"40%"	15	"permitted"	"cash"	"FDAC"	3	1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
"KI28"	3	12	"Kiriari"	2	48	10	1	23	5	2	2700	0	0	0	4.0	0.0	3.0	2	2			"."																												2			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	500	0	0	0	0	1	2	2	1		1	2	2	1	"20%"	5	"permitted"	"cash"	"FDAC"	1	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
