Res_ID	sur_point	date	FDA	sex	age	m_activity	write_read	schooling	adult	child	crop_income	live_income	off_income	other_income	land_farm	land_graze	L_quality	CL_access	env_mgt	type_mgt1	labour_fam1	labour_hire1	wage1	other_exp1	type_mgt2	labour_fam2	labour_hire2	wage2	other_exp2	mgt_type3	labour_fam3	labour_hire3	wage3	other_exp3	mgt_type4	labour_fam4	labour_hire4	wage4	other_exp4	mgt_type5	labour_fam5	labour_hire5	wage5	other_exp5	mgt_type6	labour_fam6	labour_hire6	wage6	other_exp6	No_reason1	No_reason2	No_reason3	livestock	ox	ox_value	cow	cow_value	horse	horse_value	calve	calve_value	donkey	donk_value	sheep	sheep_value	goat	goat_value	camel	camel_value	chicken	chick_value	pig	pig_value	rabbit	rabbit_value	far_union	prod_org	MKEPP	agro_forest	other_env	fina_access	mkt_access	env_info	debit	land_area	year	harvest_right	reward	local_admin	free_labour	Rating	LandArea20precent	LandArea40percent	CommitPeriod15yrs	CommitPeriod30yrs	HarvestNotPermitted	HarvestPartial	RewardExtensionFee	RewardElectricity	RewardWater	LocalAdminFDAC	LocalAdminCFA	FreeLabour2dys	FreeLabour3dys	edu_primary	edu_secondary	edu_AboveSec	hhsize	Agri_Income	NonAgri_income	LandSize	Totincome	BinaryChoice	NrmAgri_Income	NrmNonAgri_income
"KI10"	3	13	"Kiriari"	1	66	10	2	20	4	2	17000	27000	0	0	3.0	0.25	1.0	0	1	6	3	"0"	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0																	1	0	0	1	10000	0	0	1	3000	0	0	0	0	4	4000	0	0	2	300	0	0	0	0	1	2	0	1	2	1	2	0	1	"10%"	15	"partial"	"water"	"FDAC"	3	4	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	44000.0	0.0	3.25	44000.0	0.0	0.07105719	0.0
"KI02"	5	13	"Kiriari"	1	45	10	1	22	3	1	10000	0	0	0	1.0	0.25	1.0	1	1	1	30	"0"	0	0	7	8	0	0	0	0	0																						1	0	0	1	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	"10%"	5	"not permitted"	"extension"	"FDAC"	2	5	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	10000.0	0.0	1.25	10000.0	1.0	0.012131716	0.0
"KI02"	5	13	"Kiriari"	1	45	10	1	22	3	1	10000	0	0	0	1.0	0.25	1.0	1	1	1	30	"0"	0	0	7	8	0	0	0	0	0																						1	0	0	1	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	"10%"	30	"partial"	"electricity"	"WRUA"	2	1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	10000.0	0.0	1.25	10000.0	0.0	0.012131716	0.0
"KI02"	5	13	"Kiriari"	1	45	10	1	22	3	1	10000	0	0	0	1.0	0.25	1.0	1	1	1	30	"0"	0	0	7	8	0	0	0	0	0																						1	0	0	1	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	"10%"	30	"permitted"	"electricity"	"CFA"	3	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	4.0	10000.0	0.0	1.25	10000.0	0.0	0.012131716	0.0
"KI02"	5	13	"Kiriari"	1	45	10	1	22	3	1	10000	0	0	0	1.0	0.25	1.0	1	1	1	30	"0"	0	0	7	8	0	0	0	0	0																						1	0	0	1	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	"40%"	15	"partial"	"electricity"	"CFA"	3	1	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	4.0	10000.0	0.0	1.25	10000.0	0.0	0.012131716	0.0
"KI02"	5	13	"Kiriari"	1	45	10	1	22	3	1	10000	0	0	0	1.0	0.25	1.0	1	1	1	30	"0"	0	0	7	8	0	0	0	0	0																						1	0	0	1	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	"40%"	30	"permitted"	"cash"	"FDAC"	3	1	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	10000.0	0.0	1.25	10000.0	0.0	0.012131716	0.0
"KI02"	5	13	"Kiriari"	1	45	10	1	22	3	1	10000	0	0	0	1.0	0.25	1.0	1	1	1	30	"0"	0	0	7	8	0	0	0	0	0																						1	0	0	1	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	"40%"	5	"partial"	"cash"	"FDAC"	1	2	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	10000.0	0.0	1.25	10000.0	0.0	0.012131716	0.0
"KI02"	5	13	"Kiriari"	1	45	10	1	22	3	1	10000	0	0	0	1.0	0.25	1.0	1	1	1	30	"0"	0	0	7	8	0	0	0	0	0																						1	0	0	1	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	"20%"	5	"permitted"	"water"	"WRUA"	1	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	10000.0	0.0	1.25	10000.0	0.0	0.012131716	0.0
"KI02"	5	13	"Kiriari"	1	45	10	1	22	3	1	10000	0	0	0	1.0	0.25	1.0	1	1	1	30	"0"	0	0	7	8	0	0	0	0	0																						1	0	0	1	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	"20%"	15	"not permitted"	"extension"	"FDAC"	2	1	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	10000.0	0.0	1.25	10000.0	0.0	0.012131716	0.0
"KI02"	5	13	"Kiriari"	1	45	10	1	22	3	1	10000	0	0	0	1.0	0.25	1.0	1	1	1	30	"0"	0	0	7	8	0	0	0	0	0																						1	0	0	1	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	"20%"	15	"not permitted"	"water"	"WRUA"	3	1	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	10000.0	0.0	1.25	10000.0	0.0	0.012131716	0.0
"MU07"	6	13	"Mutathari"	1	61	13	1	25	6	0	200000	60000	0	180000	10.0	0.5	3.0	0	0																															8			1	2	50000	5	15000	0	0	1	3000	0	2	4000	2	6000	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	2	1	1	"10%"	30	"not permitted"	"electricity"	"WRUA"	1	2	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	260000.0	180000.0	10.5	440000.0	0.0	0.44540727	0.5
"MU07"	6	13	"Mutathari"	1	61	13	1	25	6	0	200000	60000	0	180000	10.0	0.5	3.0	0	0																															8			1	2	50000	5	15000	0	0	1	3000	0	2	4000	2	6000	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	2	1	1	"20%"	15	"partial"	"cash"	"FDAC"	2	1	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	260000.0	180000.0	10.5	440000.0	0.0	0.44540727	0.5
"MU07"	6	13	"Mutathari"	1	61	13	1	25	6	0	200000	60000	0	180000	10.0	0.5	3.0	0	0																															8			1	2	50000	5	15000	0	0	1	3000	0	2	4000	2	6000	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	2	1	1	"40%"	5	"not permitted"	"water"	"WRUA"	1	2	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	260000.0	180000.0	10.5	440000.0	0.0	0.44540727	0.5
"MU07"	6	13	"Mutathari"	1	61	13	1	25	6	0	200000	60000	0	180000	10.0	0.5	3.0	0	0																															8			1	2	50000	5	15000	0	0	1	3000	0	2	4000	2	6000	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	2	1	1	"10%"	30	"permitted"	"cash"	"CFA"	3	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	6.0	260000.0	180000.0	10.5	440000.0	0.0	0.44540727	0.5
"MU07"	6	13	"Mutathari"	1	61	13	1	25	6	0	200000	60000	0	180000	10.0	0.5	3.0	0	0																															8			1	2	50000	5	15000	0	0	1	3000	0	2	4000	2	6000	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	2	1	1	"10%"	5	"permitted"	"extension"	"FDAC"	2	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	260000.0	180000.0	10.5	440000.0	0.0	0.44540727	0.5
"MU07"	6	13	"Mutathari"	1	61	13	1	25	6	0	200000	60000	0	180000	10.0	0.5	3.0	0	0																															8			1	2	50000	5	15000	0	0	1	3000	0	2	4000	2	6000	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	2	1	1	"40%"	15	"permitted"	"electricity"	"WRUA"	3	1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	6.0	260000.0	180000.0	10.5	440000.0	0.0	0.44540727	0.5
"MU07"	6	13	"Mutathari"	1	61	13	1	25	6	0	200000	60000	0	180000	10.0	0.5	3.0	0	0																															8			1	2	50000	5	15000	0	0	1	3000	0	2	4000	2	6000	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	2	1	1	"20%"	30	"partial"	"water"	"CFA"	2	1	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	6.0	260000.0	180000.0	10.5	440000.0	0.0	0.44540727	0.5
"MU07"	6	13	"Mutathari"	1	61	13	1	25	6	0	200000	60000	0	180000	10.0	0.5	3.0	0	0																															8			1	2	50000	5	15000	0	0	1	3000	0	2	4000	2	6000	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	2	1	1	"40%"	15	"not permitted"	"extension"	"FDAC"	1	1	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	260000.0	180000.0	10.5	440000.0	0.0	0.44540727	0.5
"MU07"	6	13	"Mutathari"	1	61	13	1	25	6	0	200000	60000	0	180000	10.0	0.5	3.0	0	0																															8			1	2	50000	5	15000	0	0	1	3000	0	2	4000	2	6000	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	2	1	1	"20%"	5	"partial"	"electricity"	"CFA"	3	1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	6.0	260000.0	180000.0	10.5	440000.0	0.0	0.44540727	0.5
"MU06"	4	13	"Mutathari"	0	67	10	1	22	4	3	30000	1500	0	0	3.0	1.0	3.0	0	1	1	60	"0"	0	6000	6	7	0	0	5000	2																							1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3000	0	0	0	0	2	2	0	2	2	1	2	0	1	"40%"	30	"partial"	"extension"	"WRUA"	2	1	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	7.0	31500.0	0.0	4.0	31500.0	0.0	0.049393415	0.0
"MU06"	4	13	"Mutathari"	0	67	10	1	22	4	3	30000	1500	0	0	3.0	1.0	3.0	0	1	1	60	"0"	0	6000	6	7	0	0	5000	2																							1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3000	0	0	0	0	2	2	0	2	2	1	2	0	1	"10%"	5	"permitted"	"water"	"CFA"	3	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	7.0	31500.0	0.0	4.0	31500.0	1.0	0.049393415	0.0
"MU06"	4	13	"Mutathari"	0	67	10	1	22	4	3	30000	1500	0	0	3.0	1.0	3.0	0	1	1	60	"0"	0	6000	6	7	0	0	5000	2																							1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3000	0	0	0	0	2	2	0	2	2	1	2	0	1	"40%"	5	"partial"	"extension"	"WRUA"	3	1	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	7.0	31500.0	0.0	4.0	31500.0	0.0	0.049393415	0.0
"MU06"	4	13	"Mutathari"	0	67	10	1	22	4	3	30000	1500	0	0	3.0	1.0	3.0	0	1	1	60	"0"	0	6000	6	7	0	0	5000	2																							1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3000	0	0	0	0	2	2	0	2	2	1	2	0	1	"10%"	5	"not permitted"	"electricity"	"CFA"	1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	7.0	31500.0	0.0	4.0	31500.0	0.0	0.049393415	0.0
"MU06"	4	13	"Mutathari"	0	67	10	1	22	4	3	30000	1500	0	0	3.0	1.0	3.0	0	1	1	60	"0"	0	6000	6	7	0	0	5000	2																							1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3000	0	0	0	0	2	2	0	2	2	1	2	0	1	"20%"	30	"partial"	"cash"	"FDAC"	2	4	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	7.0	31500.0	0.0	4.0	31500.0	0.0	0.049393415	0.0
"MU06"	4	13	"Mutathari"	0	67	10	1	22	4	3	30000	1500	0	0	3.0	1.0	3.0	0	1	1	60	"0"	0	6000	6	7	0	0	5000	2																							1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3000	0	0	0	0	2	2	0	2	2	1	2	0	1	"10%"	15	"not permitted"	"cash"	"CFA"	1	3	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	7.0	31500.0	0.0	4.0	31500.0	0.0	0.049393415	0.0
"MU06"	4	13	"Mutathari"	0	67	10	1	22	4	3	30000	1500	0	0	3.0	1.0	3.0	0	1	1	60	"0"	0	6000	6	7	0	0	5000	2																							1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3000	0	0	0	0	2	2	0	2	2	1	2	0	1	"40%"	30	"permitted"	"electricity"	"FDAC"	2	1	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	7.0	31500.0	0.0	4.0	31500.0	0.0	0.049393415	0.0
"MU06"	4	13	"Mutathari"	0	67	10	1	22	4	3	30000	1500	0	0	3.0	1.0	3.0	0	1	1	60	"0"	0	6000	6	7	0	0	5000	2																							1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3000	0	0	0	0	2	2	0	2	2	1	2	0	1	"20%"	15	"permitted"	"electricity"	"WRUA"	3	4	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	7.0	31500.0	0.0	4.0	31500.0	0.0	0.049393415	0.0
"MU06"	4	13	"Mutathari"	0	67	10	1	22	4	3	30000	1500	0	0	3.0	1.0	3.0	0	1	1	60	"0"	0	6000	6	7	0	0	5000	2																							1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3000	0	0	0	0	2	2	0	2	2	1	2	0	1	"20%"	15	"not permitted"	"water"	"FDAC"	1	3	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	31500.0	0.0	4.0	31500.0	0.0	0.049393415	0.0
"MU12"	7	13	"Mutathari"	0	70	10	2	22	6	4	10000	0	0	0	2.5	0.5	3.0	0	0																															2			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	0	2	"20%"	30	"not permitted"	"electricity"	"WRUA"	1	1	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	10000.0	0.0	3.0	10000.0	0.0	0.012131716	0.0
"MU12"	7	13	"Mutathari"	0	70	10	2	22	6	4	10000	0	0	0	2.5	0.5	3.0	0	0																															2			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	0	2	"20%"	30	"not permitted"	"extension"	"FDAC"	1	1	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	10000.0	0.0	3.0	10000.0	0.0	0.012131716	0.0
"MU12"	7	13	"Mutathari"	0	70	10	2	22	6	4	10000	0	0	0	2.5	0.5	3.0	0	0																															2			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	0	2	"10%"	30	"partial"	"cash"	"FDAC"	2	1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	10.0	10000.0	0.0	3.0	10000.0	0.0	0.012131716	0.0
"MU12"	7	13	"Mutathari"	0	70	10	2	22	6	4	10000	0	0	0	2.5	0.5	3.0	0	0																															2			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	0	2	"40%"	5	"not permitted"	"water"	"WRUA"	3	1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	10.0	10000.0	0.0	3.0	10000.0	0.0	0.012131716	0.0
"MU12"	7	13	"Mutathari"	0	70	10	2	22	6	4	10000	0	0	0	2.5	0.5	3.0	0	0																															2			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	0	2	"40%"	15	"partial"	"electricity"	"CFA"	1	1	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0	10000.0	0.0	3.0	10000.0	0.0	0.012131716	0.0
"MU12"	7	13	"Mutathari"	0	70	10	2	22	6	4	10000	0	0	0	2.5	0.5	3.0	0	0																															2			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	0	2	"20%"	15	"permitted"	"cash"	"CFA"	2	3	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	10.0	10000.0	0.0	3.0	10000.0	0.0	0.012131716	0.0
"MU12"	7	13	"Mutathari"	0	70	10	2	22	6	4	10000	0	0	0	2.5	0.5	3.0	0	0																															2			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	0	2	"10%"	5	"partial"	"water"	"WRUA"	3	4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	10.0	10000.0	0.0	3.0	10000.0	0.0	0.012131716	0.0
"MU12"	7	13	"Mutathari"	0	70	10	2	22	6	4	10000	0	0	0	2.5	0.5	3.0	0	0																															2			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	0	2	"40%"	15	"permitted"	"water"	"CFA"	2	2	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	10.0	10000.0	0.0	3.0	10000.0	0.0	0.012131716	0.0
"MU12"	7	13	"Mutathari"	0	70	10	2	22	6	4	10000	0	0	0	2.5	0.5	3.0	0	0																															2			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	0	2	"20%"	5	"permitted"	"extension"	"FDAC"	3	4	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	10.0	10000.0	0.0	3.0	10000.0	0.0	0.012131716	0.0
"MU19"	10	13	"Muthatari"	0	45	12	1	23	4	1	15000	5000	0	0	1.0	1.0	2.0	0	1	1	0	"10"	2000	0	2	0	0	0	100000	6	0	"0"	1000	3000																			1	2	20000	0	0	0	0	0	0	0	0	0	0	2	4000	0	0	10	2000	0	0	0	0	2	2	0	2	2	1	2	0	1	"20%"	15	"partial"	"extension"	"WRUA"	2	3	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	20000.0	0.0	2.0	20000.0	0.0	0.029462738	0.0
"MU19"	10	13	"Muthatari"	0	45	12	1	23	4	1	15000	5000	0	0	1.0	1.0	2.0	0	1	1	0	"10"	2000	0	2	0	0	0	100000	6	0	"0"	1000	3000																			1	2	20000	0	0	0	0	0	0	0	0	0	0	2	4000	0	0	10	2000	0	0	0	0	2	2	0	2	2	1	2	0	1	"10%"	5	"not permitted"	"water"	"WRUA"	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	20000.0	0.0	2.0	20000.0	0.0	0.029462738	0.0
"MU19"	10	13	"Muthatari"	0	45	12	1	23	4	1	15000	5000	0	0	1.0	1.0	2.0	0	1	1	0	"10"	2000	0	2	0	0	0	100000	6	0	"0"	1000	3000																			1	2	20000	0	0	0	0	0	0	0	0	0	0	2	4000	0	0	10	2000	0	0	0	0	2	2	0	2	2	1	2	0	1	"10%"	30	"permitted"	"water"	"WRUA"	3	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	5.0	20000.0	0.0	2.0	20000.0	0.0	0.029462738	0.0
"MU19"	10	13	"Muthatari"	0	45	12	1	23	4	1	15000	5000	0	0	1.0	1.0	2.0	0	1	1	0	"10"	2000	0	2	0	0	0	100000	6	0	"0"	1000	3000																			1	2	20000	0	0	0	0	0	0	0	0	0	0	2	4000	0	0	10	2000	0	0	0	0	2	2	0	2	2	1	2	0	1	"40%"	30	"partial"	"extension"	"FDAC"	1	1	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	20000.0	0.0	2.0	20000.0	0.0	0.029462738	0.0
"MU19"	10	13	"Muthatari"	0	45	12	1	23	4	1	15000	5000	0	0	1.0	1.0	2.0	0	1	1	0	"10"	2000	0	2	0	0	0	100000	6	0	"0"	1000	3000																			1	2	20000	0	0	0	0	0	0	0	0	0	0	2	4000	0	0	10	2000	0	0	0	0	2	2	0	2	2	1	2	0	1	"40%"	5	"not permitted"	"electricity"	"WRUA"	1	1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	20000.0	0.0	2.0	20000.0	0.0	0.029462738	0.0
"MU19"	10	13	"Muthatari"	0	45	12	1	23	4	1	15000	5000	0	0	1.0	1.0	2.0	0	1	1	0	"10"	2000	0	2	0	0	0	100000	6	0	"0"	1000	3000																			1	2	20000	0	0	0	0	0	0	0	0	0	0	2	4000	0	0	10	2000	0	0	0	0	2	2	0	2	2	1	2	0	1	"20%"	15	"permitted"	"electricity"	"CFA"	1	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	20000.0	0.0	2.0	20000.0	0.0	0.029462738	0.0
"MU19"	10	13	"Muthatari"	0	45	12	1	23	4	1	15000	5000	0	0	1.0	1.0	2.0	0	1	1	0	"10"	2000	0	2	0	0	0	100000	6	0	"0"	1000	3000																			1	2	20000	0	0	0	0	0	0	0	0	0	0	2	4000	0	0	10	2000	0	0	0	0	2	2	0	2	2	1	2	0	1	"20%"	5	"partial"	"water"	"CFA"	2	5	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0	20000.0	0.0	2.0	20000.0	1.0	0.029462738	0.0
"MU19"	10	13	"Muthatari"	0	45	12	1	23	4	1	15000	5000	0	0	1.0	1.0	2.0	0	1	1	0	"10"	2000	0	2	0	0	0	100000	6	0	"0"	1000	3000																			1	2	20000	0	0	0	0	0	0	0	0	0	0	2	4000	0	0	10	2000	0	0	0	0	2	2	0	2	2	1	2	0	1	"10%"	15	"permitted"	"cash"	"FDAC"	3	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	5.0	20000.0	0.0	2.0	20000.0	0.0	0.029462738	0.0
"MU19"	10	13	"Muthatari"	0	45	12	1	23	4	1	15000	5000	0	0	1.0	1.0	2.0	0	1	1	0	"10"	2000	0	2	0	0	0	100000	6	0	"0"	1000	3000																			1	2	20000	0	0	0	0	0	0	0	0	0	0	2	4000	0	0	10	2000	0	0	0	0	2	2	0	2	2	1	2	0	1	"20%"	30	"not permitted"	"cash"	"FDAC"	3	3	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	5.0	20000.0	0.0	2.0	20000.0	0.0	0.029462738	0.0
"Mu17"	9	13	"Mutathari"	1	64	10	1	22	6	3	20000	15000	55000	48000	2.5	1.0	2.0	0	1	1	30	"0"	0	0	6	7	0	0	18000	2	0	"0"	0	12500																			1	0	0	2	30000	0	0	1	5000	0	0	0	0	8	80000	0	0	20	8000	0	0	0	0	1	2	1	2	2	1	2	1	1	"10%"	5	"permitted"	"electricity"	"CFA"	1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	9.0	35000.0	103000.0	3.5	138000.0	1.0	0.055459272	0.28611112
"Mu17"	9	13	"Mutathari"	1	64	10	1	22	6	3	20000	15000	55000	48000	2.5	1.0	2.0	0	1	1	30	"0"	0	0	6	7	0	0	18000	2	0	"0"	0	12500																			1	0	0	2	30000	0	0	1	5000	0	0	0	0	8	80000	0	0	20	8000	0	0	0	0	1	2	1	2	2	1	2	1	1	"10%"	15	"partial"	"extension"	"WRUA"	3	3	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	9.0	35000.0	103000.0	3.5	138000.0	0.0	0.055459272	0.28611112
