year	fips_state	s_black	SenElection	presyear	college	college_diff	pci_0000	prior_ue	partyspending	priorue_diff	spending_diff	share_open	share_qual_out2	open_all_share	quality_share_new	outparty_spend	share_open_diff	open_all_share_diff	share_qual_out2_diff	quality_share_diff	outparty_spend_diff	s_black_diff	pci0000_diff	senelec_diff	incparty	GubElection	vep	uerate
1982	17	0.14654219150543213	1	0.0	0.1754207	0.13097581	2.8711803	8.5	0.0	2.3000002		0.083333336	0.18181819	0.0	0.1	0.0	-0.083333336	-0.041666668	0.081818186	-0.024999999		0.018542185	-0.17221165	0.0	1.0	1	0.46	0.113000005
1982	18	0.07549582421779633	0	0.0	0.113614105	0.07786225	2.3812532	9.6	0.0	3.8000002		0.0	0.4	0.0	0.375	0.0	0.0	0.0	0.275	0.19318181		0.006495826	-0.24224687	0.0		0	0.47	0.118999995
1982	19	0.014492375776171684	1	0.0	0.15189873	0.112659186	2.5068638	6.9	0.018333282	3.0		0.0	0.6666667	0.0	0.6666667	0.0	0.0	0.0	0.16666669	0.0		0.0024923757	-0.25820613	0.0	1.0	1	0.5	0.081
1982	20	0.053457342088222504	1	0.0	0.17871326	0.1299638	2.689814	4.3	0.0	0.3000002		0.25	0.6666667	0.0	0.5	0.0	0.25	0.0	0.6666667	0.5		0.0064573437	0.043214083	0.0	0.0	1	0.44	0.065
1982	21	0.07082895189523697	1	0.0	0.12845305	0.0972544	2.1312807	8.7	0.0	3.7999997		0.0	0.33333334	0.0	0.42857143	0.0	-0.2	0.0	0.08333334	0.28571427		-0.001171045	-0.09879327	0.0		0	0.27	0.108
1982	22	0.29446062445640564	1	0.0	0.11832319	0.07942818	2.3562646	8.4	0.0	1.5999994		0.0	1.0	0.0	1.0	0.0	-0.2	-0.125	1.0	1.0		-0.0035393834	0.07530475	0.0		0		0.102
1982	23	0.0030062419828027487	1	0.0	0.12761648	0.09175518	2.209012	7.1	0.0	-1.0999999		0.5	1.0	0.0	1.0	0.0		-0.5		1.0		6.2419567E-6	-0.001987934	0.0	0.0	1	0.56	0.083000004
1982	24	0.22703905403614044	0	0.0	0.23904149	0.17915091	2.974949	7.1	0.002940655	1.0		0.0	1.0	0.0	0.375	0.002940655	-0.2	0.0	1.0	0.375		0.04903905	-0.004951	0.0	0.0	1	0.38	0.081999995
1982	25	0.03852668032050133	1	0.0	0.20988142	0.15593255	2.8763342	6.5	0.0	-1.4000001		0.0	0.0	0.0	0.1	0.0	-0.3	-0.083333336	0.0	0.1		0.007526681	0.09707427	0.0	0.0	1	0.49	0.08
1982	26	0.1292557716369629	1	0.0	0.14358829	0.10308403	2.5706735	12.5	0.0	4.3		0.0	0.2857143	0.0	0.11764706	0.0	0.0	0.0	0.10389611	-0.09287926		0.017255768	-0.33332658	0.0	1.0	1	0.48	0.156
1982	27	0.012837435118854046	1	0.0	0.17063922	0.12289785	2.6806667	5.7	0.0	0.39999962		0.0	0.8	0.0	0.5	0.0	-0.25	0.0	0.8	0.375		0.0038374355	-0.09793329	0.0	1.0	1	0.61	0.081
1982	28	0.3519390821456909	1	0.0	0.1302865	0.0954088	1.8364184	8.8	0.0	1.3000002		0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25		-0.01906091	-0.06702161	0.0		0	0.37	0.115
1982	29	0.1044168770313263	0	0.0	0.12037494	0.08186489	2.4790866	7.5	0.009942951	1.5999999		0.0	1.0	0.0	0.71428573	0.0	0.0	0.0	1.0	0.6142857		0.0014168769	-0.0794363	0.0		0	0.43	0.092
1982	30	0.0022092571016401052	1	0.0	0.17388494	0.1267779	2.3712132	6.8	0.0	1.0		0.0	0.0	0.0	0.0	0.0	-1.0	-0.5		-0.5		-7.907429E-4	-0.15493679	0.0		0	0.56	0.081999995
1982	31	0.03054225817322731	1	0.0	0.1391635	0.09743768	2.5347528	4.0	0.0	0.5		0.0	0.33333334	0.0	0.33333334	0.0	0.0	0.0	0.33333334	0.33333334		0.0035422575	-0.115147114	0.0	1.0	1	0.49	0.056999996
1982	32	0.06396432965993881	0	0.0	0.13545817	0.08847999	2.9236333	7.2	0.0	-0.10000038				1.0		0.0		1.0				0.0069643296	-0.2833066	0.0	1.0	1	0.39	0.099
1982	33	0.00469688605517149	1	0.0	0.19064125	0.14408274	2.6726348	5.3	0.0	-0.2999997		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0		6.9688587E-4	0.12173486	0.0	0.0	1	0.41	0.07
1982	34	0.1255846917629242	1	0.0	0.18413697	0.13320729	3.1228707	7.5	0.021052416	-1.8000002		0.0	0.16666667	0.0	0.14285715	0.0	-0.09090909	0.0	-0.03333333	-0.12380953		0.018584691	0.0344007	0.0		0	0.42	0.087
1982	35	0.017707502469420433	1	0.0	0.17651632	0.122308105	2.2123587	7.4	0.0060673156	-0.19999981		0.0	1.0	0.0	1.0	0.0060673156	0.0	0.0	1.0	0.5		-0.0012924969	-0.032301188	0.0	0.0	1	0.44	0.09
1982	36	0.13702061772346497	0	0.0	0.16616541	0.115120694	2.9720483	7.5	0.0	-1.6999998		0.07692308	0.16666667	0.0	0.27586207	0.0	0.0028490052	0.0	0.046666674	0.12201591		0.018020615	0.025808334	0.0	0.0	1	0.43	0.085
1982	37	0.2242615520954132	1	0.0	0.14416243	0.1076926	2.1666212	6.6	5.131478E-4	0.5999999		0.0	0.5	0.0	0.4	5.131478E-4	0.0	0.0	0.16666666	0.12727273		0.0012615472	-0.058898687	0.0		0	0.3	0.095
1982	38	0.003785714041441679	0	0.0	0.14157459	0.1049419	2.456218	4.8	0.06550348	0.20000029				0.0	1.0	0.0		0.0		0.0		-2.1428615E-4	-0.215132	0.0		0	0.55	0.056999996
