age	educ	income	fips_state	black	other	hisp	female	married	republican	democrat	unemployed	incomedk	partyvote	uerate	totalspend_voter_inf
29.0	2	3	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.088999994	0.45158052
19.0	2	1	13	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.059	0.10765301
70.0	1	3	26	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.088999994	0.45158052
24.0	2	2	13	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.059	0.10765301
59.0	2	3	19	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.068	2.120751
54.0	2	4	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.088999994	0.45158052
57.0	2	3	20	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	0.054	2.7974195
38.0	3	4	25	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.04	1.35436
19.0	2	4	13	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.059	0.10765301
56.0	2	4	6	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.068	1.3629599
23.0	2	3	12	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.059	1.6017964
40.0	2	3	19	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.068	2.120751
23.0	2	2	48	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.088999994	2.7234864
50.0	2	4	48	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.088999994	2.7234864
44.0	2	5	48	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.088999994	2.7234864
29.0	3	3	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.068	1.3629599
48.0	4	4	20	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.054	2.7974195
90.0	3	1	55	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.069	0.7189674
38.0	4	3	36	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.062	1.6017299
49.0	4	2	13	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.059	0.10765301
67.0	1	1	12	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0		0.059	1.6017964
42.0	2	3	12	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.059	1.6017964
41.0	2	1	6	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.068	1.3629599
35.0	3	3	47	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.079	1.5655783
42.0	4	4	26	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.088999994	0.45158052
84.0		3	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0		0.062	1.6017299
49.0	2	4	27	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.055999998	1.7238114
63.0	2	1	24	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.046	1.7180977
36.0	3	1	24	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.046	1.7180977
30.0	2	1	36	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.062	1.6017299
45.0	2	4	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.062	1.6017299
62.0	2	3	42	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.069	2.3276284
44.0	3	3	36	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.062	1.6017299
81.0	2	2	27	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.055999998	1.7238114
42.0	2	3	5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.085	1.1694455
53.0	3	4	33	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.025	1.9627185
55.0	1	2	47	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.079	1.5655783
39.0	3	3	48	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.088999994	2.7234864
32.0	2	1	48	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.088999994	2.7234864
23.0	2	3	19	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.068	2.120751
33.0	2	4	47	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.079	1.5655783
64.0	2	3	27	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.055999998	1.7238114
26.0	2	3	36	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.062	1.6017299
33.0	2	2	5	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.085	1.1694455
36.0	2	3	27	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.055999998	1.7238114
32.0	2	3	56	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	0.088999994	4.1532316
40.0	2	3	36	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.062	1.6017299
23.0	2	3	48	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.088999994	2.7234864
39.0	2	3	36	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.062	1.6017299
40.0	3	2	25	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.04	1.35436
74.0	2	3	20	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.054	2.7974195
23.0	2	3	6	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.068	1.3629599
49.0	4	3	56	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.088999994	4.1532316
37.0	4	3	56	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.088999994	4.1532316
40.0	3	3	39	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.081999995	0.52266383
27.0	2	4	9	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.038	2.4650416
26.0	2	2	47	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.079	1.5655783
49.0	2	3	26	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.088999994	0.45158052
83.0	2	2	27	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.055999998	1.7238114
34.0	3	3	27	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.055999998	1.7238114
34.0	2	3	48	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.088999994	2.7234864
29.0	2	3	48	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.088999994	2.7234864
85.0	2	3	48	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.088999994	2.7234864
72.0	2	1	48	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.088999994	2.7234864
73.0	3	2	6	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.068	1.3629599
29.0	4	3	48	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.088999994	2.7234864
81.0	2	1	48	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.088999994	2.7234864
56.0	2	3	48	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.088999994	2.7234864
39.0	2	1	6	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.068	1.3629599
47.0	2	3	33	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0		0.025	1.9627185
31.0	4	4	48	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.088999994	2.7234864
18.0	2	4	48	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.088999994	2.7234864
85.0	1	2	36	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.062	1.6017299
19.0	3	3	48	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.088999994	2.7234864
75.0	4	3	13	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.059	0.10765301
65.0	1	2	33	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.025	1.9627185
21.0	2	2	24	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.046	1.7180977
24.0	3	4	27	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.055999998	1.7238114
22.0	3	4	8	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.075	1.1336558
50.0	2	1	8	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.075	1.1336558
30.0	3	3	8	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.075	1.1336558
33.0	4	3	9	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.038	2.4650416
34.0	4	4	25	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.04	1.35436
31.0	4	3	19	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.068	2.120751
74.0	2	3	20	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.054	2.7974195
65.0	1	3	20	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		0.054	2.7974195
28.0	4	4	9	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.038	2.4650416
33.0	2	4	9	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.038	2.4650416
39.0	3	3	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.068	1.3629599
28.0	3	3	27	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.055999998	1.7238114
74.0	1	3	48	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.088999994	2.7234864
86.0	1	1	13	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.059	0.10765301
38.0	2	3	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.068	1.3629599
37.0	2	3	36	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.062	1.6017299
66.0	2	1	36	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.062	1.6017299
76.0	2	2	42	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.069	2.3276284
33.0		3	12	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	0.059	1.6017964
41.0	4	4	25	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.04	1.35436
62.0	4	4	24	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.046	1.7180977
54.0	2	2	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.068	1.3629599
49.0	3	1	6	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.068	1.3629599
40.0	4	4	48	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.088999994	2.7234864
38.0	2	3	1	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.091000006	1.3324977
38.0	4	3	1	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.091000006	1.3324977
30.0	3	3	1	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.091000006	1.3324977
29.0	4	3	6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.068	1.3629599
32.0	4	4	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.068	1.3629599
60.0	4	3	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.068	1.3629599
32.0	3	4	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.068	1.3629599
57.0	2	4	6	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.068	1.3629599
75.0	3	3	6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.068	1.3629599
18.0	2	4	12	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.059	1.6017964
54.0	2	3	26	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.088999994	0.45158052
49.0	2	3	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.088999994	0.45158052
24.0	2	3	33	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	0.025	1.9627185
33.0	2	3	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.081999995	0.52266383
62.0	2	3	41	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.08	2.3463974
68.0	3	2	41	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.08	2.3463974
49.0	2	3	39	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.081999995	0.52266383
21.0	3	4	39	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.081999995	0.52266383
66.0	2	4	20	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.054	2.7974195
67.0	3	3	20	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.054	2.7974195
29.0	4	4	20	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.054	2.7974195
57.0	4	4	20	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.054	2.7974195
31.0	2	4	6	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.068	1.3629599
70.0		3	12	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.059	1.6017964
79.0		3	12	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	0.059	1.6017964
27.0	3	3	12	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.059	1.6017964
41.0	2	2	8	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.075	1.1336558
38.0	4	4	8	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.075	1.1336558
71.0	2	3	8	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.075	1.1336558
58.0	1	3	6	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.068	1.3629599
45.0	2	1	12	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.059	1.6017964
35.0	4	3	12	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	0.059	1.6017964
35.0	3	4	12	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.059	1.6017964
39.0	4	3	17	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.083000004	1.209523
49.0	3	3	17	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.083000004	1.209523
25.0	2	2	17	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.083000004	1.209523
24.0	3	2	17	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.083000004	1.209523
28.0	2	1	13	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.059	0.10765301
29.0	2	3	13	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.059	0.10765301
22.0	2	2	1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.091000006	1.3324977
34.0	2	3	48	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.088999994	2.7234864
66.0	1	2	48	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.088999994	2.7234864
65.0	2	2	47	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.079	1.5655783
55.0	4	4	48	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.088999994	2.7234864
46.0	2	4	48	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.088999994	2.7234864
68.0	2	1	48	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.088999994	2.7234864
36.0	2	4	56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.088999994	4.1532316
39.0	4	5	55	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.069	0.7189674
33.0	4	4	55	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.069	0.7189674
36.0	3	1	41	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.08	2.3463974
51.0	4	5	36	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.062	1.6017299
65.0	1	1	5	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.085	1.1694455
49.0	2	3	5	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.085	1.1694455
62.0	1	1	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.068	1.3629599
20.0	2	1	6	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	3.0	0.068	1.3629599
65.0	2	2	9	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.038	2.4650416
59.0	1	2	47	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.079	1.5655783
24.0	2	3	19	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.068	2.120751
38.0	4	3	20	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.054	2.7974195
20.0	2	3	26	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.088999994	0.45158052
24.0	4	4	26	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.088999994	0.45158052
35.0	4	3	33	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.025	1.9627185
82.0	3	3	27	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.055999998	1.7238114
75.0	1	1	36	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.062	1.6017299
20.0	2	1	36	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.062	1.6017299
29.0	4	4	36	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.062	1.6017299
33.0	3	3	36	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.062	1.6017299
61.0	2	4	36	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.062	1.6017299
82.0	3	2	27	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.055999998	1.7238114
22.0	2	2	13	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.059	0.10765301
49.0	4	4	9	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.038	2.4650416
72.0	1	1	13	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.059	0.10765301
37.0	2	3	27	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.055999998	1.7238114
65.0	2	3	27	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.055999998	1.7238114
24.0	3	4	27	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.055999998	1.7238114
26.0	2	3	27	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.055999998	1.7238114
55.0	4	2	27	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.055999998	1.7238114
43.0	3	3	26	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.088999994	0.45158052
34.0	2	3	56	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.088999994	4.1532316
24.0	2	4	56	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.088999994	4.1532316
32.0	3	4	56	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.088999994	4.1532316
39.0	2	3	56	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	3.0	0.088999994	4.1532316
29.0	3	3	48	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.088999994	2.7234864
19.0	2	4	48	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.088999994	2.7234864
64.0	1	3	47	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.079	1.5655783
34.0	4	3	47	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.079	1.5655783
63.0		3	56	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.088999994	4.1532316
61.0	2	3	55	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0		0.069	0.7189674
54.0	2	3	27	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.055999998	1.7238114
39.0	4	4	27	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.055999998	1.7238114
21.0	3	1	36	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.062	1.6017299
34.0	3	3	36	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	3.0	0.062	1.6017299
23.0	2	3	36	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.062	1.6017299
36.0	2	3	36	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.062	1.6017299
28.0	2	3	36	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.062	1.6017299
32.0	2	4	42	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.069	2.3276284
80.0	3	2	41	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.08	2.3463974
37.0	3	2	41	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.08	2.3463974
70.0	2	3	55	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.069	0.7189674
45.0	2	2	47	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.079	1.5655783
32.0	2	1	6	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.068	1.3629599
64.0	2	4	9	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.038	2.4650416
36.0	4	3	9	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.038	2.4650416
36.0	2	3	19	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.068	2.120751
63.0	1	3	47	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.079	1.5655783
26.0	3	4	33	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.025	1.9627185
27.0	2	3	41	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.08	2.3463974
32.0		3	4	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.069	1.3204916
52.0	2	3	24	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.046	1.7180977
32.0	4	2	41	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.08	2.3463974
51.0	3	4	36	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.062	1.6017299
36.0	3	4	13	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.059	0.10765301
56.0	4	5	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.068	1.3629599
61.0	2	2	12	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.059	1.6017964
42.0	4	4	26	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.088999994	0.45158052
63.0	3	1	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.068	1.3629599
75.0	2	3	6	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.068	1.3629599
31.0	3	3	56	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.088999994	4.1532316
39.0	3	4	56	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.088999994	4.1532316
36.0	4	2	56	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.088999994	4.1532316
29.0	2	4	56	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.088999994	4.1532316
43.0	3	2	56	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		0.088999994	4.1532316
70.0	2	1	56	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.088999994	4.1532316
29.0	4	4	42	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.069	2.3276284
64.0	4	5	42	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.069	2.3276284
55.0	3	5	26	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.088999994	0.45158052
61.0	4	4	26	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.088999994	0.45158052
43.0	3	3	6	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.068	1.3629599
