age	educ	income	fips_state	black	other	hisp	female	married	republican	democrat	unemployed	incomedk	partyvote	uerate	totalspend_voter_inf
21.0	2	1	48	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.048	2.9205236
30.0	2	3	42	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.069	1.2139608
72.0	1	1	36	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.078	2.3452868
79.0	2	2	25	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.062	1.0958376
42.0	2	4	36	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.078	2.3452868
70.0	1	1	13	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.056999996	0.2540245
64.0	2	2	36	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.078	2.3452868
55.0	4	4	13	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.056999996	0.2540245
19.0	2	2	42	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.069	1.2139608
26.0	2	3	55	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.048	1.0654421
58.0	2	3	48	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.048	2.9205236
40.0	2	2	39	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.055	1.5178543
32.0	2	4	36	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.078	2.3452868
30.0	2	3	39	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.055	1.5178543
84.0	2	3	36	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.078	2.3452868
33.0	3	5	36	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.078	2.3452868
57.0	2	3	6	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.072	0.91439027
19.0	2	3	39	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.055	1.5178543
44.0	2	3	36	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.078	2.3452868
63.0	4	4	12	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.084	0.97059584
38.0	4	4	12	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.084	0.97059584
64.0	2	3	39	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.127	1.0726185
22.0	3	4	39	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.127	1.0726185
72.0	2	3	39	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.127	1.0726185
77.0	3	2	46	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.055	0.7527201
56.0	3	5	46	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.055	0.7527201
72.0	1	1	46	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.055	0.7527201
53.0	3	4	41	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.116000004	1.351862
28.0	3	2	41	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.116000004	1.351862
36.0	4	2	41	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.116000004	1.351862
75.0	3	3	41	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.116000004	1.351862
71.0	1	2	46	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0		0.055	0.7527201
87.0	2	1	46	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.055	0.7527201
62.0	3	3	19	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.081	1.4264333
58.0	2	4	19	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.081	1.4264333
46.0	2	3	41	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.116000004	1.351862
65.0	1	4	19	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.081	1.4264333
73.0	3	4	26	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.156	0.7015491
56.0	4	4	26	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.156	0.7015491
36.0	2	4	9	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.069	1.5527924
48.0	2	3	9	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.069	1.5527924
67.0	2	3	9	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.069	1.5527924
41.0	2	3	26	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.156	0.7015491
63.0	2	1	26	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.156	0.7015491
39.0	3	1	39	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.127	1.0726185
71.0	2	3	39	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.127	1.0726185
44.0	2	3	39	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.127	1.0726185
23.0	3	4	39	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.127	1.0726185
32.0	4	4	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.156	0.7015491
74.0	2	1	39	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.127	1.0726185
35.0	2	3	46	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.055	0.7527201
34.0	3	3	46	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.055	0.7527201
34.0	4	3	46	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.055	0.7527201
79.0	4	3	12	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.084	0.97059584
80.0	3	3	12	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.084	0.97059584
78.0	4	3	12	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	0.084	0.97059584
70.0	2	3	39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.127	1.0726185
53.0	2	3	39	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.127	1.0726185
91.0	1	3	39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0		0.127	1.0726185
32.0	2	4	46	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.055	0.7527201
61.0	2	4	12	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.084	0.97059584
48.0	4	3	27	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.081	1.7663776
62.0	2	3	27	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.081	1.7663776
19.0	2	4	27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.081	1.7663776
70.0	2	3	12	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.084	0.97059584
33.0	4	3	12	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.084	0.97059584
64.0	3	4	12	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.084	0.97059584
36.0	2	3	19	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.081	1.4264333
57.0	4	4	19	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.081	1.4264333
48.0	2	4	6	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.1	1.016598
43.0	3	5	6	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.1	1.016598
45.0	4	5	6	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.1	1.016598
30.0	3	4	36	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.085	2.6802168
31.0	2	3	36	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.085	2.6802168
62.0	2	4	46	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.055	0.7527201
33.0	3	1	46	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.055	0.7527201
61.0	2	5	46	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0		0.055	0.7527201
69.0	2	3	26	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.156	0.7015491
20.0	2	1	26	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.156	0.7015491
27.0	3	2	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.156	0.7015491
21.0	2	1	26	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.156	0.7015491
40.0	2	5	46	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.055	0.7527201
47.0	3	4	46	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.055	0.7527201
26.0	3	4	46	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.055	0.7527201
30.0	3	4	36	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.085	2.6802168
56.0	2	5	36	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.085	2.6802168
83.0	1	3	42	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0		0.113000005	0.8478436
25.0	2	1	39	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.127	1.0726185
85.0	2	1	39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.127	1.0726185
23.0	3	2	39	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.127	1.0726185
23.0	2	3	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.127	1.0726185
59.0	2	4	39	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.127	1.0726185
61.0	2	3	9	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.069	1.5527924
20.0	2	1	39	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.127	1.0726185
64.0	1	1	12	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.084	0.97059584
53.0	4	5	12	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.084	0.97059584
59.0	1	1	12	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.084	0.97059584
81.0	2	2	48	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.069	2.850176
26.0	2	4	48	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.069	2.850176
60.0	2	1	19	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.081	1.4264333
53.0	2	3	19	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.081	1.4264333
49.0	4	4	17	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.113000005	1.6602576
40.0	2	4	17	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.113000005	1.6602576
39.0	3	4	9	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.069	1.5527924
24.0	4	2	9	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.069	1.5527924
55.0	4	2	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.069	1.5527924
22.0	3	2	26	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.156	0.7015491
31.0	3	4	26	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.156	0.7015491
34.0	3	3	26	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.156	0.7015491
35.0	2	3	39	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.127	1.0726185
23.0	3	4	39	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.127	1.0726185
60.0	2	3	39	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.127	1.0726185
65.0	1	2	26	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.156	0.7015491
83.0	2	1	26	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.156	0.7015491
20.0	2	3	39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.127	1.0726185
80.0	3	3	39	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.127	1.0726185
64.0	3	1	39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.127	1.0726185
62.0	2	2	39	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.127	1.0726185
72.0	1	1	39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.127	1.0726185
61.0	2	3	17	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.113000005	1.6602576
29.0	3	1	17	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.113000005	1.6602576
37.0	4	5	24	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.081999995	1.2538325
18.0	2	1	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.156	0.7015491
24.0	2	3	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.156	0.7015491
36.0	4	4	42	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.113000005	0.8478436
54.0	2	1	42	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.113000005	0.8478436
51.0	2	4	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.156	0.7015491
54.0	2	4	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.156	0.7015491
18.0	2	5	26	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.156	0.7015491
22.0	3	1	24	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.081999995	1.2538325
50.0	2	3	42	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.113000005	0.8478436
55.0	2	5	48	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.069	2.850176
35.0	2	3	26	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.156	0.7015491
72.0	4	2	26	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.156	0.7015491
29.0	3	2	26	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.156	0.7015491
41.0	2	3	26	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.156	0.7015491
44.0	4	4	6	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1	1.016598
40.0	3	3	6	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1	1.016598
21.0	3	2	6	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0		0.1	1.016598
51.0	3	4	6	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.1	1.016598
38.0	3	4	6	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.1	1.016598
49.0	2	3	6	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	2.0	0.1	1.016598
36.0	2	1	41	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.116000004	1.351862
63.0	2	2	41	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.116000004	1.351862
27.0	2	2	45	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.107	0.48596108
42.0	2	4	45	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.107	0.48596108
66.0	4	3	36	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.085	2.6802168
29.0	4	4	24	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.081999995	1.2538325
18.0	2	3	24	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	0.081999995	1.2538325
57.0	2	3	24	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.081999995	1.2538325
28.0	3	3	39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.127	1.0726185
42.0	3	3	39	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.127	1.0726185
78.0	2	1	39	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.127	1.0726185
62.0	2	1	12	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.084	0.97059584
75.0	2	4	12	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.084	0.97059584
39.0	3	4	12	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.084	0.97059584
55.0	3	5	42	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.113000005	0.8478436
68.0	3	3	42	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.113000005	0.8478436
36.0	4	3	42	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.113000005	0.8478436
61.0	2	2	4	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.1	0.6387563
64.0	4	3	4	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.1	0.6387563
63.0	1	2	8	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.078	0.8794743
41.0	3	4	8	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.078	0.8794743
28.0	2	4	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.156	0.7015491
71.0	2	3	42	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.113000005	0.8478436
58.0	1	1	42	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.113000005	0.8478436
40.0	2	3	6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.1	1.016598
26.0	4	2	6	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.1	1.016598
56.0	1	4	26	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.156	0.7015491
26.0	3	3	26	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.156	0.7015491
36.0	2	2	36	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.085	2.6802168
78.0	2	1	31	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.056999996	2.2664351
59.0	3	4	39	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.127	1.0726185
41.0	4	3	39	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.127	1.0726185
33.0	2	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.085	2.6802168
65.0	1	1	36	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.085	2.6802168
35.0	3	4	31	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.056999996	2.2664351
45.0	1	3	31	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.056999996	2.2664351
73.0	1	1	31	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.056999996	2.2664351
51.0	3	4	19	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.081	1.4264333
29.0	2	2	12	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.084	0.97059584
57.0	3	5	12	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.084	0.97059584
45.0	3	3	12	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.084	0.97059584
38.0	2	4	19	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.081	1.4264333
26.0	4	2	40	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.062	1.5196311
57.0	2	1	5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.095	1.8668051
60.0	4	3	24	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.081999995	1.2538325
29.0	2	3	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.132	2.1330051
67.0	2	3	31	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.056999996	2.2664351
70.0	1	2	31	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.056999996	2.2664351
87.0	1	3	31	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	0.056999996	2.2664351
69.0	2	2	5	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.095	1.8668051
36.0	4	4	17	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.113000005	1.6602576
36.0	1	3	6	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.1	1.016598
47.0	2	2	6	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0		0.1	1.016598
54.0	2	3	26	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.156	0.7015491
34.0	2	1	26	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.156	0.7015491
61.0	3	3	17	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.113000005	1.6602576
32.0	2	3	39	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.127	1.0726185
40.0	2	1	39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.127	1.0726185
39.0	2	4	39	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.127	1.0726185
68.0	2	3	12	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.084	0.97059584
32.0	3	3	12	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.084	0.97059584
63.0	2	2	12	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.084	0.97059584
57.0	4	5	6	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.1	1.016598
79.0	2	1	6	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.1	1.016598
49.0	3	4	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.1	1.016598
75.0	2	1	17	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.113000005	1.6602576
23.0	3	4	17	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.113000005	1.6602576
61.0	2	4	31	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.056999996	2.2664351
58.0	2	3	31	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	0.056999996	2.2664351
33.0	4	4	31	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.056999996	2.2664351
78.0	2	1	19	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.081	1.4264333
71.0	2	1	31	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.056999996	2.2664351
53.0	2	5	31	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.056999996	2.2664351
41.0	3	4	31	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.056999996	2.2664351
79.0	1	2	31	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.056999996	2.2664351
66.0	2	2	1	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.132	2.1330051
60.0	2	3	1	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.132	2.1330051
32.0	2	2	17	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.113000005	1.6602576
60.0	3	3	8	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.078	0.8794743
70.0	1	2	8	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.078	0.8794743
61.0	3	3	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.1	1.016598
35.0	2	3	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.1	1.016598
30.0	4	4	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.1	1.016598
66.0	1	2	6	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.1	1.016598
69.0	4	4	6	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.1	1.016598
26.0	3	3	17	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.113000005	1.6602576
34.0	2	4	17	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.113000005	1.6602576
39.0	2	4	9	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.069	1.5527924
57.0	3	5	9	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.069	1.5527924
